OA_Code,Latitude,Longitude,All occupied Households,No Cars or Vans,One Car or Van,Two Cars or Vans,Three Cars or Vans,Four or More Cars or Vans
S00154845,56.17402727,-3.038118997,52,18,19,8,4,-
S00154846,56.17226916,-3.245891973,42,5,16,16,5,-
S00154847,56.17235858,-3.143699032,50,-,16,26,5,1
S00154848,56.17413539,-3.034868316,50,10,23,11,6,-
S00154849,56.17179471,-3.142490409,57,1,16,33,4,3
S00154850,56.17350021,-3.033466052,80,16,31,24,6,3
S00154851,56.17291478,-3.03040621,32,5,18,9,-,-
S00154852,56.1721624,-3.242216223,47,4,20,19,4,-
S00154853,56.17205569,-3.23852439,45,2,19,12,4,4
S00154854,56.15937579,-3.259144426,34,-,6,17,7,4
S00154855,56.17245849,-3.032326732,42,10,15,13,1,-
S00154856,56.17263847,-3.034441488,48,8,23,17,1,-
S00154857,56.17160938,-3.032867648,65,40,24,3,4,-
S00154858,56.17139074,-3.037516347,67,25,28,14,-,2
S00154859,56.1673507,-3.321488824,38,11,21,6,-,2
S00154860,56.16912657,-3.146324691,57,4,26,22,5,-
S00154861,56.16861824,-3.034913144,73,44,19,12,-,-
S00154862,56.17008084,-3.035145757,78,14,36,16,7,4
S00154863,56.17035596,-3.031255668,54,27,19,4,6,-
S00154864,56.17031018,-3.039935212,37,20,18,3,1,-
S00154865,56.16990298,-3.033852559,61,27,26,5,3,-
S00154866,56.16988193,-3.03850638,57,40,12,3,1,-
S00154867,56.16912398,-3.038888539,33,10,12,10,1,-
S00154868,56.16695782,-3.32629059,56,17,22,14,2,-
S00154869,56.16672164,-3.322336856,49,9,25,9,6,-
S00154870,56.16923362,-3.037603109,64,38,15,5,5,1
S00154871,56.16864508,-3.142042558,46,12,19,10,4,1
S00154872,56.16506932,-3.323085251,81,24,31,25,-,1
S00154873,56.168061,-3.143989979,40,14,14,10,2,1
S00154874,56.16563221,-3.330077645,52,10,22,9,6,1
S00154875,56.16782373,-3.141470621,41,9,21,11,3,-
S00154876,56.16760251,-3.145957188,35,6,20,6,1,1
S00154877,56.16469336,-3.320431331,70,22,35,9,4,-
S00154878,56.16736889,-3.139154209,75,3,33,29,8,1
S00154879,56.16554548,-3.330622182,27,6,7,7,1,-
S00154880,56.16769277,-3.058255515,64,21,28,11,3,1
S00154881,56.16337738,-3.330031901,75,25,27,15,4,-
S00154882,56.16686452,-3.144147649,45,5,25,12,1,-
S00154883,56.16635297,-3.06047318,61,24,25,10,3,-
S00154884,56.16398915,-3.336623211,63,13,26,16,5,1
S00154885,56.16618325,-3.145914912,52,12,22,15,3,1
S00154886,56.1659966,-3.150531128,59,23,20,12,4,-
S00154887,56.16660862,-3.149454359,41,11,15,11,2,-
S00154888,56.16267301,-3.142686511,64,8,29,24,1,2
S00154889,56.16576755,-3.149074949,51,17,23,7,4,-
S00154890,56.16391462,-3.323512537,47,15,25,7,-,-
S00154891,56.16552619,-3.151837552,40,13,19,8,2,-
S00154892,56.16615213,-3.05769782,46,9,22,14,1,-
S00154893,56.16312958,-3.325498402,44,14,20,7,4,-
S00154894,56.163924,-3.320115068,35,9,21,3,-,-
S00154895,56.16345535,-3.326958904,52,13,24,12,3,-
S00154896,56.16325669,-3.323699244,61,28,22,10,1,-
S00154897,56.16580707,-3.059169854,45,13,26,4,1,-
S00154898,56.16292041,-3.332415434,30,10,12,3,4,-
S00154899,56.16213682,-3.330085634,65,23,28,18,-,-
S00154900,56.16298063,-3.335992367,39,19,16,1,-,1
S00154901,56.1651719,-3.063033245,52,17,22,7,2,3
S00154902,56.16486089,-3.15091585,37,10,14,9,4,-
S00154903,56.1647945,-3.06199222,71,24,30,13,1,-
S00154904,56.16259375,-3.327702121,42,18,18,3,2,-
S00154905,56.16251548,-3.329132561,35,11,11,9,2,2
S00154906,56.16362953,-3.148061033,55,16,29,8,-,-
S00154907,56.16401024,-3.150600552,43,10,17,15,2,-
S00154908,56.16380573,-3.147470486,64,16,25,17,3,1
S00154909,56.16155331,-3.334203757,61,25,26,9,1,-
S00154910,56.16377377,-3.153797943,39,13,9,12,1,-
S00154911,56.16252052,-3.324479053,73,14,32,22,2,4
S00154912,56.16182113,-3.31930221,59,11,25,18,2,-
S00154913,56.16203878,-3.332513724,73,31,31,5,2,-
S00154914,56.12687307,-3.576416104,57,2,12,26,12,7
S00154915,56.16441321,-3.060355302,52,29,18,5,-,-
S00154916,56.16072333,-3.321132395,87,32,31,20,4,-
S00154917,56.1613209,-3.324904723,43,11,25,4,4,-
S00154918,56.16054792,-3.328275605,56,19,27,9,-,2
S00154919,56.16273067,-3.150030908,56,14,28,15,1,-
S00154920,56.16274574,-3.145506588,28,4,9,11,2,1
S00154921,56.16102397,-3.32745473,40,8,23,4,-,2
S00154922,56.16231596,-3.147281138,29,2,15,7,-,-
S00154923,56.16269747,-3.062401303,61,19,26,14,2,-
S00154924,56.1594794,-3.328206519,35,11,10,7,2,3
S00154925,56.15875196,-3.31810211,78,26,29,13,8,3
S00154926,56.15876769,-3.321677097,60,29,22,7,1,1
S00154927,56.15887261,-3.319426537,54,9,25,12,4,1
S00154928,56.15920236,-3.065524955,65,9,31,21,2,2
S00154929,56.14660715,-3.217972128,72,7,22,30,11,4
S00154930,56.16044134,-3.067716831,53,6,22,20,3,-
S00154931,56.16040848,-3.063191471,47,8,26,10,1,2
S00154932,56.15998188,-3.066818524,46,9,22,11,3,1
S00154933,56.15745383,-3.320182922,42,23,15,3,-,1
S00154934,56.15698343,-3.323837671,55,15,29,13,-,-
S00154935,56.13453133,-3.269692275,64,2,18,34,11,1
S00154936,56.15614483,-3.327463533,56,13,26,12,2,5
S00154937,56.15671688,-3.322717583,64,20,31,12,1,-
S00154938,56.15626661,-3.325326421,57,17,31,12,-,-
S00154939,56.15769365,-3.065434882,73,4,31,28,6,2
S00154940,56.15760808,-3.072210645,59,12,21,23,3,1
S00154941,56.15528515,-3.319641641,58,24,19,6,8,-
S00154942,56.15513557,-3.326060254,45,14,18,6,3,2
S00154943,56.15725628,-3.074438734,44,5,14,16,8,1
S00154944,56.15682146,-3.068630684,50,15,25,9,1,-
S00154945,56.15530346,-3.326323634,36,6,15,11,2,2
S00154946,56.15702771,-3.0697151,40,10,16,14,2,-
S00154947,56.1546132,-3.323659547,48,11,25,8,4,-
S00154948,56.15534644,-3.070875806,47,2,21,21,2,1
S00154949,56.15410883,-3.275071156,44,10,24,10,2,-
S00154950,56.15318955,-3.271853166,50,2,15,17,9,3
S00154951,56.15285838,-3.322230813,69,8,33,17,9,2
S00154952,56.15371925,-3.274510888,39,4,18,7,5,-
S00154953,56.15142184,-3.325481568,59,31,18,8,5,-
S00154954,56.13995911,-3.087892383,29,3,10,11,1,2
S00154955,56.15190114,-3.265194266,66,15,24,17,5,1
S00154956,56.14584776,-3.324098577,56,6,24,20,6,-
S00154957,56.15033983,-3.324156503,66,31,25,7,3,-
S00154958,56.14968894,-3.264493768,45,13,24,9,2,-
S00154959,56.1503389,-3.321725733,65,13,35,14,2,1
S00154960,56.15106216,-3.09123246,77,20,33,20,4,-
S00154961,56.15172481,-3.086389754,52,7,32,10,3,-
S00154962,56.14907248,-3.323356346,49,15,21,11,2,-
S00154963,56.15027254,-3.257494461,40,17,20,3,2,-
S00154964,56.15009028,-3.261271383,51,13,30,6,1,1
S00154965,56.15111951,-3.09693257,45,4,11,21,10,2
S00154966,56.14971077,-3.260598964,42,13,15,19,1,1
S00154967,56.15071521,-3.089822165,40,10,22,8,-,-
S00154968,56.14786349,-3.265512269,80,20,28,24,5,4
S00154969,56.15005484,-3.096419323,66,4,21,37,7,1
S00154970,56.15062548,-3.088789404,42,10,28,4,-,-
S00154971,56.14924384,-3.257042336,57,13,29,10,4,2
S00154972,56.14932191,-3.260843783,39,12,14,9,2,-
S00154973,56.14861065,-3.263621319,41,16,22,2,1,-
S00154974,56.1487345,-3.26029335,71,15,33,16,3,2
S00154975,56.14826906,-3.262756987,49,15,23,10,1,-
S00154976,56.1466059,-3.271603472,49,-,14,21,5,4
S00154977,56.14983484,-3.094883853,46,10,21,9,4,1
S00154978,56.14721846,-3.274939517,45,1,25,16,4,2
S00154979,56.1477122,-3.25921362,44,14,14,13,1,-
S00154980,56.14736291,-3.258220327,46,9,18,13,4,2
S00154981,56.14704487,-3.271730644,57,3,21,24,8,1
S00154982,56.14752233,-3.261090674,54,17,28,6,2,1
S00154983,56.14627973,-3.329891866,37,9,24,3,1,-
S00154984,56.14606488,-3.328983078,34,15,12,6,2,-
S00154985,56.14559191,-3.261832217,36,5,12,13,4,1
S00154986,56.1441042,-3.253510715,46,2,14,22,4,4
S00154987,56.14159924,-3.383001453,53,13,21,12,5,4
S00154988,56.14369502,-3.258406266,57,21,22,15,2,-
S00154989,56.14110804,-3.128093609,42,8,19,17,-,-
S00154990,56.14149836,-3.385588974,49,10,20,15,3,2
S00154991,56.14204274,-3.245895541,81,21,40,18,2,-
S00154992,56.14275832,-3.253322052,42,11,15,12,3,2
S00154993,56.14266341,-3.260883253,82,22,36,19,3,-
S00154994,56.13512654,-3.134676553,64,13,31,12,3,-
S00154995,56.14259755,-3.249679531,68,21,32,15,-,-
S00154996,56.1335631,-3.15118729,85,21,58,5,-,-
S00154997,56.14037302,-3.172295745,52,2,29,18,3,-
S00154998,56.1347565,-3.313467249,46,6,21,15,4,-
S00154999,56.14189506,-3.248063437,61,9,23,25,2,2
S00155000,56.14124039,-3.175573028,70,7,37,21,6,3
S00155001,56.14031586,-3.384468156,34,13,12,5,-,-
S00155002,56.14081027,-3.256686554,58,15,28,12,3,-
S00155003,56.14165698,-3.245834778,64,12,29,16,4,2
S00155004,56.14056965,-3.180895488,58,3,28,18,6,5
S00155005,56.14002096,-3.38672673,56,18,29,8,2,-
S00155006,56.14046305,-3.182646372,45,2,24,17,3,3
S00155007,56.14189749,-3.254034353,57,10,29,16,4,-
S00155008,56.13954548,-3.377021479,110,4,51,45,8,1
S00155009,56.14096354,-3.248660893,38,12,18,7,-,-
S00155010,56.1387602,-3.384573158,50,10,24,7,2,-
S00155011,56.13872371,-3.189737995,59,1,10,38,9,1
S00155012,56.14162704,-3.254122108,55,19,21,15,1,-
S00155013,56.14052554,-3.259059077,32,2,18,11,1,-
S00155014,56.13943155,-3.387204394,34,8,23,6,7,1
S00155015,56.13979498,-3.260209983,45,15,20,9,-,1
S00155016,56.14051568,-3.252959381,39,13,11,13,2,-
S00155017,56.1400896,-3.185048852,44,2,22,14,5,2
S00155018,56.13856937,-3.370259783,61,3,21,31,8,4
S00155019,56.13995517,-3.193413048,37,-,18,15,3,-
S00155020,56.14013999,-3.1956718,41,2,15,21,1,2
S00155021,56.13697779,-3.370364077,70,8,30,29,3,-
S00155022,56.13884381,-3.196838494,62,4,17,35,5,2
S00155023,56.13938338,-3.263559925,53,13,21,11,4,-
S00155024,56.13852907,-3.376309238,60,-,24,34,2,-
S00155025,56.13757593,-3.382004072,35,8,20,3,2,2
S00155026,56.13849413,-3.373797516,54,2,12,33,5,4
S00155027,56.13990617,-3.251925686,49,12,22,17,3,2
S00155028,56.13934418,-3.261241267,61,15,26,15,3,-
S00155029,56.13918461,-3.250421695,37,4,21,10,2,-
S00155030,56.13776113,-3.376684106,72,2,23,35,9,-
S00155031,56.13799188,-3.39217343,59,8,27,17,6,-
S00155032,56.14009353,-3.175232251,65,3,24,28,6,1
S00155033,56.13463236,-3.208566516,59,5,18,22,8,6
S00155034,56.13947569,-3.252732429,51,12,22,19,4,-
S00155035,56.14018761,-3.171002661,48,4,24,18,4,-
S00155036,56.13904806,-3.132281671,50,11,18,21,1,-
S00155037,56.13780589,-3.372662583,66,6,32,20,9,-
S00155038,56.13952799,-3.183647592,62,8,28,16,5,1
S00155039,56.13918286,-3.192439649,67,1,11,39,9,4
S00155040,56.13962373,-3.179273295,42,4,18,14,5,-
S00155041,56.13886704,-3.123570381,82,27,35,17,2,1
S00155042,56.14029134,-3.085874067,61,11,30,13,6,1
S00155043,56.13926188,-3.187968336,35,-,12,18,5,2
S00155044,56.14078843,-3.084520172,46,8,25,8,-,1
S00155045,56.13682189,-3.393933455,32,9,12,8,1,1
S00155046,56.13862737,-3.190410899,62,3,22,33,4,-
S00155047,56.13854184,-3.263258741,75,24,34,10,3,1
S00155048,56.13723324,-3.392516129,42,3,27,11,-,2
S00155049,56.1385474,-3.193111945,46,-,18,21,5,1
S00155050,56.13645271,-3.395593659,63,16,19,21,6,1
S00155051,56.13891895,-3.179686211,49,5,16,22,4,1
S00155052,56.13880211,-3.173084732,55,5,25,19,6,-
S00155053,56.13712889,-3.373748816,66,5,26,28,6,2
S00155054,56.1297073,-3.12695532,88,12,43,21,7,1
S00155055,56.13837775,-3.197644718,52,1,23,29,1,-
S00155056,56.13870922,-3.184700619,43,8,20,16,-,-
S00155057,56.13657566,-3.383867035,49,20,19,9,1,-
S00155058,56.13830482,-3.177189195,55,3,29,15,7,1
S00155059,56.13849161,-3.194236681,40,13,24,3,-,-
S00155060,56.13701395,-3.183457685,60,3,17,36,2,2
S00155061,56.1359615,-3.383346123,49,19,19,8,-,-
S00155062,56.13832264,-3.179088624,45,-,22,17,5,4
S00155063,56.13543039,-3.397004855,38,9,9,12,3,2
S00155064,56.13693312,-3.264171486,63,12,23,20,4,4
S00155065,56.13711109,-3.262584226,44,9,27,6,1,1
S00155066,56.13637391,-3.374574757,45,4,18,18,5,-
S00155067,56.13748928,-3.260746035,59,13,30,9,3,1
S00155068,56.13803886,-3.188075439,60,1,29,27,2,-
S00155069,56.13639079,-3.257443478,56,7,28,17,2,-
S00155070,56.13549732,-3.387078783,48,15,22,9,-,2
S00155071,56.13477195,-3.393247797,76,23,28,20,3,2
S00155072,56.13755537,-3.183216851,48,4,20,18,5,-
S00155073,56.13767755,-3.189206825,32,2,16,11,2,2
S00155074,56.13533398,-3.371126254,54,21,23,7,3,-
S00155075,56.13815348,-3.131853068,41,4,15,21,3,-
S00155076,56.13526847,-3.376208814,50,4,23,14,8,1
S00155077,56.13685454,-3.191627344,68,2,18,37,9,-
S00155078,56.13474668,-3.385909273,64,22,29,9,-,-
S00155079,56.13517631,-3.382851271,34,7,19,7,1,-
S00155080,56.13727079,-3.17348866,60,5,32,17,5,1
S00155081,56.1364597,-3.181284397,73,6,33,28,5,1
S00155082,56.13468184,-3.307800662,41,14,13,11,5,-
S00155083,56.13681616,-3.176886228,49,4,20,23,2,-
S00155084,56.10677263,-3.199910833,30,2,15,10,4,-
S00155085,56.13459498,-3.387416385,41,9,26,9,1,-
S00155086,56.13465192,-3.375092584,63,6,32,18,4,3
S00155087,56.13501258,-3.18133656,93,2,21,53,10,3
S00155088,56.13625942,-3.173071652,45,4,16,12,7,1
S00155089,56.133925,-3.378236535,51,10,22,13,4,-
S00155090,56.13608392,-3.188610514,58,1,9,28,12,4
S00155091,56.13624551,-3.174535543,28,7,11,8,4,-
S00155092,56.13364514,-3.392772587,70,17,34,15,2,1
S00155093,56.13323836,-3.389797204,70,26,29,13,1,-
S00155094,56.13616253,-3.185105024,36,1,9,25,1,-
S00155095,56.13426789,-3.382931294,76,23,34,18,1,-
S00155096,56.1341581,-3.39349914,48,11,13,15,2,2
S00155097,56.13594698,-3.192564742,48,1,19,17,7,4
S00155098,56.13531475,-3.172254423,48,7,15,18,6,-
S00155099,56.1326541,-3.205962237,71,9,27,28,4,3
S00155100,56.13157653,-3.119013618,69,8,18,25,8,7
S00155101,56.13453567,-3.19076716,75,3,36,30,4,2
S00155102,56.13338938,-3.373888985,71,29,30,8,2,-
S00155103,56.13291041,-3.386197194,65,20,31,11,3,-
S00155104,56.13317362,-3.395539213,59,15,20,17,1,1
S00155105,56.1357308,-3.176692152,35,2,20,10,5,1
S00155106,56.13300266,-3.387584298,41,18,11,11,1,-
S00155107,56.13546679,-3.180819486,42,1,21,14,2,1
S00155108,56.13533884,-3.188539248,42,-,12,18,6,6
S00155109,56.13339217,-3.376865855,61,12,39,9,4,2
S00155110,56.13300222,-3.373151105,47,19,23,4,2,1
S00155111,56.13342747,-3.384960728,34,18,12,2,2,-
S00155112,56.13420273,-3.310616379,60,15,26,17,4,-
S00155113,56.1327492,-3.315490532,28,3,10,12,-,-
S00155114,56.13429575,-3.211741899,54,5,24,16,7,1
S00155115,56.13513405,-3.178025558,44,7,22,10,3,-
S00155116,56.13217163,-3.390370143,55,17,25,10,4,2
S00155117,56.13240927,-3.392406096,32,7,12,11,3,-
S00155118,56.13437285,-3.174928975,54,5,27,19,3,-
S00155119,56.13343613,-3.309190421,70,16,26,23,3,2
S00155120,56.13271253,-3.384613214,69,29,30,7,1,-
S00155121,56.13467413,-3.188518737,61,4,15,29,11,2
S00155122,56.13255814,-3.380745988,81,28,46,5,1,1
S00155123,56.13455833,-3.179037752,51,1,31,16,1,3
S00155124,56.13254499,-3.391526033,40,18,21,5,2,-
S00155125,56.13414161,-3.185026754,55,7,21,20,4,-
S00155126,56.13396439,-3.18383061,41,7,12,20,3,-
S00155127,56.13444866,-3.136088641,59,23,24,7,2,-
S00155128,56.13381267,-3.172417884,44,4,16,14,6,2
S00155129,56.13168801,-3.394214282,56,5,27,17,5,3
S00155130,56.1321514,-3.376129629,36,4,16,11,5,-
S00155131,56.1321739,-3.311287489,33,-,16,8,4,1
S00155132,56.13258772,-3.306152729,65,14,34,9,1,1
S00155133,56.13144628,-3.312115473,45,3,18,17,3,1
S00155134,56.13150331,-3.378648675,53,9,30,9,4,-
S00155135,56.13345864,-3.211892558,44,6,20,11,6,1
S00155136,56.13151576,-3.318248021,88,4,26,29,19,10
S00155137,56.1319202,-3.387159144,45,20,14,5,1,1
S00155138,56.13044997,-3.306080246,72,13,40,20,3,-
S00155139,56.13353351,-3.137895927,60,25,20,12,2,-
S00155140,56.13154018,-3.3905887,76,19,33,15,5,2
S00155141,56.13172622,-3.382019456,75,27,38,11,1,-
S00155142,56.13247065,-3.132313582,55,12,21,20,2,2
S00155143,56.13214943,-3.306813646,82,22,46,12,-,1
S00155144,56.13169214,-3.314344238,53,2,35,12,2,-
S00155145,56.13367266,-3.177691238,45,4,18,19,2,4
S00155146,56.13281925,-3.183312718,48,11,22,13,2,-
S00155147,56.13345959,-3.134209106,74,30,34,9,2,-
S00155148,56.13103244,-3.386998458,39,7,18,13,-,2
S00155149,56.13300638,-3.209448725,52,7,28,11,5,1
S00155150,56.13371662,-3.136549757,55,20,26,4,1,-
S00155151,56.13264581,-3.194795574,64,18,29,18,3,-
S00155152,56.13209234,-3.200908576,43,7,25,11,-,-
S00155153,56.1336557,-3.145091862,52,25,23,4,-,-
S00155154,56.13279507,-3.190504183,44,18,19,7,-,-
S00155155,56.13313984,-3.138688797,45,27,11,7,2,-
S00155156,56.13267021,-3.207072948,56,18,25,10,1,-
S00155157,56.1326886,-3.196872502,43,10,27,6,-,-
S00155158,56.13258748,-3.198961045,55,17,25,10,2,-
S00155159,56.13246144,-3.185956544,42,11,22,8,1,2
S00155160,56.13021045,-3.377749672,39,9,14,9,4,3
S00155161,56.13230508,-3.180706475,69,22,39,11,3,-
S00155162,56.13159624,-3.14432271,62,19,32,9,2,-
S00155163,56.13292394,-3.142608352,40,7,23,9,-,2
S00155164,56.13242289,-3.191828135,46,19,17,8,1,-
S00155165,56.1306014,-3.307903472,39,21,16,5,1,2
S00155166,56.13215535,-3.1431326,52,24,22,8,1,-
S00155167,56.13083603,-3.306109425,65,13,35,17,2,-
S00155168,56.13044882,-3.316345155,48,2,16,25,5,-
S00155169,56.13231621,-3.187979382,52,26,24,4,1,1
S00155170,56.13266823,-3.145963536,56,24,21,11,-,-
S00155171,56.13038644,-3.154599736,62,14,28,18,6,-
S00155172,56.13227351,-3.136169296,64,16,35,11,2,-
S00155173,56.13169981,-3.187606404,64,33,23,7,-,-
S00155174,56.1301967,-3.130428716,51,8,22,17,4,1
S00155175,56.12940922,-3.315247769,36,12,18,5,4,-
S00155176,56.13208908,-3.184497011,39,25,10,3,1,-
S00155177,56.13146105,-3.131688603,47,15,23,9,-,-
S00155178,56.13194147,-3.177380877,28,7,12,12,-,-
S00155179,56.13021465,-3.301132901,48,1,15,22,7,1
S00155180,56.13217332,-3.137292612,39,17,17,5,-,-
S00155181,56.13148346,-3.190479738,46,18,24,2,-,1
S00155182,56.13157105,-3.199074215,36,12,18,9,-,-
S00155183,56.13167576,-3.196615779,32,13,11,7,1,-
S00155184,56.13163365,-3.19260819,48,23,22,8,1,-
S00155185,56.12945657,-3.176017851,74,21,35,13,3,2
S00155186,56.12996924,-3.31750327,28,1,13,10,2,2
S00155187,56.12973414,-3.20225087,61,18,21,22,2,-
S00155188,56.13201248,-3.140119619,49,35,10,4,-,-
S00155189,56.13156081,-3.181488134,35,8,23,4,3,-
S00155190,56.12528471,-3.168731899,30,13,8,4,-,3
S00155191,56.12977164,-3.302244165,34,-,12,18,3,2
S00155192,56.12986036,-3.177960822,43,21,18,6,2,-
S00155193,56.12919046,-3.305377908,61,31,21,6,-,1
S00155194,56.13060805,-3.13846916,52,15,25,12,1,-
S00155195,56.12883446,-3.314375451,49,17,17,12,3,-
S00155196,56.12926735,-3.306603259,49,26,16,5,2,-
S00155197,56.12981614,-3.116951414,40,19,14,6,-,-
S00155198,56.11350343,-3.450970906,53,-,17,20,13,3
S00155199,56.13037397,-3.189994961,59,17,32,9,3,-
S00155200,56.13028764,-3.198921645,45,5,24,13,3,-
S00155201,56.12916017,-3.299729748,48,-,17,24,7,1
S00155202,56.13044179,-3.187615888,57,26,23,4,4,1
S00155203,56.1313727,-3.139344488,32,19,11,2,-,-
S00155204,56.13072194,-3.144618519,64,31,19,13,-,-
S00155205,56.13068891,-3.140418315,47,25,18,2,-,-
S00155206,56.12887807,-3.311963648,40,6,21,10,3,1
S00155207,56.13036606,-3.157736455,58,12,26,14,2,1
S00155208,56.12627359,-3.157227389,68,9,35,23,4,3
S00155209,56.12928795,-3.150029882,48,19,24,7,-,-
S00155210,56.12972482,-3.13485531,62,13,23,24,4,-
S00155211,56.12817817,-3.309333508,60,25,22,11,-,-
S00155212,56.12906336,-3.30889702,54,21,24,8,1,-
S00155213,56.13024041,-3.148095481,82,34,34,12,2,-
S00155214,56.13085082,-3.118783381,38,15,13,9,1,-
S00155215,56.10265443,-3.550311547,38,1,11,18,8,3
S00155216,56.12823504,-3.312440489,57,15,28,10,1,1
S00155217,56.13006033,-3.141348941,50,24,17,7,-,1
S00155218,56.13008775,-3.12267077,72,23,31,14,3,1
S00155219,56.12878168,-3.185521501,63,30,25,6,1,1
S00155220,56.12838815,-3.316628691,48,11,27,10,-,-
S00155221,56.13016993,-3.185049379,36,20,15,-,-,-
S00155222,56.12911061,-3.144940676,50,26,18,5,-,-
S00155223,56.12825744,-3.306939039,70,29,26,14,1,1
S00155224,56.12980348,-3.194176493,55,14,22,15,-,-
S00155225,56.130081,-3.181201418,52,25,18,8,2,-
S00155226,56.13002743,-3.17928521,62,25,29,5,-,-
S00155227,56.1298543,-3.133475503,51,12,21,17,2,1
S00155228,56.12928791,-3.119719382,77,18,34,19,5,4
S00155229,56.1302405,-3.138377854,59,29,25,3,4,-
S00155230,56.13025484,-3.120101439,36,15,19,5,-,1
S00155231,56.12904699,-3.192495939,55,13,33,5,2,1
S00155232,56.12975377,-3.199307248,37,11,12,14,-,1
S00155233,56.12984817,-3.182996215,47,9,22,12,2,-
S00155234,56.12987615,-3.176304168,38,9,21,5,3,-
S00155235,56.13010137,-3.118198512,54,21,24,6,1,-
S00155236,56.12943591,-3.189435063,41,6,22,7,2,3
S00155237,56.1301531,-3.132245463,48,10,24,13,2,2
S00155238,56.12939331,-3.19105869,26,5,16,4,1,-
S00155239,56.12600928,-3.299446495,58,6,27,25,5,1
S00155240,56.12919446,-3.206915778,89,18,45,17,2,-
S00155241,56.1297862,-3.143786287,60,26,24,6,2,-
S00155242,56.11316698,-3.544638992,62,5,32,16,5,-
S00155243,56.12976584,-3.155626896,45,10,20,9,6,-
S00155244,56.12778089,-3.315433503,52,12,33,6,-,-
S00155245,56.12958858,-3.158244012,37,11,16,7,1,-
S00155246,56.12895767,-3.183097577,54,20,22,10,-,-
S00155247,56.12932218,-3.196558763,49,16,20,10,3,-
S00155248,56.12964592,-3.137571947,47,28,13,4,-,-
S00155249,56.12925823,-3.124963317,49,5,24,14,2,-
S00155250,56.12788212,-3.204204069,71,13,38,19,1,-
S00155251,56.12888294,-3.199231874,43,14,18,7,4,-
S00155252,56.12932985,-3.147456985,38,18,15,4,2,-
S00155253,56.12783615,-3.13211302,83,16,36,22,8,2
S00155254,56.12851649,-3.194394011,56,9,31,12,3,1
S00155255,56.12941161,-3.180730415,43,10,22,7,-,-
S00155256,56.12881558,-3.20246353,41,14,20,5,-,1
S00155257,56.12889878,-3.145497469,56,16,27,10,2,-
S00155258,56.12746456,-3.314763093,48,17,20,8,3,-
S00155259,56.12862649,-3.176378629,59,21,27,8,1,2
S00155260,56.12921254,-3.141693857,44,21,19,5,1,1
S00155261,56.12708513,-3.31072818,41,9,17,10,4,1
S00155262,56.12875911,-3.153746555,51,14,22,12,2,2
S00155263,56.12859981,-3.124252304,58,15,33,8,2,4
