OA_Code,Latitude,Longitude,"All People, aged 3 and over","All People, 3 - 15","All People, 16 - 24","All People, 25 - 34","All People, 35 - 49","All People, 50 - 64","All People, 65 and over","Understands/Speaks/Reads/Writes Gaelic, Total","Understands/Speaks/Reads/Writes Gaelic, 3 - 15","Understands/Speaks/Reads/Writes Gaelic, 16 - 24","Understands/Speaks/Reads/Writes Gaelic, 25 - 34","Understands/Speaks/Reads/Writes Gaelic, 35 - 49","Understands/Speaks/Reads/Writes Gaelic, 50 - 64","Understands/Speaks/Reads/Writes Gaelic, 65 and over","No skills in Gaelic, Total","No skills in Gaelic, 3 - 15","No skills in Gaelic, 16 - 24","No skills in Gaelic, 25 - 34","No skills in Gaelic, 35 - 49","No skills in Gaelic, 50 - 64","No skills in Gaelic, 65 and over"
S00177369,55.75969334,-4.197343818,76,10,11,12,12,21,14,-,-,-,-,-,-,-,76,10,11,12,12,21,14
S00177370,55.76139069,-4.147612143,140,18,19,12,21,32,40,-,-,-,-,-,-,-,140,18,19,12,21,32,40
S00177371,55.73945718,-3.790230129,147,12,5,18,29,33,49,3,-,-,-,3,-,-,146,12,5,18,26,33,49
S00177372,55.76118785,-4.152526271,61,-,11,11,13,18,5,-,-,-,-,-,-,-,61,-,11,11,13,18,5
S00177373,55.76223173,-4.053215881,121,17,17,16,26,23,23,6,-,-,-,-,2,1,115,18,16,16,26,21,22
S00177374,55.76282856,-4.045452736,79,10,11,6,16,18,18,-,-,-,-,-,-,-,79,10,11,6,16,18,18
S00177375,55.7597183,-4.208980715,61,5,4,5,14,17,15,-,-,-,-,-,-,-,61,5,4,5,14,17,15
S00177376,55.76225584,-4.043685339,179,7,17,19,19,27,85,3,-,1,-,-,2,-,176,7,16,19,19,23,85
S00177377,55.7629835,-4.000016808,126,25,6,16,44,21,12,-,-,-,-,-,-,-,126,25,6,16,44,21,12
S00177378,55.76208182,-4.056268371,104,21,12,14,26,23,10,-,-,-,-,-,-,-,104,21,12,14,26,23,10
S00177379,55.7599553,-4.193246269,98,11,18,12,21,23,13,3,3,-,-,-,-,-,95,8,18,12,21,23,13
S00177380,55.75954612,-4.200045156,144,23,11,21,47,31,9,3,-,-,1,-,3,-,141,23,11,20,47,31,9
S00177381,55.75893113,-4.235107679,125,32,11,7,36,31,4,-,-,-,-,-,-,-,125,32,11,7,36,31,4
S00177382,55.76010864,-4.188680346,81,8,7,17,16,22,11,2,-,-,1,-,-,-,79,8,7,16,15,22,11
S00177383,55.75900191,-4.22774798,192,39,13,14,36,53,33,2,-,-,-,-,-,2,190,39,13,14,36,53,30
S00177384,55.75901111,-4.215810332,163,32,26,12,37,49,8,-,-,-,-,-,-,-,163,32,26,12,37,49,8
S00177385,55.76033716,-4.152861925,138,15,13,22,29,32,31,2,-,-,1,1,-,-,137,15,13,20,25,32,31
S00177386,55.7616013,-4.058665837,116,10,13,16,15,37,23,1,-,-,-,-,1,-,115,10,13,16,15,36,23
S00177387,55.76005117,-4.155332641,169,25,32,14,28,46,27,1,-,-,-,-,1,-,168,25,32,14,28,45,27
S00177388,55.76052875,-4.161399949,63,5,9,3,10,21,11,-,-,-,-,-,-,-,63,5,9,3,10,21,11
S00177389,55.75926164,-4.186783983,127,15,13,27,20,36,16,-,-,-,-,-,-,-,127,15,13,27,20,36,16
S00177390,55.759937,-4.161319384,133,19,9,20,21,28,28,1,-,-,1,-,-,-,128,19,9,23,21,28,28
S00177391,55.75855187,-4.212867515,102,9,8,11,15,25,34,1,-,-,-,-,1,-,101,9,8,11,15,24,34
S00177392,55.7611103,-4.076093253,129,14,9,42,49,14,5,4,-,-,3,-,1,-,125,14,9,39,49,13,5
S00177393,55.7608243,-4.034636852,112,19,5,11,18,18,39,2,-,-,-,-,2,-,111,19,5,11,18,19,39
S00177394,55.75936744,-4.190934003,97,11,11,6,16,31,19,2,-,-,2,-,-,-,95,11,11,7,16,31,19
S00177395,55.75627909,-4.148000474,178,26,21,17,20,42,48,-,-,-,-,-,-,-,178,26,21,17,20,42,48
S00177396,55.76125478,-4.061644126,80,12,4,9,12,17,30,1,-,-,-,1,-,-,82,12,4,9,11,17,30
S00177397,55.75984091,-4.158094407,84,16,7,7,24,16,15,3,1,-,1,1,-,-,81,15,7,8,23,16,15
S00177398,55.76148454,-4.034384343,93,5,7,11,19,27,22,-,-,-,-,-,-,-,93,5,7,11,19,27,22
S00177399,55.75912071,-4.197200031,117,22,7,15,20,35,21,1,-,-,-,-,1,-,119,22,7,15,20,34,21
S00177400,55.76608148,-3.690199519,78,6,7,5,9,13,38,-,-,-,-,-,-,-,78,6,7,5,9,13,38
S00177401,55.75990539,-4.153395987,89,19,9,18,12,18,13,2,-,1,2,-,1,-,85,19,6,16,12,17,13
S00177402,55.75948492,-4.159429531,85,15,15,16,17,13,11,-,-,-,-,-,-,-,85,15,15,16,17,13,11
S00177403,55.7614354,-4.064267689,73,7,4,10,16,15,25,-,-,-,-,-,-,-,73,7,4,10,16,15,25
S00177404,55.75923251,-4.184885639,64,6,6,7,11,17,17,1,-,-,-,-,-,1,63,6,6,7,11,17,16
S00177405,55.76118127,-4.063345729,76,18,9,8,17,12,14,-,-,-,-,-,-,-,76,18,9,8,17,12,14
S00177406,55.75927969,-4.194339986,89,4,6,10,11,21,38,1,-,-,-,1,-,-,88,4,6,10,10,21,38
S00177407,55.76680896,-3.682372518,74,11,7,15,10,16,15,-,-,-,-,1,2,-,72,11,7,15,9,15,15
S00177408,55.75946624,-4.189425352,95,-,-,8,7,39,41,-,-,-,-,-,-,-,95,-,-,8,7,39,41
S00177409,55.76166055,-4.003439718,161,39,6,18,63,22,13,2,-,-,-,2,-,-,160,39,6,18,62,22,13
S00177410,55.76080115,-4.059755326,124,22,13,15,25,27,22,3,-,-,-,2,-,1,120,22,13,15,23,27,21
S00177411,55.75837741,-4.226501029,186,24,27,22,37,54,25,4,-,1,-,-,1,2,182,24,26,22,37,54,23
S00177412,55.75825194,-4.219528747,215,65,14,19,80,26,8,-,-,-,-,-,-,-,215,65,14,19,80,26,8
S00177413,55.76101262,-4.035746448,77,11,5,10,5,19,27,1,-,-,-,-,1,-,76,11,5,10,5,18,27
S00177414,55.76064447,-4.066409514,78,5,15,8,11,15,23,3,1,-,1,-,-,1,75,4,15,6,11,15,22
S00177415,55.75969937,-4.162565405,123,16,16,14,22,31,21,8,4,1,-,-,1,-,111,12,15,14,21,29,20
S00177416,55.76046481,-4.078656975,107,18,11,30,26,18,4,4,-,1,-,1,-,-,105,18,10,30,25,18,4
S00177417,55.75849452,-4.199045549,61,3,7,10,9,17,12,2,-,1,1,-,-,-,56,3,6,11,9,17,12
S00177418,55.75688699,-4.225921995,239,44,28,17,53,67,33,3,-,-,-,1,1,1,236,44,28,17,49,66,32
S00177419,55.7585717,-4.189693978,81,9,9,8,19,21,19,-,-,-,-,-,-,-,80,9,9,8,19,21,18
S00177420,55.75800517,-4.203783557,141,12,10,27,29,42,24,-,-,-,-,-,-,-,141,12,10,27,29,42,24
S00177421,55.75831903,-4.205825452,90,13,8,16,17,26,10,1,-,-,1,-,-,-,89,13,8,13,17,26,10
S00177422,55.76474001,-3.689073531,151,17,10,13,26,39,45,6,1,-,2,-,2,1,145,12,10,11,26,39,42
S00177423,55.75607421,-4.229111019,199,34,20,15,35,59,38,2,-,-,2,-,1,-,197,34,20,13,35,58,38
S00177424,55.76061873,-4.065802474,152,31,5,23,31,32,30,3,-,-,2,1,-,1,149,31,5,25,30,32,26
S00177425,55.75823728,-3.664457158,112,18,5,8,23,29,23,2,-,1,-,-,1,-,111,18,4,8,23,30,23
S00177426,55.76098357,-4.045611134,88,14,23,11,23,13,4,-,-,-,-,-,-,-,88,14,23,11,23,13,4
S00177427,55.75692219,-4.240300084,190,49,20,11,46,53,12,1,1,-,-,-,-,-,190,48,20,11,46,53,12
S00177428,55.75865658,-4.180374698,73,4,6,10,21,20,16,-,-,-,-,-,-,-,73,4,6,10,21,20,16
S00177429,55.75888892,-4.158567777,98,19,7,13,21,15,23,3,1,-,-,1,-,-,96,14,7,13,20,15,23
S00177430,55.75860766,-4.200757345,83,3,6,15,10,35,13,1,-,-,-,1,-,-,86,3,6,15,9,35,13
S00177431,55.75868536,-4.162987415,118,19,12,5,17,31,34,-,-,-,-,-,-,-,118,19,12,5,17,31,34
S00177432,55.76012783,-4.073602407,106,15,11,5,21,31,23,1,-,-,1,-,-,-,105,15,11,4,21,31,23
S00177433,55.76534021,-3.689864587,83,9,10,16,13,18,17,-,-,-,-,-,-,-,83,9,10,16,13,18,17
S00177434,55.7572489,-4.218834227,127,9,14,18,10,38,41,3,2,-,-,-,2,-,124,8,14,18,10,36,41
S00177435,55.75902149,-4.156136503,96,11,16,18,17,25,9,2,-,1,-,-,-,-,94,11,16,17,17,25,9
S00177436,55.75976979,-4.037530528,131,18,9,7,20,40,37,-,-,-,-,-,-,-,131,18,9,7,20,40,37
S00177437,55.76015449,-4.057585443,117,20,14,15,31,21,20,1,-,1,-,-,-,-,117,20,9,15,31,21,20
S00177438,55.75634904,-4.211419892,178,23,8,6,19,26,100,1,1,-,-,-,-,-,180,19,8,6,19,26,100
S00177439,55.75844803,-4.196620281,93,11,5,14,23,15,26,-,-,-,-,-,-,-,93,11,5,14,23,15,26
S00177440,55.75977114,-4.056863954,100,13,12,10,22,26,17,-,-,-,-,-,-,-,100,13,12,10,22,26,17
S00177441,55.75786688,-4.199966508,84,11,11,13,18,23,8,-,-,-,-,-,-,-,84,11,11,13,18,23,8
S00177442,55.75763842,-4.188605679,79,6,5,3,11,11,41,-,-,-,-,-,-,-,79,6,5,3,11,11,41
S00177443,55.75784342,-4.18769275,99,10,7,13,15,33,25,-,-,-,-,-,-,-,99,10,7,13,15,33,25
S00177444,55.75779991,-4.184582368,77,8,5,12,10,18,21,-,-,-,-,-,-,-,75,8,5,12,12,18,21
S00177445,55.75839528,-4.182942133,143,23,8,22,19,36,36,1,-,-,1,-,-,-,142,23,8,21,19,36,36
S00177446,55.75713578,-4.234494924,133,35,12,13,33,31,9,1,-,1,-,-,-,-,132,35,12,13,33,31,9
S00177447,55.76020181,-4.061731993,94,13,9,16,18,17,23,-,-,-,-,-,-,-,94,13,9,16,18,17,23
S00177448,55.75809762,-4.19309414,71,8,5,12,7,28,12,3,-,-,2,2,-,-,70,8,5,11,4,28,12
S00177449,55.75857009,-4.178664453,66,9,10,8,18,9,12,4,-,2,-,-,1,-,66,9,9,8,18,8,10
S00177450,55.7561122,-4.230483826,76,1,4,14,8,21,25,-,-,-,-,-,-,-,76,1,4,14,8,21,25
S00177451,55.75821053,-4.159837222,182,29,16,17,35,41,41,2,-,-,-,-,2,-,181,29,16,17,35,40,41
S00177452,55.75999883,-4.052923176,105,13,14,7,24,14,33,-,-,-,-,-,-,-,105,13,14,7,24,14,33
S00177453,55.75899967,-4.036820955,167,13,16,20,27,31,61,-,-,-,-,-,-,-,167,13,16,20,27,31,61
S00177454,55.76509153,-3.685725512,131,14,17,18,19,32,35,1,-,-,1,-,-,-,130,14,17,13,19,32,35
S00177455,55.75812149,-4.157744394,109,17,7,9,25,27,25,4,1,-,1,2,-,-,106,13,7,8,23,27,25
S00177456,55.75829291,-4.175541015,97,25,6,14,26,21,9,1,-,1,-,-,-,-,96,25,2,14,26,21,9
S00177457,55.75799114,-4.197040858,91,18,9,15,13,20,18,2,2,-,-,-,-,-,92,17,9,15,13,20,18
S00177458,55.75770102,-4.193661584,113,8,14,18,13,38,28,1,-,-,-,-,-,2,111,8,14,15,13,38,28
S00177459,55.75665784,-4.161249504,140,28,6,5,29,27,41,1,1,-,-,-,-,-,139,27,6,5,29,27,41
S00177460,55.75743434,-4.205042337,159,25,21,20,32,24,32,2,-,-,2,-,-,1,157,25,21,19,32,24,31
S00177461,55.75837,-4.156387428,116,14,14,29,13,34,11,2,1,1,-,-,-,-,114,16,16,29,13,34,11
S00177462,55.757944,-4.173927761,115,10,14,12,27,31,23,3,1,-,-,-,-,2,112,8,14,12,27,31,21
S00177463,55.75912328,-4.081454478,115,28,19,25,20,21,-,2,1,-,1,-,-,-,114,27,19,26,20,21,-
S00177464,55.76498488,-3.692176366,116,21,17,8,17,27,27,1,-,-,-,-,1,-,117,21,17,8,17,26,27
S00177465,55.75753039,-4.18558733,71,16,6,17,15,16,14,-,-,-,-,-,-,-,71,16,6,17,15,16,14
S00177466,55.75599727,-4.232357903,94,8,6,11,15,24,29,1,-,-,-,1,-,1,92,8,6,11,14,24,28
S00177467,55.75810416,-4.1775706,100,-,5,18,14,24,36,2,-,-,-,-,2,2,98,-,5,18,14,26,35
S00177468,55.75940794,-4.062981097,149,24,24,17,24,19,42,2,-,1,-,1,-,-,150,24,23,17,23,19,42
S00177469,55.7564128,-4.23915522,232,66,22,13,63,48,15,1,-,-,-,-,1,-,231,66,22,13,63,50,15
S00177470,55.75790425,-4.172618619,87,1,6,3,10,33,30,2,-,1,-,-,-,-,84,1,5,3,10,33,31
S00177471,55.75689769,-4.20389639,82,4,6,10,8,14,42,-,-,-,-,-,-,-,82,4,6,10,8,14,42
S00177472,55.7567679,-4.21710155,128,12,3,10,11,20,72,-,-,-,-,-,-,-,128,12,3,10,11,20,72
S00177473,55.75430909,-4.168052012,132,15,11,7,42,46,12,-,-,-,-,-,-,-,132,15,11,7,42,46,12
S00177474,55.7594659,-4.047699263,155,12,10,20,17,36,62,-,-,-,-,-,-,-,155,12,10,20,17,36,62
S00177475,55.76494931,-3.694757007,73,12,8,8,12,18,15,2,-,-,1,-,1,-,71,12,8,7,12,17,15
S00177476,55.75663597,-4.200949073,92,2,9,18,13,33,19,6,-,-,-,-,3,1,86,2,9,15,12,33,18
S00177477,55.756927,-4.198750107,84,11,15,-,17,27,12,1,-,-,-,1,-,-,83,11,15,-,16,27,12
S00177478,55.7594386,-4.045562096,62,7,10,6,14,6,19,2,-,-,1,1,-,-,60,7,10,5,15,6,19
S00177479,55.75714061,-4.19031502,113,11,19,14,17,34,22,2,-,-,-,-,2,1,111,11,19,14,17,29,20
S00177480,55.75895483,-4.056773153,131,31,9,10,31,26,24,4,4,1,-,1,-,-,127,29,8,10,30,26,24
S00177481,55.7571366,-4.175875059,90,9,20,18,16,25,5,4,-,-,3,2,-,-,89,9,20,16,14,25,5
S00177482,55.75717804,-4.155684112,112,21,7,20,29,15,18,-,-,-,-,-,-,-,111,22,7,20,29,15,18
S00177483,55.76300428,-3.696346164,96,9,15,8,16,26,23,1,-,-,1,-,-,-,95,9,15,7,16,26,23
S00177484,55.75724549,-4.196520777,60,4,4,15,13,18,5,-,-,-,-,-,-,-,60,4,4,15,13,18,5
S00177485,55.75683255,-4.174774355,113,7,6,21,18,35,26,2,-,-,1,-,-,1,111,7,6,16,18,35,26
S00177486,55.76406211,-3.699133625,114,23,6,9,23,18,40,1,-,-,-,1,-,-,113,23,6,9,19,18,40
S00177487,55.75865235,-4.060343286,91,18,11,18,18,15,10,-,-,-,-,-,-,-,91,18,11,18,18,15,10
S00177488,55.76459635,-3.696239981,127,33,11,22,21,25,18,1,-,1,-,-,-,-,125,33,10,22,21,25,18
S00177489,55.75855964,-4.055684497,118,16,22,16,19,30,18,-,-,-,-,-,-,-,118,16,22,16,19,30,18
S00177490,55.75562165,-4.233738934,106,7,6,7,16,33,37,3,-,-,-,-,2,2,103,7,6,7,16,32,35
S00177491,55.75820313,-4.049051531,129,16,16,15,17,41,28,-,-,-,-,-,-,-,128,16,16,15,16,41,28
S00177492,55.75858145,-4.043604652,86,8,8,14,13,21,20,5,-,-,-,-,-,1,83,6,8,14,13,21,15
S00177493,55.75901287,-4.039276113,106,15,12,9,22,22,18,1,-,-,-,-,1,-,102,15,12,9,22,21,18
S00177494,55.75651372,-4.184637936,150,24,25,24,24,36,16,-,-,-,1,-,-,-,148,24,27,23,24,36,16
S00177495,55.75803049,-4.062589591,122,23,16,20,27,20,11,-,-,-,-,-,-,-,122,23,16,20,27,20,11
S00177496,55.75513714,-4.196816589,63,11,3,6,12,16,14,-,-,-,-,-,-,-,63,11,3,6,12,16,14
S00177497,55.75721211,-4.153741578,127,25,9,11,26,34,22,-,-,-,-,-,-,-,127,25,9,11,26,34,22
S00177498,55.76399986,-3.699736599,92,16,11,6,21,17,19,3,1,-,-,-,-,-,93,15,11,6,21,17,18
S00177499,55.75529635,-4.238278416,116,23,17,16,21,25,18,-,-,-,-,-,-,-,116,23,17,16,21,25,18
S00177500,55.75845876,-4.065449168,58,6,4,8,14,15,13,-,-,-,-,-,-,-,58,6,4,8,14,15,13
S00177501,55.75585343,-4.19998061,114,21,11,10,19,25,23,1,-,-,-,-,-,1,113,21,11,10,19,25,22
S00177502,55.75605136,-4.196453629,119,21,7,15,22,35,19,7,1,-,1,-,2,-,112,19,7,14,22,33,17
S00177503,55.75834518,-4.04105817,108,28,6,24,22,14,17,5,3,-,1,1,-,-,106,25,6,23,21,14,17
S00177504,55.75696575,-4.178415591,112,18,12,10,22,31,12,3,-,-,2,1,-,-,109,18,12,10,24,31,12
S00177505,55.75444934,-4.241847589,147,25,13,38,36,28,7,4,-,-,-,3,-,-,143,24,13,38,33,28,7
S00177506,55.75540859,-4.216227531,123,13,10,4,15,26,52,-,-,-,-,-,-,-,123,13,10,4,15,26,52
S00177507,55.75656276,-4.152845147,88,11,14,13,22,17,11,2,2,-,-,-,-,-,90,13,14,13,22,17,11
S00177508,55.75623001,-4.172764559,99,9,16,23,15,19,15,2,-,1,-,1,-,-,97,9,15,23,16,19,15
S00177509,55.75644199,-4.19018022,91,15,6,7,26,17,20,1,-,-,-,-,1,-,90,15,6,7,26,12,20
S00177510,55.76430668,-3.693135207,89,17,14,16,8,21,13,-,-,-,-,-,-,2,87,17,13,16,8,21,12
S00177511,55.75830707,-4.052515503,168,26,16,22,29,35,36,1,-,-,1,-,-,-,167,26,16,24,29,35,36
S00177512,55.75659351,-4.177613886,160,28,14,23,39,37,22,3,1,-,-,1,1,-,157,27,14,23,36,36,22
S00177513,55.75655274,-4.157514298,65,8,6,2,6,19,20,-,-,-,-,-,-,-,65,8,6,2,6,19,20
S00177514,55.75764408,-4.066330474,127,21,13,15,39,37,2,-,-,-,-,-,-,-,127,21,13,15,39,37,2
S00177515,55.75546806,-4.190364672,95,12,14,12,17,26,13,1,-,-,-,-,1,-,101,12,14,12,17,25,13
S00177516,55.75529757,-4.219886808,66,6,8,6,9,15,22,3,-,-,-,-,-,1,63,6,8,6,9,14,20
S00177517,55.7540413,-4.20830908,77,6,4,10,6,22,30,2,-,-,-,-,-,2,75,6,4,10,6,22,32
S00177518,55.75762206,-4.074569085,79,15,11,11,23,16,1,2,2,-,-,1,-,-,76,13,11,11,24,16,1
S00177519,55.75564674,-4.205993294,132,12,19,26,19,33,22,-,-,-,-,-,-,-,132,12,19,26,19,33,22
S00177520,55.75517086,-4.203464282,101,15,15,1,28,28,15,-,-,-,-,-,-,-,101,15,15,1,28,28,15
S00177521,55.75832917,-4.044723041,123,13,18,8,23,25,31,7,2,-,-,3,-,1,116,15,17,8,21,25,27
