OA_Code,Latitude,Longitude,All people,Born in the UK,Arrived before 1941,Arrived 1941 - 1950,Arrived 1951 - 1960,Arrived 1961 - 1970,Arrived 1971 - 1980,Arrived 1981 - 1990,Arrived 1991 - 2000,Arrived 2001 - 2010,Arrived 2011 - 2013,Arrived 2014 - 2016,Arrived 2017 - 2019,Arrived 2020 - 2022
S00143492,55.94186534,-3.286147489,139,110,-,1,-,2,-,2,3,9,2,-,7,5
S00143493,55.94298131,-3.218808949,116,70,-,-,-,-,-,-,1,9,3,4,15,11
S00143494,55.94282663,-3.224440019,123,86,-,-,-,-,-,-,-,5,4,8,12,8
S00143495,55.94248693,-3.259909826,78,59,-,-,1,-,1,-,2,4,-,1,8,3
S00143496,55.94292198,-3.216629563,78,57,-,-,-,-,-,-,-,4,5,2,5,5
S00143497,55.942663,-3.22100848,111,62,-,-,-,-,-,-,5,3,4,9,12,10
S00143498,55.94202611,-3.251345037,94,85,-,-,-,-,1,-,1,2,-,1,4,-
S00143499,55.9430521,-3.123464795,106,98,-,-,1,2,2,-,2,-,-,-,-,-
S00143500,55.9422252,-3.29040235,96,89,-,-,-,2,-,-,2,2,1,-,-,-
S00143501,55.94293682,-3.198617454,134,91,-,-,-,2,1,1,2,10,2,7,11,8
S00143502,55.94316007,-3.183894016,105,61,-,-,2,-,1,-,1,4,1,4,18,11
S00143503,55.94290528,-3.220135489,63,39,-,-,-,-,-,-,2,6,1,2,6,8
S00143504,55.94359241,-3.180977124,91,54,-,-,-,-,1,-,3,5,-,3,11,17
S00143505,55.94347,-3.19645638,102,61,-,-,-,-,-,-,5,15,6,7,6,5
S00143506,55.94319604,-3.203364798,71,28,-,-,-,-,-,-,-,6,3,5,16,9
S00143507,55.94265841,-3.186536537,604,252,-,-,-,1,-,2,5,23,4,5,22,291
S00143508,55.94351081,-3.125383415,116,113,-,-,1,-,-,-,-,1,-,-,-,-
S00143509,55.94158915,-3.296209133,103,79,1,-,-,5,2,1,1,-,-,2,2,8
S00143510,55.94301798,-3.219642686,79,65,-,-,-,-,-,-,1,3,-,3,1,5
S00143511,55.94321222,-3.202628781,80,57,-,-,-,2,-,-,1,3,2,6,7,1
S00143512,55.94287799,-3.176760472,103,73,-,-,-,3,-,2,-,6,2,1,11,6
S00143513,55.94352159,-3.110333173,114,96,-,-,-,2,-,-,1,1,3,7,6,3
S00143514,55.94344127,-3.192932995,101,38,-,-,-,-,1,1,2,6,6,-,21,24
S00143515,55.94239246,-3.280400958,83,66,-,-,-,-,2,-,-,1,1,3,5,4
S00143516,55.94299049,-3.217880587,83,47,-,-,-,-,-,2,-,1,2,6,8,13
S00143517,55.94266577,-3.206134276,98,53,-,-,-,-,-,-,2,6,5,10,14,2
S00143518,55.94330002,-3.193601126,98,39,-,-,-,-,-,-,-,11,7,7,8,28
S00143519,55.94313084,-3.099802735,141,133,-,-,-,1,1,1,1,-,2,-,1,-
S00143520,55.94182336,-3.283280147,109,101,-,-,-,-,-,-,2,-,2,3,-,4
S00143521,55.94297027,-3.223547924,75,35,-,-,-,-,-,-,1,4,4,5,10,11
S00143522,55.94326826,-3.182920631,85,39,-,-,-,-,-,1,2,3,5,10,13,11
S00143523,55.94324595,-3.194544128,68,33,-,-,-,-,2,-,-,6,2,1,9,14
S00143524,55.94319845,-3.200354754,126,84,-,-,-,-,-,1,4,9,6,-,4,17
S00143525,55.94322084,-3.195279873,61,24,-,-,-,-,-,-,-,3,-,6,19,12
S00143526,55.94317885,-3.195903018,102,34,-,-,-,-,-,-,-,2,10,9,19,24
S00143527,55.94267949,-3.223874987,101,72,-,-,-,-,1,-,2,2,5,4,-,14
S00143528,55.94276841,-3.19653081,98,22,-,-,-,-,-,-,3,-,4,13,16,35
S00143529,55.94311781,-3.196637653,62,20,-,-,-,-,-,-,2,3,1,5,19,12
S00143530,55.94172805,-3.287247687,72,62,-,-,-,-,1,-,-,4,-,2,-,4
S00143531,55.94270798,-3.197201411,414,206,-,-,-,2,-,-,2,15,2,6,33,140
S00143532,55.94233478,-3.226009583,132,98,-,-,-,1,2,1,6,19,-,1,8,4
S00143533,55.9421366,-3.278215017,106,87,-,-,-,3,4,4,-,7,-,2,-,-
S00143534,55.94150906,-3.311416724,164,127,-,-,-,1,1,2,-,12,8,5,3,4
S00143535,55.94307484,-3.114034947,107,100,-,-,-,-,-,-,-,-,-,1,6,-
S00143536,55.94167899,-3.259835558,155,137,-,-,3,1,-,-,-,4,1,2,7,5
S00143537,55.94288381,-3.20497224,81,57,-,-,-,-,-,-,3,7,2,4,4,6
S00143538,55.94267137,-3.202804149,98,63,-,-,-,2,-,2,1,5,1,5,5,14
S00143539,55.9406195,-3.270255915,163,141,-,-,1,2,-,-,-,5,-,2,2,6
S00143540,55.94263935,-3.20240288,107,77,-,-,-,1,-,-,-,4,1,4,11,8
S00143541,55.943559,-3.128955325,100,84,1,-,2,2,2,-,3,2,-,1,-,3
S00143542,55.94268029,-3.219263814,101,74,-,1,1,-,-,-,2,6,-,1,7,10
S00143543,55.94273818,-3.217952722,88,50,-,-,-,1,2,-,2,8,3,3,12,10
S00143544,55.94321408,-3.106561768,147,123,1,2,-,-,1,2,1,11,-,3,-,-
S00143545,55.9428946,-3.200185242,133,86,-,-,-,-,-,-,-,8,7,6,15,11
S00143546,55.94363476,-3.095686122,86,73,-,-,-,-,-,-,-,9,1,1,2,1
S00143547,55.94260945,-3.222784024,107,80,-,-,1,-,-,-,3,6,6,4,6,2
S00143548,55.94303466,-3.195946607,104,19,-,-,-,-,2,-,1,-,5,8,31,38
S00143549,55.94263862,-3.217117021,111,62,-,-,-,-,-,1,3,9,2,2,10,22
S00143550,55.94285858,-3.180666587,106,76,-,-,-,3,-,-,3,4,-,4,6,7
S00143551,55.94040333,-3.279855008,159,148,-,-,-,1,-,-,1,5,1,2,-,-
S00143552,55.9425913,-3.200880344,105,71,-,-,-,-,-,-,-,8,2,6,8,8
S00143553,55.94259451,-3.203314119,124,69,-,-,-,1,-,-,2,8,5,6,18,16
S00143554,55.94270314,-3.178132116,124,68,-,-,-,1,-,-,4,9,6,4,17,17
S00143555,55.94148332,-3.268394931,106,95,-,-,-,2,1,1,1,-,1,2,-,2
S00143556,55.94230665,-3.225224157,72,36,-,-,-,-,1,-,-,6,17,-,6,7
S00143557,55.94207399,-3.224224136,114,72,-,-,-,-,2,-,1,11,1,6,9,12
S00143558,55.94259755,-3.181651324,140,83,-,-,-,-,-,1,5,5,2,7,20,17
S00143559,55.94242426,-3.207855952,56,29,-,-,-,-,-,-,3,2,1,3,12,6
S00143560,55.94246073,-3.182799944,110,57,-,-,-,-,-,-,-,5,2,4,24,19
S00143561,55.94216545,-3.147519222,148,121,-,1,-,1,-,-,2,6,3,3,3,7
S00143562,55.9415415,-3.274945228,95,80,-,-,1,2,-,1,-,1,-,-,7,3
S00143563,55.94170482,-3.223395942,120,65,-,-,-,-,-,2,2,4,5,10,21,12
S00143564,55.94255777,-3.205234301,134,83,-,-,-,-,-,-,3,13,8,6,11,12
S00143565,55.94257293,-3.123787147,118,101,-,-,1,-,5,3,-,3,1,2,-,3
S00143566,55.94249302,-3.199900632,144,107,-,-,-,-,3,-,4,4,7,1,10,10
S00143567,55.94246454,-3.219273045,76,49,-,-,-,-,-,-,1,1,4,-,5,15
S00143568,55.9412942,-3.290067184,85,80,-,-,-,-,-,2,-,-,-,1,-,-
S00143569,55.94153951,-3.254131216,81,56,-,-,-,2,-,-,2,5,2,2,6,8
S00143570,55.94233749,-3.179722099,111,66,-,-,-,-,-,-,2,3,3,7,12,22
S00143571,55.94200535,-3.226607584,98,69,-,-,-,-,-,-,1,7,1,3,11,3
S00143572,55.94155601,-3.105089554,118,108,-,-,-,-,1,-,-,1,1,6,-,1
S00143573,55.94225219,-3.183930356,165,90,-,-,-,1,-,-,2,-,4,3,20,48
S00143574,55.94139853,-3.249435541,123,106,-,-,-,-,3,1,6,3,-,-,3,-
S00143575,55.94271763,-3.177556159,218,130,-,-,-,1,-,1,3,21,2,5,13,39
S00143576,55.94239304,-3.207374651,326,126,-,-,-,2,-,-,-,13,2,3,29,153
S00143577,55.94141616,-3.277502822,83,67,-,-,-,1,1,-,1,3,3,2,4,1
S00143578,55.9412178,-3.25836362,68,49,-,-,-,-,1,-,-,5,-,2,-,6
S00143579,55.9420246,-3.221052433,268,174,-,-,-,-,1,1,2,12,6,7,11,56
S00143580,55.94144932,-3.203726898,92,65,-,-,-,-,-,-,4,3,-,-,5,18
S00143581,55.94240837,-3.180764963,166,104,-,-,-,-,1,-,3,7,2,10,14,29
S00143582,55.9421139,-3.201922282,116,73,-,-,-,1,-,-,5,6,6,-,6,15
S00143583,55.94237508,-3.20462021,74,36,-,-,-,-,-,2,-,7,5,8,4,12
S00143584,55.94172162,-3.219890127,80,53,-,-,-,-,-,-,4,4,-,5,10,9
S00143585,55.94219454,-3.205623289,96,48,-,-,-,1,-,-,-,5,5,6,10,23
S00143586,55.94216135,-3.219039365,77,38,-,-,-,-,-,-,1,4,-,9,15,9
S00143587,55.94195585,-3.218920833,119,86,-,-,-,-,1,-,6,8,1,6,8,3
S00143588,55.94075739,-3.28812808,83,69,-,-,-,-,2,-,3,-,1,-,3,3
S00143589,55.94284229,-3.108936792,127,102,-,-,1,-,1,-,-,5,2,5,2,6
S00143590,55.94204812,-3.201295823,133,88,-,-,-,-,3,-,3,14,7,3,8,12
S00143591,55.9419063,-3.117059411,184,168,-,-,-,1,-,3,2,2,2,1,-,6
S00143592,55.94124636,-3.254682111,105,90,-,-,1,-,-,-,1,5,2,3,-,1
S00143593,55.94180044,-3.225528386,122,66,-,-,-,1,-,-,1,6,10,7,19,11
S00143594,55.94184544,-3.224617194,110,77,-,-,-,-,1,2,1,8,-,5,8,9
S00143595,55.94058613,-3.267388971,207,177,-,-,2,-,1,-,3,11,4,9,3,-
S00143596,55.94210546,-3.176737041,89,62,-,-,1,-,1,2,2,2,2,1,11,2
S00143597,55.94210763,-3.207157629,84,28,-,-,-,-,-,-,1,-,3,9,10,32
S00143598,55.94053221,-3.283013299,116,87,-,-,-,-,-,-,2,2,1,-,5,17
S00143599,55.94265142,-3.111172856,117,89,-,-,-,-,2,-,1,3,2,10,5,2
S00143600,55.94101462,-3.278098002,66,58,-,-,1,2,-,1,-,1,-,1,-,1
S00143601,55.94230214,-3.113036106,142,119,-,-,-,1,1,1,1,9,3,6,6,-
S00143602,55.94195327,-3.17479513,70,37,-,-,-,2,-,-,-,2,10,1,11,5
S00143603,55.93546104,-3.260706246,92,61,-,-,-,-,-,1,2,3,4,6,9,8
S00143604,55.94153654,-3.18453293,87,48,-,-,-,-,-,-,-,2,6,2,10,22
S00143605,55.94070857,-3.256313788,102,81,-,-,-,-,3,-,2,11,1,-,3,1
S00143606,55.94102416,-3.274575996,85,76,-,-,-,-,-,-,-,-,3,1,3,-
S00143607,55.94185558,-3.182189101,128,74,-,-,-,-,-,-,2,5,2,2,19,20
S00143608,55.94088424,-3.286307093,64,39,-,-,-,-,-,2,-,2,3,2,7,5
S00143609,55.94072255,-3.298293564,67,38,-,-,-,-,1,-,-,1,-,-,13,8
S00143610,55.9420589,-3.203873896,127,90,-,-,-,2,-,1,1,6,3,4,8,13
S00143611,55.9400122,-3.307683786,89,79,-,-,-,1,-,1,1,-,3,-,1,2
S00143612,55.94200532,-3.120008213,114,108,-,-,-,1,1,1,3,-,-,-,-,1
S00143613,55.94167983,-3.203125645,134,81,-,-,-,-,2,-,4,7,3,12,13,7
S00143614,55.9419927,-3.181008485,125,71,-,-,-,4,1,1,-,8,1,4,18,22
S00143615,55.94191444,-3.20761593,85,56,-,-,-,1,2,4,-,4,-,2,3,17
S00143616,55.94112418,-3.209400512,83,68,-,-,1,-,1,-,1,3,-,-,4,4
S00143617,55.94201579,-3.1795362,145,81,-,-,-,-,-,1,4,6,8,5,26,17
S00143618,55.94212046,-3.174223805,108,68,-,-,-,-,3,1,-,5,1,5,9,15
S00143619,55.93828602,-3.126832792,64,59,-,-,-,-,-,1,1,5,-,-,-,-
S00143620,55.94008809,-3.308999182,79,63,-,-,1,-,2,-,-,1,-,-,4,9
S00143621,55.93798471,-3.241369038,99,50,-,-,-,1,1,-,3,7,6,14,12,10
S00143622,55.9415586,-3.183172706,107,54,-,-,-,-,-,-,-,6,2,12,20,13
S00143623,55.9414859,-3.223725262,67,37,-,-,-,-,-,-,-,7,-,12,4,9
S00143624,55.94129329,-3.22411945,110,70,-,-,-,-,-,-,-,4,4,8,15,9
S00143625,55.94145654,-3.205744452,156,110,-,-,-,3,-,1,6,7,8,2,8,9
S00143626,55.94224087,-3.114843557,96,84,-,-,-,-,-,-,1,6,1,4,-,1
S00143627,55.94037244,-3.254910015,83,54,-,-,-,3,2,-,-,7,1,8,5,5
S00143628,55.94127493,-3.120291325,90,82,-,2,1,1,-,-,1,2,1,-,-,-
S00143629,55.94073699,-3.257931756,74,57,-,-,-,-,-,-,-,3,-,5,4,6
S00143630,55.94158663,-3.175552535,97,54,-,-,-,-,-,-,2,3,-,6,11,21
S00143631,55.94180668,-3.107194069,122,111,-,-,-,-,1,2,1,5,2,-,4,-
S00143632,55.94015951,-3.251108727,86,76,-,-,-,-,-,-,-,-,3,4,1,2
S00143633,55.94172644,-3.180664157,84,48,-,-,1,-,-,-,-,4,2,6,12,7
S00143634,55.94176055,-3.178039452,105,65,-,-,-,-,3,-,2,3,2,3,21,6
S00143635,55.94174853,-3.172707551,101,61,-,-,-,2,-,-,2,5,-,6,4,17
S00143636,55.94236522,-3.124885874,155,137,-,-,-,3,1,5,2,4,-,3,-,-
S00143637,55.94144417,-3.202413873,104,59,-,-,-,1,-,-,4,5,6,6,19,5
S00143638,55.94007421,-3.171136005,2299,1041,-,-,-,-,3,2,1,79,13,31,134,997
S00143639,55.94219068,-3.111447853,93,72,-,-,-,-,-,2,1,-,2,12,3,-
S00143640,55.94125449,-3.180217514,190,133,-,-,-,1,-,-,2,10,4,3,15,21
S00143641,55.93982376,-3.282877803,122,103,-,-,-,-,1,-,-,2,3,-,-,11
S00143642,55.94113516,-3.176723624,713,324,-,-,-,-,-,-,4,26,5,13,65,276
S00143643,55.9382218,-3.411285521,161,142,-,1,-,-,-,-,-,10,3,2,1,-
S00143644,55.94008071,-3.297807792,107,72,-,-,-,-,2,-,-,10,1,10,6,7
S00143645,55.94051169,-3.275471751,99,81,-,-,-,-,1,5,1,2,1,2,1,1
S00143646,55.94107054,-3.18253342,198,127,-,-,-,-,4,-,1,10,8,7,23,20
S00143647,55.94111113,-3.179236521,333,134,-,-,-,-,1,-,1,11,2,4,26,154
S00143648,55.94133092,-3.108141111,157,132,-,-,-,-,-,2,-,12,1,-,10,1
S00143649,55.9415454,-3.182675977,117,64,-,-,-,-,1,2,3,5,5,5,15,18
S00143650,55.94077195,-3.22594419,131,84,-,-,-,1,-,2,1,4,7,7,11,13
S00143651,55.94137402,-3.183679413,88,61,-,-,-,-,-,-,4,6,4,3,4,8
S00143652,55.94051027,-3.225151421,142,89,-,-,-,-,-,1,6,6,1,4,11,19
S00143653,55.94057008,-3.230868968,81,52,-,-,-,-,1,-,-,-,3,12,12,1
S00143654,55.93733224,-3.306200682,109,85,1,-,-,-,1,-,-,3,-,2,8,7
S00143655,55.93783266,-3.233247542,93,53,-,-,-,-,-,-,-,3,2,3,11,20
S00143656,55.94111571,-3.211177406,104,66,-,-,-,-,-,-,-,13,2,9,3,12
S00143657,55.93797044,-3.236533804,80,57,-,-,-,-,2,-,2,5,1,3,8,8
S00143658,55.94109064,-3.201810532,141,97,-,-,-,4,3,2,1,10,1,6,10,5
S00143659,55.94055274,-3.209030476,118,81,-,-,-,-,1,2,4,12,-,5,7,6
S00143660,55.93802953,-3.244940531,64,52,-,-,-,-,-,-,-,5,4,-,2,2
S00143661,55.93860405,-3.202485958,477,289,-,-,-,-,-,-,6,13,4,10,49,108
S00143662,55.94180448,-3.109435476,80,66,-,-,-,-,-,2,-,6,6,-,-,2
S00143663,55.94015411,-3.248098649,101,81,-,-,-,2,2,-,2,3,1,-,-,8
S00143664,55.93981356,-3.255084059,68,50,-,-,2,-,2,-,1,2,1,4,2,2
S00143665,55.94157063,-3.12825705,101,85,-,-,-,1,2,-,2,2,-,2,4,-
S00143666,55.94137831,-3.11185686,143,124,-,-,-,-,-,-,2,6,6,-,2,1
S00143667,55.93996703,-3.286372747,75,63,-,1,3,2,-,-,1,4,3,-,-,-
S00143668,55.94012427,-3.272096881,149,132,-,-,-,3,1,1,1,3,-,-,6,-
S00143669,55.93950097,-3.26980304,116,99,-,-,1,1,-,-,-,7,-,6,2,-
S00143670,55.9400911,-3.180662426,234,145,1,1,-,-,-,-,-,7,-,4,12,63
S00143671,55.94062992,-3.204822192,131,87,-,-,1,1,1,-,3,10,2,-,12,8
S00143672,55.94028476,-3.227946073,106,65,-,-,-,2,-,-,1,12,-,3,4,13
S00143673,55.93894903,-3.290917777,62,62,-,-,-,-,-,-,-,-,-,-,-,-
S00143674,55.93926054,-3.289487254,109,89,1,-,-,1,1,-,-,8,1,-,5,-
S00143675,55.94037346,-3.179326173,115,84,-,-,-,-,1,-,-,10,-,3,10,10
S00143676,55.93994022,-3.225549681,79,53,-,-,-,-,-,1,7,2,2,3,6,7
S00143677,55.94107756,-3.114313815,177,142,-,2,-,1,2,1,2,14,5,7,1,-
S00143678,55.94082553,-3.175273312,103,77,-,-,-,-,2,-,-,8,4,4,2,5
S00143679,55.93972244,-3.256089739,81,74,-,1,-,-,-,-,-,-,-,-,4,-
S00143680,55.93969441,-3.296946339,112,85,-,-,-,1,-,1,1,4,-,7,4,10
S00143681,55.93816295,-3.389590286,145,128,-,-,1,-,1,1,-,11,1,2,-,-
S00143682,55.94100372,-3.096508391,65,55,-,-,-,3,5,-,-,1,1,-,-,-
S00143683,55.94047186,-3.208115377,113,75,-,-,-,-,-,2,-,11,4,2,10,4
S00143684,55.94030908,-3.217348139,73,52,-,-,1,2,-,-,1,6,4,2,-,6
S00143685,55.93951172,-3.253841536,65,56,-,-,-,-,-,-,-,-,-,-,3,-
S00143686,55.93927601,-3.123707671,107,91,-,-,-,-,-,-,-,7,5,3,-,-
S00143687,55.93866817,-3.283399933,183,167,-,-,-,3,-,3,1,2,-,1,1,1
S00143688,55.92040685,-3.299918521,121,84,-,-,-,-,-,-,-,11,8,-,18,-
S00143689,55.94070073,-3.177991263,75,42,-,-,-,-,-,-,-,2,4,8,11,13
S00143690,55.9389775,-3.308657531,117,104,-,-,-,-,-,-,2,3,2,3,3,1
S00143691,55.93990367,-3.211075533,121,81,-,-,-,1,-,2,5,6,2,3,17,6
S00143692,55.93993673,-3.20953961,148,114,-,-,-,-,2,4,2,5,1,7,7,5
S00143693,55.94034602,-3.206286306,78,49,-,-,-,-,-,-,1,8,4,-,10,5
S00143694,55.93954816,-3.294620003,94,65,-,-,-,-,1,1,-,2,-,5,11,7
S00143695,55.94002707,-3.212232103,97,64,-,-,-,1,2,-,2,4,2,8,11,6
S00143696,55.94007821,-3.226130401,95,56,-,-,2,-,2,-,1,8,1,9,12,6
S00143697,55.94043419,-3.176734385,130,91,-,-,-,1,-,-,2,6,1,9,10,12
S00143698,55.93807782,-3.29173729,127,112,-,-,-,2,-,-,-,8,-,5,4,-
S00143699,55.93273432,-3.384113477,117,104,-,2,-,2,-,-,2,2,1,2,1,4
S00143700,55.93957883,-3.247231621,89,81,-,-,-,1,-,-,-,5,1,-,-,-
S00143701,55.94003057,-3.204547423,79,53,-,-,-,1,-,2,-,12,-,-,10,1
S00143702,55.93946453,-3.181347787,97,57,-,-,-,-,-,-,-,5,1,3,6,21
S00143703,55.93971284,-3.206714898,88,76,-,-,2,2,3,-,1,1,-,-,-,2
S00143704,55.93998026,-3.214247897,133,96,-,-,-,-,1,2,4,7,4,4,9,6
S00143705,55.93979485,-3.217556144,115,83,-,-,-,-,-,1,3,10,2,2,8,5
S00143706,55.93873691,-3.253160108,99,86,-,-,2,1,1,1,1,1,3,-,-,2
S00143707,55.94007752,-3.207094469,78,50,-,-,-,-,-,2,1,7,-,-,13,3
S00143708,55.93928533,-3.279353847,109,100,-,-,-,1,-,-,-,2,1,-,1,5
S00143709,55.93922368,-3.193283617,146,102,-,-,-,3,2,2,1,6,2,5,8,15
S00143710,55.94025412,-3.098952723,151,145,-,-,-,-,1,-,-,-,-,1,-,-
S00143711,55.93933099,-3.213571182,154,116,-,-,1,3,-,-,2,9,6,-,8,5
S00143712,55.93991716,-3.216999634,104,62,-,-,-,-,-,-,1,8,2,4,13,11
S00143713,55.93923087,-3.184158362,154,116,-,-,-,-,1,-,1,9,4,3,15,9
S00143714,55.9397652,-3.227785541,71,41,-,-,-,1,1,-,-,3,2,7,8,8
S00143715,55.94085772,-3.111793912,111,92,-,-,-,1,-,-,1,4,2,7,4,-
S00143716,55.93986149,-3.218086563,122,74,-,-,-,-,2,4,1,2,11,7,6,13
S00143717,55.93952953,-3.227089662,105,60,-,-,-,-,1,-,2,3,2,13,11,13
S00143718,55.93936131,-3.178991227,229,130,-,-,2,1,4,1,2,11,4,8,23,43
S00143719,55.9396974,-3.177672627,129,89,-,-,-,-,-,-,2,4,2,3,12,12
S00143720,55.93977492,-3.177082617,155,91,-,-,-,-,1,1,3,5,5,9,13,28
S00143721,55.93831076,-3.294370596,61,57,-,1,-,-,3,-,-,-,-,-,-,-
S00143722,55.93968698,-3.219377883,105,69,-,-,-,-,1,-,4,13,3,4,8,7
S00143723,55.939281,-3.273702236,97,85,-,-,-,-,1,-,-,-,1,-,1,4
S00143724,55.93961339,-3.214092328,90,70,-,-,-,-,1,-,-,2,-,9,2,4
S00143725,55.93973744,-3.218819123,83,53,-,-,-,-,-,-,4,1,4,6,7,6
S00143726,55.93866286,-3.277860443,104,88,1,-,-,-,-,2,2,3,-,-,6,6
S00143727,55.93958948,-3.226483184,118,86,-,-,-,-,-,-,1,8,1,4,6,11
S00143728,55.93679364,-3.390693905,133,125,-,-,-,1,-,-,1,3,2,4,-,-
S00143729,55.93849608,-3.26965809,97,77,-,-,-,-,-,-,2,3,3,6,9,-
S00143730,55.93912963,-3.20754527,161,110,-,-,1,3,4,3,5,8,6,8,6,8
S00143731,55.93946824,-3.118382054,98,83,-,-,-,1,-,-,-,7,-,-,7,-
S00143732,55.93953844,-3.220766068,107,75,-,-,-,2,2,1,2,6,4,1,8,5
S00143733,55.93954692,-3.192381002,126,76,-,1,2,2,-,-,1,3,9,3,9,20
S00143734,55.93956418,-3.219982397,116,77,-,-,-,2,1,1,1,5,3,13,6,8
S00143735,55.93865854,-3.174487258,84,51,-,-,-,-,1,-,1,6,4,4,7,11
S00143736,55.93941552,-3.204960592,88,63,-,-,-,1,2,1,2,5,1,3,4,7
S00143737,55.93938974,-3.215814381,100,57,-,-,-,-,-,-,1,11,2,11,3,15
S00143738,55.94023038,-3.121525947,78,71,-,-,-,-,-,-,2,3,1,-,-,1
S00143739,55.93739083,-3.282669298,127,117,-,2,1,4,-,1,1,-,2,-,-,-
S00143740,55.93945264,-3.211253573,94,62,-,-,-,-,-,-,1,2,1,5,15,8
S00143741,55.9393752,-3.21728682,82,66,-,-,-,-,-,-,1,1,-,12,2,5
S00143742,55.93706998,-3.250961091,119,74,-,-,-,1,-,-,2,6,3,9,9,15
S00143743,55.93826734,-3.289086032,106,97,-,-,-,1,1,-,-,3,1,1,2,-
S00143744,55.93904682,-3.192061453,116,81,-,1,-,1,-,-,1,8,-,3,9,15
S00143745,55.93872313,-3.191154982,102,77,-,-,1,-,1,3,1,2,-,4,9,5
S00143746,55.93930954,-3.214835277,77,57,-,-,-,-,1,-,2,3,-,3,5,7
S00143747,55.93922375,-3.180219785,206,128,-,-,-,-,2,-,1,8,4,12,14,37
S00143748,55.9393359,-3.218534345,106,73,-,-,-,-,-,1,5,2,6,7,4,8
S00143749,55.93925897,-3.212672388,95,65,-,-,-,-,-,1,3,11,2,8,4,4
S00143750,55.9387315,-3.211487213,122,89,-,-,-,1,1,1,5,9,5,4,7,3
S00143751,55.93935193,-3.210529992,111,86,-,-,1,-,-,2,4,6,2,2,6,3
S00143752,55.93667151,-3.386383102,143,121,-,-,-,-,-,-,-,10,4,2,4,-
S00143753,55.9365689,-3.295096925,90,87,-,-,-,-,-,-,-,3,-,-,-,-
S00143754,55.93889011,-3.208146177,159,124,-,-,-,-,4,1,4,6,6,6,4,7
S00143755,55.93874852,-3.185728573,106,81,-,-,-,-,-,-,2,4,4,4,6,6
S00143756,55.93933224,-3.182960732,256,112,-,-,-,-,-,-,4,12,8,3,25,101
S00143757,55.93935227,-3.120267834,132,105,-,-,-,-,-,-,-,12,4,7,4,-
S00143758,55.93897058,-3.219131236,97,51,-,-,-,-,-,-,2,6,4,4,19,9
S00143759,55.93949282,-3.184950831,153,105,-,1,-,-,2,1,4,4,7,4,14,14
S00143760,55.93674303,-3.207182849,158,117,-,-,-,-,-,-,2,5,2,5,15,10
S00143761,55.93968596,-3.110207403,142,114,-,-,-,1,-,3,1,9,1,7,-,3
S00143762,55.9391073,-3.187660682,128,91,-,-,1,1,-,1,3,4,2,7,9,9
S00143763,55.93906665,-3.216684786,122,59,-,1,-,5,8,3,2,10,3,14,10,10
S00143764,55.93916188,-3.194098205,88,54,-,-,-,-,1,-,1,3,2,15,10,5
S00143765,55.93897622,-3.222189242,136,110,-,-,-,-,-,-,1,3,3,4,9,6
S00143766,55.9390789,-3.220895697,85,56,-,-,-,-,1,1,3,12,5,1,6,4
S00143767,55.93906606,-3.219470438,119,72,-,-,-,1,-,-,2,9,6,8,9,10
S00143768,55.93923692,-3.196549987,179,126,-,-,1,-,2,-,7,15,3,-,12,12
S00143769,55.93887068,-3.195402021,118,72,-,-,-,-,-,-,3,11,4,2,15,12
S00143770,55.93906662,-3.194655608,96,73,-,-,-,2,-,-,-,3,2,8,3,2
S00143771,55.93832102,-3.277897214,90,74,-,1,2,2,2,2,-,6,-,1,-,-
S00143772,55.93900021,-3.221581634,71,41,-,-,-,-,-,-,1,5,3,9,7,5
S00143773,55.93902808,-3.193069477,75,40,-,-,-,-,1,-,5,4,4,-,9,12
S00143774,55.93909223,-3.183625816,89,40,-,-,-,-,1,-,2,4,9,8,7,11
S00143775,55.93833913,-3.226619766,127,93,-,-,-,2,-,2,3,6,1,2,8,10
S00143776,55.93874011,-3.2260561,87,73,-,-,-,-,-,-,2,5,2,1,4,4
S00143777,55.93882014,-3.220711451,95,63,-,-,-,1,-,-,-,6,5,2,6,14
S00143778,55.93890151,-3.209731474,84,63,-,-,-,-,1,1,1,2,3,2,5,2
S00143779,55.93879546,-3.224104689,115,83,-,-,-,-,-,-,3,8,4,5,-,7
S00143780,55.93911702,-3.186652378,113,75,-,-,-,-,-,-,7,3,4,2,12,10
S00143781,55.93946726,-3.113531131,97,70,-,-,-,3,2,1,1,10,-,2,5,5
S00143782,55.93802897,-3.225281199,111,90,-,-,1,-,-,3,1,4,4,3,3,3
S00143783,55.93899509,-3.176882857,159,97,-,-,-,-,-,-,-,10,2,7,19,27
S00143784,55.93853395,-3.107420869,137,108,-,-,1,-,1,-,2,7,4,4,4,8
S00143785,55.93885925,-3.198427459,138,92,-,-,-,2,-,4,1,9,3,3,15,11
S00143786,55.93892047,-3.197676903,102,76,-,-,-,-,-,-,1,6,2,3,19,3
S00143787,55.9386851,-3.244977573,109,87,-,-,-,-,-,-,2,8,1,4,4,4
S00143788,55.93764802,-3.298430835,139,126,-,-,-,1,-,-,3,2,2,2,2,3
S00143789,55.9384425,-3.225262238,78,50,-,-,-,-,-,1,4,1,5,3,10,-
S00143790,55.93829844,-3.244116672,103,59,-,-,-,-,-,2,4,7,18,7,6,1
S00143791,55.9384989,-3.214121495,148,133,-,-,-,-,2,2,1,2,-,1,-,7
