OA_Code,Latitude,Longitude,All people in households,"Whole house or bungalow, Total","Whole house or bungalow, Detached","Whole house or bungalow, Semi-detached","Whole house or bungalow, Terraced (including end-terrace)","Flat, maisonette or apartment, Total","Flat, maisonette or apartment, Purpose-built block of flats or tenement","Flat, maisonette or apartment, Part of a converted or shared house (including bed-sits)","Flat, maisonette or apartment, In a commercial building",Caravan or other mobile or temporary structure
S00143418,55.94379171,-3.233981355,139,6,-,2,4,133,133,-,-,-
S00143419,55.94386662,-3.235472818,96,2,2,-,3,92,92,-,-,-
S00143420,55.94396229,-3.21501299,115,4,4,-,-,111,110,-,2,-
S00143421,55.94411539,-3.18453161,107,-,-,-,-,106,101,1,4,-
S00143422,55.943966,-3.183246125,136,6,-,1,5,130,112,4,14,-
S00143423,55.94256439,-3.316095663,81,81,40,38,-,4,4,-,-,-
S00143424,55.94362212,-3.231173946,139,9,-,-,9,130,125,2,-,-
S00143425,55.94397736,-3.217126997,144,-,-,-,-,144,141,5,-,-
S00143426,55.94309309,-3.280424081,89,46,7,7,32,47,43,4,-,-
S00143427,55.94431357,-3.144556564,95,29,10,12,11,62,62,-,-,-
S00143428,55.94391408,-3.212609741,82,-,-,-,-,82,82,-,-,-
S00143429,55.94397065,-3.21142665,157,4,-,-,4,152,149,3,-,-
S00143430,55.94274937,-3.253561898,73,5,-,3,2,71,71,-,-,-
S00143431,55.9425403,-3.252914699,94,10,-,-,10,84,84,-,-,-
S00143432,55.94363436,-3.223632913,128,3,-,3,-,125,125,-,-,-
S00143433,55.94404122,-3.179149456,115,27,6,6,17,91,86,-,3,-
S00143434,55.94346658,-3.251071267,101,99,22,30,44,4,4,-,-,-
S00143435,55.94304207,-3.254820239,82,21,7,9,3,61,60,-,2,-
S00143436,55.94447461,-3.143664662,107,66,46,9,11,41,41,-,-,-
S00143437,55.94236035,-3.297211578,151,140,126,6,6,9,9,-,-,-
S00143438,55.94392461,-3.219735234,109,4,-,4,-,105,96,3,3,-
S00143439,55.94377522,-3.210283729,121,-,-,-,-,121,119,2,-,-
S00143440,55.93925965,-3.138211802,175,131,13,14,104,44,42,2,-,-
S00143441,55.94403741,-3.181422983,94,-,-,-,-,94,93,-,1,-
S00143442,55.94229732,-3.30657598,99,97,73,19,9,2,2,-,-,-
S00143443,55.94360749,-3.238907043,71,19,5,-,13,52,48,4,-,-
S00143444,55.94394755,-3.202779668,67,-,-,-,-,67,59,-,8,-
S00143445,55.93919541,-3.227255202,81,2,-,-,2,79,79,-,-,-
S00143446,55.94401663,-3.222235945,68,-,-,-,-,68,68,-,-,-
S00143447,55.94350549,-3.207553374,95,2,-,2,-,93,93,-,-,-
S00143448,55.94375271,-3.213485331,64,1,-,-,1,63,60,4,-,-
S00143449,55.94413309,-3.121190444,101,90,78,14,-,11,11,-,-,-
S00143450,55.94387641,-3.093771587,130,124,17,38,69,6,6,-,-,-
S00143451,55.94249729,-3.313963892,104,53,27,26,-,51,48,1,-,-
S00143452,55.94358191,-3.200654824,165,6,5,-,1,159,159,-,-,-
S00143453,55.94346545,-3.202460506,153,-,-,-,-,153,149,4,-,-
S00143454,55.94383423,-3.21797112,73,2,-,2,-,73,69,1,-,-
S00143455,55.94263291,-3.304585873,132,128,120,8,-,4,4,-,-,-
S00143456,55.94264761,-3.260891726,69,38,-,3,35,31,31,-,-,-
S00143457,55.94323148,-3.224388751,114,-,-,-,-,114,114,-,-,-
S00143458,55.94382909,-3.191856137,71,1,1,-,-,69,59,-,7,-
S00143459,55.94339214,-3.184989867,114,3,3,-,-,112,112,-,-,-
S00143460,55.93884375,-3.094878447,147,131,47,66,19,10,11,1,-,-
S00143461,55.94253719,-3.31021861,111,103,29,74,-,11,11,-,-,-
S00143462,55.94267938,-3.277864641,135,88,9,78,2,47,28,15,-,-
S00143463,55.94405317,-3.177900916,69,-,-,-,-,69,57,15,-,-
S00143464,55.94361884,-3.217035692,65,1,-,1,-,64,64,-,-,-
S00143465,55.942569,-3.288460417,137,60,18,30,7,77,54,3,20,-
S00143466,55.94250826,-3.248990945,112,111,34,27,53,1,1,-,-,-
S00143467,55.94383166,-3.094763027,60,8,6,-,1,53,53,-,-,-
S00143468,55.94273757,-3.283502521,113,42,7,31,4,71,72,1,2,-
S00143469,55.94311478,-3.212568747,127,4,-,1,2,123,123,-,-,-
S00143470,55.9435571,-3.216009022,83,1,-,-,1,86,86,-,-,-
S00143471,55.94341406,-3.21866243,162,5,4,1,1,157,150,3,4,-
S00143472,55.94341495,-3.222200978,104,-,1,-,1,102,98,4,-,-
S00143473,55.94342854,-3.213555249,111,-,-,-,-,111,102,-,7,-
S00143474,55.94334595,-3.210990848,66,-,-,-,-,66,63,-,1,-
S00143475,55.94329543,-3.180087465,117,1,-,-,1,116,113,-,3,-
S00143476,55.9429435,-3.20438168,94,-,-,-,-,94,94,-,-,-
S00143477,55.94381104,-3.19649892,101,-,-,-,-,101,101,-,-,-
S00143478,55.94323155,-3.225285388,121,4,4,-,-,117,117,-,-,-
S00143479,55.94324251,-3.216927818,76,2,-,-,2,74,74,-,-,-
S00143480,55.94379965,-3.092296384,95,95,15,78,1,-,-,-,-,-
S00143481,55.94349974,-3.201709033,62,10,-,-,10,56,50,4,-,-
S00143482,55.94120238,-3.252823463,135,101,3,41,55,34,34,-,-,-
S00143483,55.94359065,-3.182097868,105,3,-,-,3,102,93,8,1,-
S00143484,55.9407499,-3.216385341,77,-,-,-,-,77,77,-,-,-
S00143485,55.94228732,-3.249512196,89,65,20,35,8,26,26,-,-,-
S00143486,55.94217566,-3.097085873,115,101,32,2,67,18,18,-,-,-
S00143487,55.94315787,-3.217309435,90,-,-,-,-,88,88,-,-,-
S00143488,55.94220932,-3.256298338,133,90,13,17,60,43,42,1,-,-
S00143489,55.94182648,-3.300972307,105,102,90,8,5,3,3,-,-,-
S00143490,55.94347411,-3.192325573,144,-,-,-,-,144,142,3,-,-
S00143491,55.94311808,-3.211319972,117,-,-,-,-,115,115,-,-,-
S00143492,55.94186534,-3.286147489,139,46,23,20,-,91,90,1,-,-
S00143493,55.94298131,-3.218808949,116,-,-,-,-,116,105,8,-,-
S00143494,55.94282663,-3.224440019,123,-,-,-,-,124,124,-,-,-
S00143495,55.94248693,-3.259909826,78,37,2,12,27,37,37,-,-,-
S00143496,55.94292198,-3.216629563,78,-,-,-,-,78,72,2,2,-
S00143497,55.942663,-3.22100848,111,2,-,-,2,107,96,4,10,-
S00143498,55.94202611,-3.251345037,94,74,-,4,70,20,20,-,-,-
S00143499,55.9430521,-3.123464795,106,84,57,24,3,22,22,-,-,-
S00143500,55.9422252,-3.29040235,96,96,64,26,-,3,3,-,-,-
S00143501,55.94293682,-3.198617454,134,-,-,-,-,134,131,-,3,-
S00143502,55.94316007,-3.183894016,105,3,-,3,-,102,99,-,3,-
S00143503,55.94290528,-3.220135489,63,4,4,-,-,61,61,-,-,-
S00143504,55.94359241,-3.180977124,91,18,4,14,9,69,62,2,-,-
S00143505,55.94347,-3.19645638,102,3,3,-,-,99,99,-,-,-
S00143506,55.94319604,-3.203364798,71,-,-,-,-,71,70,-,1,-
S00143507,55.94265841,-3.186536537,112,5,-,-,5,107,105,-,-,-
S00143508,55.94351081,-3.125383415,116,114,104,1,9,-,-,-,-,-
S00143509,55.94158915,-3.296209133,103,84,27,6,51,19,19,-,-,-
S00143510,55.94301798,-3.219642686,79,1,-,1,-,78,78,-,-,-
S00143511,55.94321222,-3.202628781,80,4,-,-,4,75,73,-,2,-
S00143512,55.94287799,-3.176760472,103,27,8,7,12,78,72,6,-,-
S00143513,55.94352159,-3.110333173,114,57,17,32,6,61,58,3,-,-
S00143514,55.94344127,-3.192932995,101,-,-,-,-,101,91,7,-,-
S00143515,55.94239246,-3.280400958,83,7,2,4,2,76,63,13,-,-
S00143516,55.94299049,-3.217880587,83,-,-,-,-,83,81,2,-,-
S00143517,55.94266577,-3.206134276,98,-,-,-,-,98,97,2,-,-
S00143518,55.94330002,-3.193601126,98,5,2,4,-,93,87,2,4,-
S00143519,55.94313084,-3.099802735,141,137,95,16,26,4,-,4,-,-
S00143520,55.94182336,-3.283280147,109,85,26,36,23,26,25,1,-,-
S00143521,55.94297027,-3.223547924,75,3,3,-,-,72,72,-,-,-
S00143522,55.94326826,-3.182920631,85,-,-,-,-,85,80,-,4,-
S00143523,55.94324595,-3.194544128,68,-,-,-,-,68,64,4,-,-
S00143524,55.94319845,-3.200354754,126,15,-,9,5,112,104,9,-,-
S00143525,55.94322084,-3.195279873,61,-,-,-,-,61,61,-,-,-
S00143526,55.94317885,-3.195903018,102,2,-,-,2,98,98,-,-,-
S00143527,55.94267949,-3.223874987,101,1,-,-,1,100,100,-,-,-
S00143528,55.94276841,-3.19653081,98,-,-,-,-,98,93,-,-,-
S00143529,55.94311781,-3.196637653,62,-,-,-,-,62,62,-,-,-
S00143530,55.94172805,-3.287247687,72,11,8,-,1,61,61,-,-,-
S00143531,55.94270798,-3.197201411,166,6,-,6,-,160,155,4,-,-
S00143532,55.94233478,-3.226009583,132,-,-,-,-,132,132,-,-,-
S00143533,55.9421366,-3.278215017,106,101,3,9,89,5,-,5,-,-
S00143534,55.94150906,-3.311416724,164,109,60,41,10,57,57,-,-,-
S00143535,55.94307484,-3.114034947,107,96,40,49,7,11,8,3,-,-
S00143536,55.94167899,-3.259835558,130,79,14,6,60,51,51,-,-,-
S00143537,55.94288381,-3.20497224,81,-,-,-,-,81,71,10,-,-
S00143538,55.94267137,-3.202804149,98,3,-,4,2,95,95,-,-,-
S00143539,55.9406195,-3.270255915,163,79,15,54,8,84,63,20,-,-
S00143540,55.94263935,-3.20240288,107,4,-,-,4,100,102,-,1,-
S00143541,55.943559,-3.128955325,100,96,91,5,-,4,-,4,-,-
S00143542,55.94268029,-3.219263814,101,2,-,2,-,99,99,-,-,-
S00143543,55.94273818,-3.217952722,88,1,-,-,1,89,89,-,-,-
S00143544,55.94321408,-3.106561768,147,100,2,28,70,47,46,2,-,-
S00143545,55.9428946,-3.200185242,133,5,5,-,-,130,129,-,-,-
S00143546,55.94363476,-3.095686122,86,3,2,-,2,83,83,-,-,-
S00143547,55.94260945,-3.222784024,107,2,1,-,-,105,101,6,-,-
S00143548,55.94303466,-3.195946607,104,3,-,3,-,101,98,2,-,-
S00143549,55.94263862,-3.217117021,111,3,-,1,4,108,108,-,-,-
S00143550,55.94285858,-3.180666587,106,1,-,-,1,105,105,-,-,-
S00143551,55.94040333,-3.279855008,159,138,28,106,8,17,12,5,-,-
S00143552,55.9425913,-3.200880344,105,5,-,-,5,99,99,-,-,-
S00143553,55.94259451,-3.203314119,124,6,-,3,3,118,113,5,-,-
S00143554,55.94270314,-3.178132116,124,-,-,-,-,124,123,1,-,-
S00143555,55.94148332,-3.268394931,107,81,18,45,22,20,11,7,2,-
S00143556,55.94230665,-3.225224157,72,5,-,1,2,69,69,-,-,-
S00143557,55.94207399,-3.224224136,114,2,-,-,2,112,112,-,-,-
S00143558,55.94259755,-3.181651324,140,6,4,-,3,134,127,3,4,-
S00143559,55.94242426,-3.207855952,56,3,-,-,3,57,56,1,-,-
S00143560,55.94246073,-3.182799944,110,2,2,-,-,108,104,-,4,-
S00143561,55.94216545,-3.147519222,148,85,43,27,15,63,55,8,-,-
S00143562,55.9415415,-3.274945228,95,40,-,20,20,55,52,4,-,-
S00143563,55.94170482,-3.223395942,120,13,-,2,9,108,102,1,5,-
S00143564,55.94255777,-3.205234301,134,4,-,1,-,130,130,-,-,-
S00143565,55.94257293,-3.123787147,118,118,84,34,-,-,-,-,-,-
S00143566,55.94249302,-3.199900632,144,6,-,-,6,138,138,-,-,-
S00143567,55.94246454,-3.219273045,76,-,-,-,-,76,75,1,-,-
S00143568,55.9412942,-3.290067184,85,84,51,22,14,3,-,3,-,-
S00143569,55.94153951,-3.254131216,81,8,-,8,-,73,67,2,-,-
S00143570,55.94233749,-3.179722099,111,-,-,-,-,114,111,1,-,-
S00143571,55.94200535,-3.226607584,98,-,-,-,-,98,98,-,-,-
S00143572,55.94155601,-3.105089554,118,114,7,17,90,1,1,-,-,-
S00143573,55.94225219,-3.183930356,83,-,-,-,-,83,83,-,-,-
S00143574,55.94139853,-3.249435541,123,114,73,3,40,9,9,-,-,-
S00143575,55.94271763,-3.177556159,101,-,-,-,-,101,101,-,-,-
S00143576,55.94239304,-3.207374651,74,3,-,-,4,71,70,-,1,-
S00143577,55.94141616,-3.277502822,83,30,2,11,16,53,53,-,-,-
S00143578,55.9412178,-3.25836362,68,3,1,-,1,63,63,-,-,-
S00143579,55.9420246,-3.221052433,102,22,1,1,17,83,79,6,1,-
S00143580,55.94144932,-3.203726898,92,15,-,6,9,77,73,-,4,-
S00143581,55.94240837,-3.180764963,166,5,-,5,-,165,165,-,-,-
S00143582,55.9421139,-3.201922282,116,-,-,-,-,116,118,1,-,-
S00143583,55.94237508,-3.20462021,74,1,1,-,-,71,71,-,-,-
S00143584,55.94172162,-3.219890127,80,3,-,-,3,77,77,-,-,-
S00143585,55.94219454,-3.205623289,96,3,1,2,-,89,89,-,-,-
S00143586,55.94216135,-3.219039365,77,-,-,-,-,77,77,-,-,-
S00143587,55.94195585,-3.218920833,119,2,-,-,2,117,117,-,-,-
S00143588,55.94075739,-3.28812808,83,57,4,14,41,21,21,-,-,4
S00143589,55.94284229,-3.108936792,127,18,1,10,7,109,102,3,-,-
S00143590,55.94204812,-3.201295823,133,-,-,-,-,133,131,2,-,-
S00143591,55.9419063,-3.117059411,184,179,65,115,-,4,4,-,-,-
S00143592,55.94124636,-3.254682111,105,66,3,14,47,39,39,-,-,-
S00143593,55.94180044,-3.225528386,122,1,-,2,1,115,115,-,-,-
S00143594,55.94184544,-3.224617194,110,1,1,-,-,109,109,-,-,-
S00143595,55.94058613,-3.267388971,137,18,-,2,12,119,119,-,-,-
S00143596,55.94210546,-3.176737041,89,10,7,-,3,79,74,4,-,-
S00143597,55.94210763,-3.207157629,84,-,-,-,-,84,84,-,-,-
S00143598,55.94053221,-3.283013299,116,44,2,12,31,72,71,1,-,-
S00143599,55.94265142,-3.111172856,117,6,-,1,5,109,109,-,-,-
S00143600,55.94101462,-3.278098002,66,11,4,4,1,55,55,-,-,-
S00143601,55.94230214,-3.113036106,142,13,4,4,10,126,121,4,-,-
S00143602,55.94195327,-3.17479513,70,5,-,-,5,65,65,-,-,-
S00143603,55.93546104,-3.260706246,92,3,-,1,2,89,88,1,-,-
S00143604,55.94153654,-3.18453293,87,-,-,-,-,85,81,-,4,-
S00143605,55.94070857,-3.256313788,102,32,-,2,29,66,66,-,-,-
S00143606,55.94102416,-3.274575996,85,63,6,27,30,22,20,3,-,-
S00143607,55.94185558,-3.182189101,128,-,-,-,-,128,111,5,13,-
S00143608,55.94088424,-3.286307093,64,8,5,3,-,56,56,-,-,-
S00143609,55.94072255,-3.298293564,67,7,-,5,2,60,60,-,-,-
S00143610,55.9420589,-3.203873896,127,4,4,5,-,121,121,-,-,-
S00143611,55.9400122,-3.307683786,89,65,13,40,12,24,21,4,-,-
S00143612,55.94200532,-3.120008213,114,111,86,18,7,3,-,3,-,-
S00143613,55.94167983,-3.203125645,134,1,-,1,-,132,132,-,-,-
S00143614,55.9419927,-3.181008485,125,6,-,6,-,116,113,3,-,-
S00143615,55.94191444,-3.20761593,79,17,1,7,9,65,64,-,1,-
S00143616,55.94112418,-3.209400512,83,27,-,7,21,51,36,17,-,5
S00143617,55.94201579,-3.1795362,145,6,4,-,2,139,134,5,-,-
S00143618,55.94212046,-3.174223805,108,18,1,2,11,90,87,3,-,-
S00143619,55.93828602,-3.126832792,64,58,15,9,31,6,6,-,-,-
S00143620,55.94008809,-3.308999182,64,37,9,23,5,26,26,-,-,-
S00143621,55.93798471,-3.241369038,99,-,-,-,-,99,99,-,-,-
S00143622,55.9415586,-3.183172706,107,3,-,-,3,104,104,-,-,-
S00143623,55.9414859,-3.223725262,67,1,-,1,-,66,66,-,-,-
S00143624,55.94129329,-3.22411945,110,-,-,-,-,110,110,-,-,-
S00143625,55.94145654,-3.205744452,156,58,-,6,52,98,74,21,2,-
S00143626,55.94224087,-3.114843557,96,38,9,18,11,58,58,-,-,-
S00143627,55.94037244,-3.254910015,83,31,-,2,30,52,51,4,-,-
S00143628,55.94127493,-3.120291325,90,86,62,15,6,6,6,-,-,-
S00143629,55.94073699,-3.257931756,74,12,-,10,1,65,59,3,-,-
S00143630,55.94158663,-3.175552535,97,3,-,2,-,94,90,4,-,-
S00143631,55.94180668,-3.107194069,122,105,1,17,87,17,20,1,-,-
S00143632,55.94015951,-3.251108727,86,39,8,14,13,49,49,-,-,-
S00143633,55.94172644,-3.180664157,84,6,2,-,3,75,75,-,-,-
S00143634,55.94176055,-3.178039452,105,5,1,4,-,100,98,1,-,-
S00143635,55.94174853,-3.172707551,101,3,-,3,-,98,98,-,-,-
S00143636,55.94236522,-3.124885874,155,152,146,1,4,3,3,-,-,-
S00143637,55.94144417,-3.202413873,104,-,-,-,-,104,104,-,-,-
S00143638,55.94007421,-3.171136005,137,54,12,29,12,82,71,8,8,-
S00143639,55.94219068,-3.111447853,93,13,-,4,9,80,80,-,-,-
S00143640,55.94125449,-3.180217514,190,7,-,-,7,183,183,-,-,-
S00143641,55.93982376,-3.282877803,122,68,17,11,42,54,54,-,-,-
S00143642,55.94113516,-3.176723624,127,6,-,3,2,123,119,4,-,-
S00143643,55.9382218,-3.411285521,161,154,19,38,97,7,7,-,-,-
S00143644,55.94008071,-3.297807792,107,9,2,3,3,98,98,-,-,-
S00143645,55.94051169,-3.275471751,99,86,44,3,39,13,13,-,-,-
S00143646,55.94107054,-3.18253342,198,5,5,-,-,193,193,-,-,-
S00143647,55.94111113,-3.179236521,98,6,1,-,4,92,84,3,5,-
S00143648,55.94133092,-3.108141111,157,137,23,44,70,20,20,-,-,-
S00143649,55.9415454,-3.182675977,117,1,-,-,1,116,116,-,-,-
S00143650,55.94077195,-3.22594419,131,1,-,1,-,130,128,-,-,-
S00143651,55.94137402,-3.183679413,88,5,-,3,2,83,83,-,-,-
S00143652,55.94051027,-3.225151421,142,15,-,4,8,129,121,9,-,-
S00143653,55.94057008,-3.230868968,81,-,-,-,-,81,81,-,-,-
S00143654,55.93733224,-3.306200682,109,59,9,28,19,50,50,-,-,-
S00143655,55.93783266,-3.233247542,93,10,-,-,10,83,83,-,-,-
S00143656,55.94111571,-3.211177406,104,37,13,19,6,65,48,9,8,1
S00143657,55.93797044,-3.236533804,80,-,-,-,-,79,79,-,-,-
S00143658,55.94109064,-3.201810532,141,4,-,-,4,136,130,6,-,-
S00143659,55.94055274,-3.209030476,118,38,3,7,25,80,74,6,-,-
S00143660,55.93802953,-3.244940531,64,4,2,3,-,61,61,-,-,-
S00143661,55.93860405,-3.202485958,197,3,-,3,-,195,187,8,-,-
S00143662,55.94180448,-3.109435476,80,19,-,5,10,59,59,-,-,-
S00143663,55.94015411,-3.248098649,101,66,46,9,10,32,32,-,-,-
S00143664,55.93981356,-3.255084059,68,15,-,4,11,56,54,2,-,-
S00143665,55.94157063,-3.12825705,101,68,50,17,-,32,32,-,-,-
S00143666,55.94137831,-3.11185686,143,10,-,6,4,133,132,-,1,-
S00143667,55.93996703,-3.286372747,75,16,8,4,5,59,58,1,-,-
S00143668,55.94012427,-3.272096881,149,140,90,39,11,11,11,-,-,-
S00143669,55.93950097,-3.26980304,116,105,-,38,71,11,11,-,-,-
S00143670,55.9400911,-3.180662426,112,10,-,-,10,106,103,-,4,-
S00143671,55.94062992,-3.204822192,131,2,-,-,2,129,129,-,-,-
S00143672,55.94028476,-3.227946073,106,1,1,-,-,105,100,5,-,-
S00143673,55.93894903,-3.290917777,62,26,6,18,2,35,38,1,-,-
S00143674,55.93926054,-3.289487254,109,23,12,5,6,86,86,-,-,-
S00143675,55.94037346,-3.179326173,115,5,2,3,-,110,99,11,-,-
S00143676,55.93994022,-3.225549681,79,2,-,2,-,77,77,-,-,-
S00143677,55.94107756,-3.114313815,148,43,12,15,13,106,98,3,-,-
S00143678,55.94082553,-3.175273312,103,-,-,-,-,103,97,8,-,-
S00143679,55.93972244,-3.256089739,81,11,-,7,4,70,66,4,-,-
S00143680,55.93969441,-3.296946339,112,8,-,6,2,104,104,-,-,-
S00143681,55.93816295,-3.389590286,145,134,23,30,81,11,11,-,-,-
S00143682,55.94100372,-3.096508391,65,62,52,7,-,3,3,-,-,-
S00143683,55.94047186,-3.208115377,113,23,-,2,21,86,86,-,-,-
S00143684,55.94030908,-3.217348139,73,1,1,1,2,66,66,-,-,-
S00143685,55.93951172,-3.253841536,65,15,-,8,7,49,49,-,-,-
S00143686,55.93927601,-3.123707671,107,66,4,14,48,41,41,-,-,-
S00143687,55.93866817,-3.283399933,183,145,31,18,96,38,31,7,-,-
S00143688,55.92040685,-3.299918521,121,17,12,1,6,104,104,-,-,-
S00143689,55.94070073,-3.177991263,75,-,-,-,-,75,75,-,-,-
S00143690,55.9389775,-3.308657531,117,68,13,44,8,49,49,-,-,-
S00143691,55.93990367,-3.211075533,121,22,2,15,-,106,96,6,-,-
S00143692,55.93993673,-3.20953961,148,19,4,-,19,121,106,18,-,-
S00143693,55.94034602,-3.206286306,78,6,6,-,-,72,70,4,-,-
S00143694,55.93954816,-3.294620003,94,1,-,1,-,93,89,-,1,-
S00143695,55.94002707,-3.212232103,97,7,1,-,5,91,86,7,-,-
S00143696,55.94007821,-3.226130401,95,-,-,-,-,95,92,4,-,-
S00143697,55.94043419,-3.176734385,130,-,-,-,-,130,125,6,-,-
S00143698,55.93807782,-3.29173729,127,123,1,109,10,4,1,-,3,-
S00143699,55.93273432,-3.384113477,117,113,76,20,17,4,4,-,-,-
S00143700,55.93957883,-3.247231621,89,21,5,14,6,64,64,-,-,-
S00143701,55.94003057,-3.204547423,79,4,4,-,-,77,70,-,4,-
S00143702,55.93946453,-3.181347787,97,-,-,-,-,97,89,8,-,-
S00143703,55.93971284,-3.206714898,88,-,-,-,-,88,87,1,-,-
S00143704,55.93998026,-3.214247897,133,16,-,6,9,117,111,5,1,-
S00143705,55.93979485,-3.217556144,115,4,-,3,1,111,110,1,-,-
S00143706,55.93873691,-3.253160108,99,76,5,71,-,23,23,-,-,-
S00143707,55.94007752,-3.207094469,78,1,-,-,1,77,74,3,-,-
S00143708,55.93928533,-3.279353847,109,85,6,55,26,22,22,-,-,-
S00143709,55.93922368,-3.193283617,146,21,-,3,18,125,125,-,-,-
S00143710,55.94025412,-3.098952723,151,146,50,32,64,2,2,-,-,-
S00143711,55.93933099,-3.213571182,154,33,8,4,23,119,108,11,-,-
S00143712,55.93991716,-3.216999634,104,6,-,3,3,98,94,4,-,-
S00143713,55.93923087,-3.184158362,154,15,5,7,3,139,134,1,-,-
S00143714,55.9397652,-3.227785541,71,3,-,-,3,68,68,-,-,-
S00143715,55.94085772,-3.111793912,111,18,5,-,13,93,91,4,-,-
S00143716,55.93986149,-3.218086563,122,3,-,-,3,119,113,6,-,-
S00143717,55.93952953,-3.227089662,105,-,-,-,-,105,103,4,-,-
S00143718,55.93936131,-3.178991227,229,6,2,-,4,223,213,5,5,-
S00143719,55.9396974,-3.177672627,129,6,4,-,3,121,114,7,-,-
S00143720,55.93977492,-3.177082617,155,7,-,-,7,148,143,3,-,-
S00143721,55.93831076,-3.294370596,61,61,4,51,4,-,-,-,-,-
S00143722,55.93968698,-3.219377883,105,4,-,-,4,101,100,-,1,-
S00143723,55.939281,-3.273702236,97,94,63,-,29,3,3,-,-,-
S00143724,55.93961339,-3.214092328,90,9,4,-,5,81,75,6,-,-
S00143725,55.93973744,-3.218819123,83,-,-,-,-,83,77,3,-,-
S00143726,55.93866286,-3.277860443,104,64,30,28,5,40,40,-,-,-
S00143727,55.93958948,-3.226483184,118,-,-,-,-,116,115,2,-,-
S00143728,55.93679364,-3.390693905,133,125,26,31,68,8,7,-,2,-
S00143729,55.93849608,-3.26965809,97,52,-,11,41,44,44,-,-,-
S00143730,55.93912963,-3.20754527,145,63,9,-,56,82,53,26,-,-
S00143731,55.93946824,-3.118382054,80,65,1,19,45,15,15,-,-,-
S00143732,55.93953844,-3.220766068,107,4,4,-,2,102,98,7,-,-
S00143733,55.93954692,-3.192381002,126,-,-,-,-,126,126,-,-,-
S00143734,55.93956418,-3.219982397,116,4,4,-,-,112,109,1,2,-
S00143735,55.93865854,-3.174487258,84,7,-,5,2,77,77,-,-,-
S00143736,55.93941552,-3.204960592,88,1,-,1,-,84,84,-,-,-
S00143737,55.93938974,-3.215814381,100,1,-,2,1,98,98,-,-,-
S00143738,55.94023038,-3.121525947,78,74,10,14,50,4,4,-,-,-
S00143739,55.93739083,-3.282669298,127,127,85,33,10,-,-,-,-,-
S00143740,55.93945264,-3.211253573,94,21,4,15,-,73,72,1,-,-
S00143741,55.9393752,-3.21728682,82,-,-,-,-,83,83,-,-,-
S00143742,55.93706998,-3.250961091,119,12,-,5,7,107,107,-,-,-
S00143743,55.93826734,-3.289086032,106,95,2,93,4,11,11,-,-,-
S00143744,55.93904682,-3.192061453,116,3,-,-,3,116,112,4,-,-
S00143745,55.93872313,-3.191154982,102,42,3,2,43,58,39,17,-,-
S00143746,55.93930954,-3.214835277,77,-,-,-,-,77,72,5,-,-
S00143747,55.93922375,-3.180219785,206,18,1,11,8,184,172,1,15,-
S00143748,55.9393359,-3.218534345,106,4,4,-,-,104,104,-,-,-
S00143749,55.93925897,-3.212672388,95,2,-,2,-,94,84,10,-,-
S00143750,55.9387315,-3.211487213,122,14,-,6,8,108,101,8,-,-
S00143751,55.93935193,-3.210529992,111,3,-,-,3,108,94,12,-,-
S00143752,55.93667151,-3.386383102,143,139,6,37,94,4,4,-,-,-
S00143753,55.9365689,-3.295096925,90,85,-,85,-,6,6,-,-,-
S00143754,55.93889011,-3.208146177,159,14,-,-,14,145,121,24,-,-
S00143755,55.93874852,-3.185728573,106,-,-,-,-,106,106,-,-,-
S00143756,55.93933224,-3.182960732,105,4,4,-,-,100,101,2,-,-
S00143757,55.93935227,-3.120267834,132,117,10,45,62,14,14,-,-,-
S00143758,55.93897058,-3.219131236,97,2,-,-,2,95,95,-,-,-
S00143759,55.93949282,-3.184950831,153,3,-,-,3,150,151,2,-,-
S00143760,55.93674303,-3.207182849,158,25,7,11,7,133,128,3,2,-
S00143761,55.93968596,-3.110207403,142,134,47,54,33,10,10,-,-,-
S00143762,55.9391073,-3.187660682,128,30,4,-,29,98,89,9,-,-
S00143763,55.93906665,-3.216684786,122,7,-,-,7,115,104,11,-,-
S00143764,55.93916188,-3.194098205,88,4,-,4,-,84,81,-,1,-
S00143765,55.93897622,-3.222189242,136,7,-,3,4,129,128,-,1,-
S00143766,55.9390789,-3.220895697,85,3,-,-,3,78,78,-,-,-
S00143767,55.93906606,-3.219470438,119,-,-,-,-,119,116,2,-,-
S00143768,55.93923692,-3.196549987,179,4,-,-,4,175,170,3,-,-
S00143769,55.93887068,-3.195402021,118,2,2,-,-,120,120,-,-,-
S00143770,55.93906662,-3.194655608,96,4,4,-,-,92,92,-,-,-
S00143771,55.93832102,-3.277897214,90,79,5,32,42,11,10,-,1,-
S00143772,55.93900021,-3.221581634,71,3,-,3,-,68,68,-,-,-
S00143773,55.93902808,-3.193069477,75,14,5,9,-,57,55,4,-,-
S00143774,55.93909223,-3.183625816,89,4,4,-,-,78,78,-,-,-
S00143775,55.93833913,-3.226619766,127,33,7,4,22,97,90,4,-,-
S00143776,55.93874011,-3.2260561,87,15,-,3,12,72,72,-,-,-
S00143777,55.93882014,-3.220711451,95,-,-,-,-,95,90,2,3,-
S00143778,55.93890151,-3.209731474,84,1,-,1,-,83,82,2,-,-
S00143779,55.93879546,-3.224104689,115,40,-,-,38,72,72,-,-,-
S00143780,55.93911702,-3.186652378,113,-,-,-,-,113,105,-,8,-
