OA_Code,Latitude,Longitude,All People (16+),UK Armed Forces veteran,Not a UK Armed Forces veteran
S00160702,55.84017531,-4.258376543,68,-,68
S00160703,55.8359456,-4.365278455,153,-,152
S00160704,55.84039345,-4.237593352,98,2,97
S00160705,55.84072398,-4.182188768,65,2,63
S00160706,55.83998157,-4.275711048,182,-,182
S00160707,55.83642759,-4.341031754,81,-,81
S00160708,55.83719149,-4.343393517,139,6,129
S00160709,55.842399,-4.115644703,82,1,81
S00160710,55.83867545,-4.33009838,65,3,62
S00160711,55.83983956,-4.271725693,91,1,89
S00160712,55.8398255,-4.260784005,109,1,108
S00160713,55.84130484,-4.177812958,80,1,83
S00160714,55.84025359,-4.241817932,99,1,98
S00160715,55.84014463,-4.238425574,68,2,62
S00160716,55.84066392,-4.169327899,135,2,133
S00160717,55.8386258,-4.324649015,97,-,95
S00160718,55.84014512,-4.260019925,62,-,62
S00160719,55.84018173,-4.166601797,108,3,104
S00160720,55.8394862,-4.267009326,81,1,85
S00160721,55.84127087,-4.141362408,104,4,100
S00160722,55.84003463,-4.260652398,51,-,51
S00160723,55.84134887,-4.181920315,88,3,84
S00160724,55.83941618,-4.254195802,125,5,120
S00160725,55.83934888,-4.235233394,117,-,117
S00160726,55.83993485,-4.258745926,91,2,89
S00160727,55.84109561,-4.143684696,73,2,67
S00160728,55.83454676,-4.241313754,233,3,226
S00160729,55.83897271,-4.279229762,124,8,123
S00160730,55.84128731,-4.146091078,54,-,54
S00160731,55.83780378,-4.328193526,118,2,116
S00160732,55.84086388,-4.163589084,128,2,126
S00160733,55.83959574,-4.258614451,84,1,82
S00160734,55.8396869,-4.257565588,92,-,92
S00160735,55.84077689,-4.179204947,133,-,133
S00160736,55.83993247,-4.211404814,95,-,95
S00160737,55.83948075,-4.262425067,96,1,94
S00160738,55.83952104,-4.272425849,100,-,100
S00160739,55.83946098,-4.234505126,111,-,110
S00160740,55.84113098,-4.120910462,111,4,107
S00160741,55.83741455,-4.343007656,57,3,54
S00160742,55.83821183,-4.323250739,99,4,95
S00160743,55.8392693,-4.274375698,78,-,78
S00160744,55.83735431,-4.324397425,92,4,87
S00160745,55.84006933,-4.176529999,107,3,104
S00160746,55.83867538,-4.26223453,132,3,129
S00160747,55.83916032,-4.25491569,89,2,86
S00160748,55.83907587,-4.275115074,122,1,125
S00160749,55.83742195,-4.331269138,73,2,71
S00160750,55.8385729,-4.171702915,97,3,94
S00160751,55.84052593,-4.144915112,79,1,78
S00160752,55.83922697,-4.27277604,98,1,97
S00160753,55.83881558,-4.27655329,171,3,169
S00160754,55.83892679,-4.2685899,125,6,119
S00160755,55.83647922,-4.354801891,134,5,129
S00160756,55.84170587,-4.114664679,61,-,61
S00160757,55.83740769,-4.329176039,94,4,91
S00160758,55.83971267,-4.161592554,140,1,138
S00160759,55.84019335,-4.207889819,111,-,111
S00160760,55.8390406,-4.260946066,76,1,72
S00160761,55.83919403,-4.252585766,60,-,60
S00160762,55.83907091,-4.204328414,104,5,98
S00160763,55.83870124,-4.237240568,111,2,109
S00160764,55.83631087,-4.332512236,69,-,68
S00160765,55.84015452,-4.117599065,130,-,130
S00160766,55.8372545,-4.346687406,99,-,99
S00160767,55.83890718,-4.257935646,66,-,66
S00160768,55.83961143,-4.204758306,110,2,109
S00160769,55.84110855,-4.116996096,69,-,68
S00160770,55.84016905,-4.111003579,169,1,170
S00160771,55.84112796,-4.13924623,69,3,66
S00160772,55.83844336,-4.257253921,70,1,68
S00160773,55.84120316,-4.136471211,55,2,53
S00160774,55.838802,-4.263168241,102,-,102
S00160775,55.8372525,-4.284750897,95,3,92
S00160776,55.83742982,-4.332275805,80,1,74
S00160777,55.83852814,-4.251157727,98,-,98
S00160778,55.83831335,-4.268713877,110,-,110
S00160779,55.83820847,-4.255850796,103,4,98
S00160780,55.83764024,-4.211929452,96,3,93
S00160781,55.83957618,-4.177987794,85,-,84
S00160782,55.83846017,-4.264649695,69,1,68
S00160783,55.84074549,-4.11406948,125,1,124
S00160784,55.83854758,-4.25745162,82,-,82
S00160785,55.83811755,-4.275905568,129,-,129
S00160786,55.83786269,-4.300710159,112,8,107
S00160787,55.83860468,-4.261192271,66,-,66
S00160788,55.83801158,-4.250409157,98,4,94
S00160789,55.83915435,-4.210194699,62,-,62
S00160790,55.83809621,-4.253640251,122,5,115
S00160791,55.83819033,-4.251936765,134,3,131
S00160792,55.83873217,-4.238504094,69,2,68
S00160793,55.83645465,-4.328719762,130,5,125
S00160794,55.83547323,-4.358989256,121,5,116
S00160795,55.83574435,-4.351403595,136,6,130
S00160796,55.83817712,-4.263914521,51,2,49
S00160797,55.83831439,-4.260360872,69,-,69
S00160798,55.83823911,-4.257609423,68,1,67
S00160799,55.83982359,-4.110186278,79,-,79
S00160800,55.83954359,-4.169153684,76,1,71
S00160801,55.8380575,-4.265041532,57,-,56
S00160802,55.83833407,-4.235191113,60,2,59
S00160803,55.83564073,-4.360564535,109,-,109
S00160804,55.8375339,-4.269067744,49,2,48
S00160805,55.83794894,-4.268005879,68,-,67
S00160806,55.8379086,-4.267268851,109,4,105
S00160807,55.83812959,-4.259168265,99,1,98
S00160808,55.83314087,-4.352188617,117,3,110
S00160809,55.83617025,-4.333765511,116,7,109
S00160810,55.83786825,-4.262139726,68,1,67
S00160811,55.84013299,-4.139095738,101,-,100
S00160812,55.83534958,-4.34242027,74,2,72
S00160813,55.83779777,-4.270839958,104,-,104
S00160814,55.83609764,-4.299935111,99,2,93
S00160815,55.83604241,-4.346151208,142,5,134
S00160816,55.83782148,-4.260284347,109,1,109
S00160817,55.83791786,-4.266279169,60,-,60
S00160818,55.8368529,-4.298957575,100,1,97
S00160819,55.83794713,-4.257848035,64,-,64
S00160820,55.83840732,-4.236105686,70,2,65
S00160821,55.83711252,-4.286962659,74,-,74
S00160822,55.83842283,-4.148009446,145,2,138
S00160823,55.83753816,-4.27029777,62,-,62
S00160824,55.83657682,-4.27902565,93,3,94
S00160825,55.83750428,-4.255043391,99,-,98
S00160826,55.83760524,-4.265686014,77,-,77
S00160827,55.83711886,-4.280814184,100,-,100
S00160828,55.83558273,-4.293819958,135,2,130
S00160829,55.83765807,-4.257927103,97,-,97
S00160830,55.83755727,-4.26633804,81,1,82
S00160831,55.83635043,-4.2567014,64,-,63
S00160832,55.83815424,-4.209834483,65,1,64
S00160833,55.83743362,-4.265244809,79,-,78
S00160834,55.83661252,-4.27564193,70,-,70
S00160835,55.83938684,-4.145299567,168,1,167
S00160836,55.83733182,-4.267842169,65,-,65
S00160837,55.83721015,-4.263714566,102,-,102
S00160838,55.837392,-4.270912122,60,-,60
S00160839,55.83707853,-4.268418343,82,1,81
S00160840,55.83658089,-4.271519623,114,2,116
S00160841,55.8376729,-4.251236054,94,4,91
S00160842,55.83949352,-4.114752163,99,4,96
S00160843,55.83756263,-4.263607287,60,-,60
S00160844,55.83809362,-4.167795239,135,5,132
S00160845,55.83546749,-4.332908897,72,-,72
S00160846,55.8370382,-4.277407641,80,-,80
S00160847,55.8374148,-4.251588467,108,-,108
S00160848,55.83749799,-4.166915634,87,3,88
S00160849,55.83504279,-4.370621661,145,8,134
S00160850,55.83513687,-4.297482829,84,7,79
S00160851,55.8374281,-4.26066079,96,-,96
S00160852,55.83488174,-4.332043351,176,2,174
S00160853,55.83918912,-4.117818078,100,1,99
S00160854,55.83771375,-4.116859459,92,2,91
S00160855,55.83710045,-4.25402981,117,-,117
S00160856,55.83540212,-4.345793222,110,4,107
S00160857,55.83688156,-4.262034497,156,-,156
S00160858,55.83530013,-4.288245643,132,-,132
S00160859,55.83890216,-4.113602072,58,-,58
S00160860,55.83691482,-4.265597932,77,2,75
S00160861,55.83690972,-4.262946471,145,-,145
S00160862,55.83666013,-4.285674394,65,3,62
S00160863,55.8346831,-4.341549727,147,4,143
S00160864,55.83626648,-4.272970582,155,2,152
S00160865,55.83670124,-4.261576841,118,5,115
S00160866,55.83599969,-4.279614726,109,-,109
S00160867,55.83697437,-4.263828627,101,-,101
S00160868,55.83420188,-4.339444685,83,7,76
S00160869,55.83833952,-4.16301761,91,2,89
S00160870,55.83639226,-4.250986346,188,1,187
S00160871,55.83654442,-4.269601007,118,1,117
S00160872,55.81876005,-4.366262602,142,2,139
S00160873,55.83504459,-4.340501445,75,2,73
S00160874,55.83648864,-4.260430576,69,2,67
S00160875,55.83671765,-4.268493146,105,3,98
S00160876,55.83641407,-4.261065073,99,-,99
S00160877,55.83422149,-4.343134952,119,7,112
S00160878,55.83587522,-4.287768377,122,1,120
S00160879,55.83550624,-4.29213856,123,4,121
S00160880,55.83647892,-4.267792499,123,1,120
S00160881,55.83618885,-4.274738788,111,-,111
S00160882,55.83582292,-4.265837847,87,3,85
S00160883,55.83496866,-4.329828678,66,3,63
S00160884,55.83669671,-4.26572898,88,-,88
S00160885,55.83595121,-4.273495178,105,3,101
S00160886,55.83613891,-4.259899219,117,-,116
S00160887,55.83600886,-4.258661945,104,-,104
S00160888,55.83734555,-4.212823051,59,-,59
S00160889,55.83690788,-4.250313434,66,1,62
S00160890,55.83582147,-4.275164502,120,4,116
S00160891,55.83671773,-4.254806195,55,1,51
S00160892,55.83421978,-4.369022453,104,1,100
S00160893,55.83643678,-4.257872262,62,-,62
S00160894,55.83420097,-4.347509522,91,1,90
S00160895,55.83653064,-4.259123417,120,-,120
S00160896,55.837231,-4.213694935,85,3,82
S00160897,55.8357708,-4.275960064,59,3,56
S00160898,55.83499415,-4.275675125,128,3,125
S00160899,55.83638536,-4.257246426,99,1,96
S00160900,55.83599641,-4.264714035,104,-,104
S00160901,55.83757522,-4.163550105,137,2,138
S00160902,55.8383051,-4.114352238,99,4,95
S00160903,55.83482959,-4.332423516,118,-,118
S00160904,55.83589379,-4.263941487,84,1,82
S00160905,55.83351094,-4.346461831,85,3,82
S00160906,55.83569167,-4.269056227,77,-,77
S00160907,55.83604945,-4.267687637,71,-,71
S00160908,55.83866183,-4.106657623,78,1,77
S00160909,55.83553713,-4.269638125,117,2,115
S00160910,55.83537256,-4.271736608,103,-,103
S00160911,55.83739227,-4.164753711,124,6,118
S00160912,55.83562559,-4.262887823,121,-,121
S00160913,55.8339791,-4.36097486,161,2,159
S00160914,55.83511081,-4.276656122,85,2,84
S00160915,55.83615847,-4.251483888,100,1,95
S00160916,55.8381271,-4.114773785,71,1,70
S00160917,55.83298707,-4.363022717,64,2,62
S00160918,55.83543242,-4.26166286,109,1,108
S00160919,55.83554112,-4.254274933,99,2,97
S00160920,55.83576946,-4.253585455,64,2,63
S00160921,55.83588132,-4.257776175,82,-,82
S00160922,55.83579993,-4.251431219,70,2,68
S00160923,55.83758014,-4.111038916,83,1,82
S00160924,55.83555447,-4.262356671,106,1,105
S00160925,55.83558126,-4.266270956,74,1,73
S00160926,55.83119291,-4.368918188,200,1,202
S00160927,55.83524881,-4.260406523,228,1,225
S00160928,55.83501978,-4.27768886,89,2,88
S00160929,55.8354941,-4.257817607,119,-,119
S00160930,55.8333403,-4.360073765,168,4,164
S00160931,55.83510268,-4.255638952,103,-,103
S00160932,55.8350232,-4.274590853,79,-,78
S00160933,55.83316537,-4.3546654,112,1,111
S00160934,55.83559091,-4.255970666,82,-,82
S00160935,55.83550851,-4.259479351,97,-,97
S00160936,55.83509381,-4.271257214,60,-,60
S00160937,55.83550913,-4.25160605,114,5,109
S00160938,55.83422569,-4.291887524,124,-,123
S00160939,55.83287951,-4.363942429,135,2,133
S00160940,55.83463151,-4.279726281,52,2,50
S00160941,55.83513444,-4.267107342,116,-,116
S00160942,55.83506061,-4.263797231,154,1,153
S00160943,55.83524818,-4.255056484,62,1,61
S00160944,55.83506619,-4.257138026,100,-,100
S00160945,55.83418734,-4.27118838,102,-,102
S00160946,55.83494003,-4.268389601,85,2,83
S00160947,55.83316302,-4.29441204,151,2,149
S00160948,55.83501084,-4.258683914,148,5,143
S00160949,55.83512413,-4.253979304,52,1,50
S00160950,55.83476944,-4.270328006,64,1,63
S00160951,55.83313891,-4.346647022,97,3,97
S00160952,55.8327379,-4.286354457,63,1,62
S00160953,55.8345006,-4.261017861,207,1,206
S00160954,55.83489423,-4.258182081,108,-,108
S00160955,55.83203048,-4.292971991,150,1,149
S00160956,55.83479946,-4.266752472,68,-,68
S00160957,55.83450813,-4.250318502,136,1,136
S00160958,55.83148972,-4.353462235,127,4,124
S00160959,55.83439752,-4.255374534,80,-,80
S00160960,55.83480261,-4.255829182,87,2,85
S00160961,55.83402161,-4.279658641,120,-,120
S00160962,55.83466054,-4.268437202,72,-,72
S00160963,55.83458054,-4.264487972,101,1,100
S00160964,55.83165171,-4.367029796,184,3,181
S00160965,55.83350017,-4.277727745,129,6,123
S00160966,55.83114509,-4.355501396,103,6,99
S00160967,55.83303602,-4.288687517,106,1,105
S00160968,55.83446786,-4.266701232,115,-,115
S00160969,55.83405121,-4.26736368,157,1,160
S00160970,55.8325201,-4.359257529,93,2,90
S00160971,55.83425704,-4.264485132,107,-,107
S00160972,55.82860675,-4.265306316,74,2,76
S00160973,55.83450172,-4.254102981,69,1,70
S00160974,55.83297404,-4.284771386,104,2,102
S00160975,55.83214774,-4.339704561,95,5,92
S00160976,55.83318648,-4.283011243,68,-,68
S00160977,55.83371204,-4.281812389,85,-,85
S00160978,55.82992933,-4.360314201,139,3,135
S00160979,55.83411862,-4.255390322,68,-,67
S00160980,55.82916883,-4.350751148,112,4,111
S00160981,55.83124704,-4.350173945,78,-,78
S00160982,55.83419326,-4.254260795,65,-,65
S00160983,55.83377718,-4.251953068,129,-,129
S00160984,55.83173334,-4.364655351,88,-,88
S00160985,55.83369127,-4.26397315,71,1,70
S00160986,55.8329213,-4.259904149,155,1,154
S00160987,55.83299794,-4.257688872,127,1,126
S00160988,55.83318382,-4.276367816,117,-,117
S00160989,55.8337114,-4.257011601,85,1,84
S00160990,55.83320938,-4.282262022,121,-,121
S00160991,55.8335968,-4.280272558,64,-,64
S00160992,55.83360399,-4.278915565,67,-,67
S00160993,55.83094796,-4.352183934,78,3,76
S00160994,55.83391436,-4.254276591,65,1,64
S00160995,55.83074134,-4.356403164,77,1,76
S00160996,55.83335036,-4.280960786,71,-,71
S00160997,55.83349702,-4.264760332,111,-,111
S00160998,55.83372339,-4.254888349,88,1,87
S00160999,55.83129228,-4.348276374,103,-,103
S00161000,55.83384146,-4.157641689,81,4,77
S00161001,55.83331182,-4.277221677,95,-,95
S00161002,55.83088376,-4.345664809,90,7,83
S00161003,55.83301443,-4.280174584,94,-,94
S00161004,55.83303532,-4.278562904,94,2,92
S00161005,55.8330969,-4.249837732,102,-,102
S00161006,55.83394442,-4.152792751,91,3,84
S00161007,55.83316257,-4.255574498,84,2,80
S00161008,55.83346762,-4.255113082,76,-,76
S00161009,55.83097849,-4.365583623,191,2,189
S00161010,55.83283457,-4.28308643,126,2,124
S00161011,55.83275418,-4.280638425,66,-,66
S00161012,55.82912267,-4.356448954,175,6,169
S00161013,55.83248267,-4.281708427,82,-,82
S00161014,55.83134783,-4.34772081,98,3,93
S00161015,55.83257046,-4.279398043,101,-,101
S00161016,55.83285887,-4.261832799,131,-,131
S00161017,55.83052542,-4.346074381,119,3,119
S00161018,55.83202124,-4.288643856,81,-,81
S00161019,55.83301881,-4.254592049,115,-,115
S00161020,55.83245638,-4.277794456,73,-,73
S00161021,55.83234631,-4.28372851,126,-,126
S00161022,55.83192382,-4.26136331,162,4,158
S00161023,55.82997048,-4.336986907,105,7,98
S00161024,55.83251151,-4.238577724,154,-,154
S00161025,55.8325319,-4.235480918,130,3,127
S00161026,55.83228338,-4.286631188,78,-,78
S00161027,55.8321568,-4.28037988,100,2,98
S00161028,55.82509105,-4.339775697,99,5,97
S00161029,55.83033566,-4.359747987,147,1,146
S00161030,55.83286492,-4.255142062,65,-,65
S00161031,55.83191184,-4.282441493,103,2,101
S00161032,55.83200803,-4.286455333,103,1,102
S00161033,55.82939356,-4.285439601,102,-,102
S00161034,55.83118038,-4.27923685,68,1,67
S00161035,55.83195336,-4.279234177,83,-,83
S00161036,55.83145907,-4.25387899,140,2,138
S00161037,55.83202974,-4.280931353,61,-,61
S00161038,55.83014542,-4.338658116,89,3,86
S00161039,55.83109007,-4.289419508,85,2,83
S00161040,55.8307995,-4.294400561,142,2,140
S00161041,55.83167625,-4.282060405,84,2,83
S00161042,55.8304142,-4.290481595,135,2,137
S00161043,55.83292675,-4.15701614,110,3,108
S00161044,55.83157078,-4.279994257,77,-,77
S00161045,55.83016742,-4.34033612,57,1,58
S00161046,55.83119806,-4.257329048,113,6,107
S00161047,55.83137949,-4.281100867,70,1,69
S00161048,55.83299445,-4.153666436,118,4,115
S00161049,55.83164518,-4.240252543,132,2,131
S00161050,55.82855079,-4.364701666,90,5,85
S00161051,55.82860772,-4.361272029,153,1,152
S00161052,55.82827234,-4.367495086,183,2,182
S00161053,55.82898016,-4.353566095,186,6,180
S00161054,55.82973252,-4.346649385,115,3,113
S00161055,55.82890497,-4.366846912,92,5,88
S00161056,55.83108492,-4.237457791,130,4,123
S00161057,55.8271258,-4.370091941,132,1,131
S00161058,55.83320929,-4.149606245,86,1,84
S00161059,55.83028549,-4.288222504,63,1,62
S00161060,55.83069953,-4.279480175,66,-,66
S00161061,55.83024303,-4.278894574,84,2,82
S00161062,55.83031509,-4.255489448,106,4,106
S00161063,55.831565,-4.155232128,71,2,69
S00161064,55.82863522,-4.293825989,153,2,149
S00161065,55.82833806,-4.341535559,110,3,107
S00161066,55.82890272,-4.338312051,104,5,99
S00161067,55.83254888,-4.150368229,121,3,118
S00161068,55.82795785,-4.369823213,108,1,107
S00161069,55.82983254,-4.280674945,122,-,122
S00161070,55.82787486,-4.359183758,91,1,90
S00161071,55.82998936,-4.278033425,107,1,109
S00161072,55.82736805,-4.374306107,118,2,116
S00161073,55.8284199,-4.341013544,97,1,94
S00161074,55.82921915,-4.278371608,108,2,106
S00161075,55.83189816,-4.15724661,85,3,88
S00161076,55.82930388,-4.287845483,158,1,157
S00161077,55.83039409,-4.25068761,100,2,99
S00161078,55.82773506,-4.350057861,131,-,131
S00161079,55.82742293,-4.357910933,114,3,111
S00161080,55.82995913,-4.276754211,55,6,51
S00161081,55.82986846,-4.282130141,76,4,72
S00161082,55.83039686,-4.249554032,72,1,71
S00161083,55.82839852,-4.339303717,90,4,86
S00161084,55.8286864,-4.343536508,87,-,87
S00161085,55.82789936,-4.35086615,101,5,96
S00161086,55.82940209,-4.290294338,138,-,138
S00161087,55.8282399,-4.338192425,87,6,81
S00161088,55.83038664,-4.237800915,101,1,100
S00161089,55.82947914,-4.279376823,104,1,103
S00161090,55.83143585,-4.153883654,74,-,74
S00161091,55.82747424,-4.360388984,107,-,107
S00161092,55.82937681,-4.275682266,96,2,94
S00161093,55.82930986,-4.281235152,142,-,142
S00161094,55.83074872,-4.160264761,112,-,112
S00161095,55.82725729,-4.36746533,82,-,82
S00161096,55.8272909,-4.373646742,68,-,68
S00161097,55.82919324,-4.276374123,78,3,78
S00161098,55.82858157,-4.25641099,82,2,83
S00161099,55.82745059,-4.347070775,65,4,70
S00161100,55.83091237,-4.151443546,118,7,111
S00161101,55.82761735,-4.344925225,111,1,109
S00161102,55.82965848,-4.27842924,74,1,71
S00161103,55.82591209,-4.358426223,173,3,171
S00161104,55.8269714,-4.364573856,98,2,96
S00161105,55.82711228,-4.361452825,82,5,79
S00161106,55.83036997,-4.162894407,133,5,124
S00161107,55.829236,-4.27746243,76,1,71
S00161108,55.83006962,-4.231012295,99,1,98
S00161109,55.82683549,-4.285257592,120,-,120
S00161110,55.82678373,-4.35092656,103,1,100
S00161111,55.82898509,-4.257440321,75,-,75
S00161112,55.82873969,-4.297376958,90,1,86
S00161113,55.82628073,-4.297663045,101,7,97
S00161114,55.82888217,-4.279581406,96,-,96
S00161115,55.82862853,-4.280173329,103,-,98
S00161116,55.8282458,-4.293020654,104,-,104
S00161117,55.83038114,-4.150472109,89,-,87
S00161118,55.82851559,-4.277053059,72,-,72
S00161119,55.82945637,-4.250361977,113,4,113
S00161120,55.82893243,-4.250507352,64,2,62
S00161121,55.82970818,-4.233099342,96,8,88
S00161122,55.82836923,-4.275735176,128,4,126
S00161123,55.82988282,-4.2323908,62,1,65
S00161124,55.829769,-4.231234594,71,-,71
S00161125,55.82553262,-4.345374534,99,4,95
S00161126,55.82813426,-4.28210838,147,4,143
S00161127,55.82961954,-4.23451539,75,2,74
S00161128,55.83059367,-4.155785163,87,4,83
S00161129,55.8303968,-4.157786207,85,5,78
S00161130,55.82653789,-4.365617334,81,2,78
