OA_Code,Latitude,Longitude,All people,"Female, All","Male, All","All people, 0 - 4","All people, 5 - 9","All people, 10 - 14","All people, 15","All people, 16 - 17","All people, 18 - 19","All people, 20 - 24","All people, 25 - 29","All people, 30 - 34","All people, 35 - 39","All people, 40 - 44","All people, 45 - 49","All people, 50 - 54","All people, 55 - 59","All people, 60 - 64","All people, 65 - 69","All people, 70 - 74","All people, 75 - 79","All people, 80 - 84","All people, 85 and over","Female, 0 - 4","Female, 5 - 9","Female, 10 - 14","Female, 15","Female, 16 - 17","Female, 18 - 19","Female, 20 - 24","Female, 25 - 29","Female, 30 - 34","Female, 35 - 39","Female, 40 - 44","Female, 45 - 49","Female, 50 - 54","Female, 55 - 59","Female, 60 - 64","Female, 65 - 69","Female, 70 - 74","Female, 75 - 79","Female, 80 - 84","Female, 85 and over"
S00135936,57.16252937,-2.111350132,118,61,54,6,9,7,4,3,-,24,9,9,15,14,6,4,2,6,1,2,-,-,-,4,7,6,1,1,-,17,2,5,9,2,7,-,-,1,-,1,-,-,-
S00135937,57.16176083,-2.106751698,122,61,64,6,6,2,3,-,6,18,7,5,5,8,6,10,3,5,9,7,6,2,3,3,2,1,1,2,3,8,6,2,2,6,-,4,2,1,5,3,5,-,3
S00135938,57.16236147,-2.158766491,117,65,52,9,6,11,2,5,5,5,5,7,9,8,15,2,2,3,6,9,4,3,2,2,5,6,2,1,1,3,1,4,7,5,6,2,2,3,5,5,2,-,2
S00135939,57.16274803,-2.117815289,73,37,39,2,2,4,-,-,-,17,11,10,5,-,1,7,5,4,1,3,2,1,1,1,2,-,-,-,-,7,5,5,4,-,-,3,-,3,-,1,2,-,-
S00135940,57.16191139,-2.166402752,94,46,48,2,4,7,1,2,1,4,3,4,5,5,-,9,2,9,14,8,5,4,7,2,1,3,-,1,1,2,4,3,1,2,-,5,2,4,6,2,2,1,4
S00135941,57.16196738,-2.095724855,120,49,73,4,5,-,-,-,8,38,18,8,10,9,4,6,2,2,4,6,-,-,-,1,-,-,-,-,4,15,10,7,4,3,2,1,-,-,2,3,-,-,-
S00135942,57.16150015,-2.134873048,142,74,72,4,10,9,-,1,-,2,5,2,9,11,6,11,5,15,6,13,8,9,7,3,3,6,-,-,-,1,2,1,6,4,4,5,1,8,4,6,4,3,7
S00135943,57.16018099,-2.227216659,119,64,55,8,6,13,4,-,-,6,2,6,13,10,6,11,12,6,6,6,3,2,1,6,3,6,-,-,-,4,2,3,6,6,5,8,5,3,2,4,1,2,1
S00135944,57.16246624,-2.167975896,170,88,82,3,10,13,-,8,4,17,3,7,13,4,11,16,17,16,11,6,2,2,3,2,5,5,-,2,2,7,1,4,9,3,5,13,12,10,6,3,2,2,3
S00135945,57.16246977,-2.107596934,79,48,36,1,5,2,-,1,3,6,9,5,10,9,3,3,5,3,7,4,6,2,2,-,4,2,-,-,3,5,6,4,3,2,3,2,3,-,2,2,3,2,4
S00135946,57.16176877,-2.207783784,173,93,80,10,13,15,5,3,4,9,14,17,13,19,21,12,10,3,8,2,-,-,-,6,6,6,3,5,2,4,7,5,4,12,14,10,4,3,3,2,-,-,-
S00135947,57.16192563,-2.122954393,128,63,65,3,6,7,-,-,2,10,7,12,9,16,6,8,7,9,4,5,2,6,5,-,3,1,-,-,2,8,2,8,3,9,3,1,3,4,1,4,1,4,5
S00135948,57.16251151,-2.088732749,134,65,69,7,2,2,-,2,6,38,13,11,7,11,7,4,6,3,8,2,-,1,-,6,-,1,-,-,1,19,10,7,2,2,4,1,2,1,8,1,-,1,-
S00135949,57.16132966,-2.212509654,174,87,87,13,16,15,4,6,5,4,3,8,16,17,13,20,16,11,2,4,1,-,4,5,7,8,1,2,2,2,2,2,9,5,7,12,9,4,-,3,-,-,1
S00135950,57.16240008,-2.170405962,77,38,40,1,8,9,-,1,1,4,4,2,5,1,11,7,3,7,1,5,4,-,1,1,3,3,-,1,-,-,3,2,3,-,6,2,2,4,1,3,-,-,1
S00135951,57.16242967,-2.090121332,135,58,77,4,1,1,-,-,15,60,20,7,5,4,4,3,4,2,2,-,-,1,-,2,1,-,-,-,4,25,8,4,2,3,2,2,2,1,1,-,-,-,-
S00135952,57.16190255,-2.118953362,78,39,39,9,6,4,3,2,-,7,8,8,8,7,1,3,12,2,3,2,1,-,-,5,-,1,1,2,-,3,5,3,4,3,1,3,4,1,2,-,1,-,-
S00135953,57.16178621,-2.097675257,117,59,55,1,-,3,-,2,10,39,18,4,3,2,3,6,6,1,8,4,2,-,1,1,-,1,-,1,-,25,9,1,2,1,4,4,-,1,1,1,2,2,1
S00135954,57.16093661,-2.21647519,151,74,74,9,7,15,2,5,4,10,3,10,8,9,13,21,11,11,4,3,1,1,-,5,3,9,2,3,2,4,3,4,4,7,4,13,6,5,2,2,-,-,-
S00135955,57.16120419,-2.157554647,134,75,59,5,7,5,4,4,1,6,4,8,9,8,10,12,15,12,8,16,4,1,2,2,5,3,1,3,1,2,2,5,1,5,7,8,7,5,8,7,1,1,2
S00135956,57.16159321,-2.140114265,115,59,59,3,8,3,2,3,1,8,8,10,4,8,4,4,12,9,8,5,6,6,6,-,4,2,2,2,-,-,4,7,3,4,1,3,6,1,6,2,4,3,2
S00135957,57.16111367,-2.117231443,110,57,53,10,-,-,-,-,2,27,12,18,10,7,2,9,4,3,-,-,-,6,-,1,-,-,-,-,2,14,6,7,2,4,1,4,2,2,-,-,-,4,-
S00135958,57.16168948,-2.150067363,81,39,42,3,4,8,-,5,1,5,1,2,3,5,5,7,10,5,2,12,-,3,1,1,1,4,-,1,1,3,-,2,2,3,2,5,3,4,1,4,-,2,1
S00135959,57.16155931,-2.120919651,131,75,56,4,7,7,2,1,-,15,2,5,7,12,7,14,9,4,6,8,7,7,5,2,1,3,1,-,-,10,2,5,3,6,3,9,5,2,2,5,4,7,4
S00135960,57.16151317,-2.139386523,165,96,69,16,15,8,1,3,3,8,9,11,16,16,8,9,9,8,10,2,4,2,4,9,8,7,1,1,3,6,4,6,7,9,3,7,7,4,3,1,2,2,5
S00135961,57.16112867,-2.160430986,177,87,90,11,13,17,4,2,2,9,6,8,10,12,10,19,10,14,12,12,2,3,2,5,8,6,4,2,1,6,2,7,6,7,5,6,5,7,6,3,2,2,1
S00135962,57.16040662,-2.104119167,100,48,48,6,7,-,1,-,2,16,13,4,13,5,2,2,4,12,7,-,1,6,-,-,-,2,-,-,-,8,6,2,7,2,1,1,2,8,1,-,-,6,-
S00135963,57.16086932,-2.224096253,192,95,97,9,15,17,5,5,2,10,3,13,10,12,20,15,11,14,9,10,1,-,3,4,5,9,1,3,1,6,-,3,9,7,8,6,8,9,4,6,2,-,1
S00135964,57.16197282,-2.100254882,114,52,62,7,5,7,-,1,1,26,11,12,4,10,3,4,5,3,6,2,3,1,1,4,3,3,-,-,-,13,4,6,2,3,3,2,2,1,3,1,-,1,1
S00135965,57.16123679,-2.099525452,103,56,49,7,4,1,-,-,-,37,17,6,3,-,2,7,1,2,4,3,-,-,2,3,4,1,-,-,-,21,11,3,3,-,2,3,1,-,2,-,-,-,2
S00135966,57.16166816,-2.145289306,86,36,48,4,3,1,-,-,-,4,6,3,6,6,6,5,6,15,9,3,1,5,3,2,-,1,-,-,-,-,2,-,2,1,3,2,-,8,5,-,-,5,2
S00135967,57.1610037,-2.137070057,106,57,49,3,10,7,1,6,4,6,3,5,12,10,9,8,8,6,4,3,3,3,4,1,5,1,-,2,-,2,-,6,6,3,6,5,4,2,4,1,2,4,3
S00135968,57.16136973,-2.154463748,158,83,73,11,9,13,1,-,1,2,9,9,14,2,5,14,11,11,16,15,6,4,2,3,5,3,-,-,1,2,4,5,9,4,1,8,6,7,12,7,3,2,1
S00135969,57.16166931,-2.108718832,79,30,47,3,-,1,2,-,3,19,8,6,10,5,2,-,3,5,4,1,2,-,-,2,-,-,-,-,-,11,2,4,6,-,-,-,-,2,-,1,-,-,-
S00135970,57.16121127,-2.151817875,102,56,49,3,7,11,-,2,2,5,2,6,3,7,1,11,5,7,10,10,7,2,3,1,1,5,-,2,3,4,3,4,2,3,4,2,4,7,6,6,5,2,2
S00135971,57.15995884,-2.090826181,117,58,55,2,2,2,-,1,2,31,22,9,5,8,10,5,6,3,1,5,1,1,4,-,-,2,-,1,-,16,12,2,3,6,2,3,4,1,-,3,1,-,-
S00135972,57.16176585,-2.088830155,94,41,50,5,2,-,-,-,-,8,11,4,7,5,2,10,10,4,4,7,8,5,5,1,2,-,-,-,-,4,10,5,2,3,1,1,2,2,2,3,2,2,4
S00135973,57.1611245,-2.141534286,120,63,60,6,10,4,4,1,-,13,6,10,4,8,8,12,8,6,6,6,3,3,4,3,7,2,4,-,-,3,2,5,3,6,4,2,5,5,4,1,2,-,2
S00135974,57.16052395,-2.132108601,96,52,44,2,3,4,1,1,-,5,11,7,5,3,2,12,8,18,5,2,5,4,1,2,3,2,-,-,1,2,5,3,1,2,2,6,5,7,3,-,4,2,1
S00135975,57.16091738,-2.115792499,82,31,54,3,4,-,3,1,3,6,6,10,7,6,6,12,7,11,-,-,-,-,-,2,-,-,-,-,4,-,2,6,3,-,1,6,4,3,1,-,-,-,-
S00135976,57.16087475,-2.091307872,112,64,48,-,-,-,-,-,9,42,11,7,4,4,3,7,6,3,2,3,4,-,4,-,-,-,-,-,2,28,7,4,3,1,1,4,4,3,1,1,2,-,2
S00135977,57.16142936,-2.16408601,78,42,36,4,5,3,-,3,1,2,4,9,4,6,3,4,7,6,6,2,3,-,-,1,1,2,-,3,2,2,1,7,4,2,2,3,6,2,2,-,2,-,-
S00135978,57.16150185,-2.093623998,117,64,53,2,2,1,-,1,25,40,11,13,6,3,-,6,2,7,2,-,-,-,-,2,2,1,-,-,14,23,6,4,3,1,-,3,2,2,2,-,-,-,-
S00135979,57.16129014,-2.167474577,89,47,42,2,6,4,-,3,3,3,9,10,8,4,9,13,10,5,3,-,1,-,2,2,1,2,-,1,2,3,5,3,4,-,7,4,6,5,2,-,1,-,2
S00135980,57.1610603,-2.207068908,106,54,52,6,7,9,3,1,1,5,5,6,6,12,16,13,5,2,1,1,4,-,-,3,3,4,3,1,1,2,1,3,3,4,10,7,1,2,1,-,2,-,-
S00135981,57.16002401,-2.219528284,156,83,73,6,11,8,1,10,3,9,1,4,1,7,14,19,28,8,4,6,1,1,-,5,6,4,1,3,3,4,-,2,1,4,11,8,19,3,1,4,1,1,-
S00135982,57.16055733,-2.11658492,82,45,41,4,2,-,-,-,1,15,12,13,8,8,4,5,3,2,3,6,-,-,-,4,2,-,-,-,1,9,5,5,4,4,3,1,-,2,-,6,-,-,-
S00135983,57.16071783,-2.107889417,116,63,53,4,4,3,-,-,8,36,14,8,5,4,1,7,1,9,5,8,4,-,-,1,-,3,-,-,5,27,6,4,4,2,-,3,-,4,2,2,3,-,-
S00135984,57.15642592,-2.170742118,117,60,57,6,3,5,-,1,1,4,10,6,2,10,6,4,9,5,8,9,13,4,8,4,-,2,-,1,-,3,4,7,2,4,2,1,6,3,4,6,7,4,7
S00135985,57.16046313,-2.130141049,119,59,60,8,6,3,1,1,5,5,8,16,23,5,5,11,8,6,3,1,2,1,4,3,1,1,-,1,4,7,5,6,6,1,-,6,5,1,1,1,1,1,4
S00135986,57.16085352,-2.16479435,126,67,63,-,10,6,4,2,2,4,6,4,5,4,10,16,9,15,10,7,3,1,7,-,6,1,-,1,1,3,4,3,1,2,7,6,4,7,6,4,1,1,5
S00135987,57.16101506,-2.106964466,77,41,36,-,-,1,-,-,6,26,4,9,2,-,4,7,2,3,4,1,3,1,1,-,-,-,-,-,1,18,3,7,2,-,2,3,2,-,2,1,1,1,-
S00135988,57.16088022,-2.096003089,69,35,37,-,1,1,-,1,7,22,6,1,1,-,4,2,3,11,4,3,1,2,-,-,1,-,-,1,1,13,4,1,1,-,1,-,3,4,2,-,-,1,-
S00135989,57.16089519,-2.120272715,95,56,41,2,-,3,-,-,-,12,12,7,4,1,7,11,9,8,2,5,2,-,2,1,-,2,-,-,-,9,3,6,4,1,2,4,2,6,2,4,2,-,1
S00135990,57.15197949,-2.200919106,69,38,31,6,5,4,2,2,-,3,4,1,5,4,8,6,3,2,4,4,8,-,-,4,4,2,2,2,-,-,2,1,2,4,3,2,2,1,2,2,5,-,-
S00135991,57.16112101,-2.098268669,71,44,27,-,-,-,-,-,4,40,12,3,2,3,3,1,3,-,1,-,1,1,-,-,-,-,-,-,4,28,5,2,1,-,1,1,1,-,1,-,1,-,-
S00135992,57.16056771,-2.149137004,99,49,45,1,2,6,1,3,-,4,7,3,6,5,7,16,15,1,4,7,7,3,2,1,-,3,-,2,-,2,4,1,2,2,4,5,6,4,1,5,5,1,2
S00135993,57.16025236,-2.212123229,107,56,51,7,1,9,-,6,1,4,11,10,6,4,12,12,5,6,8,2,2,-,-,4,-,6,-,3,-,3,5,4,2,-,11,7,1,3,4,2,2,-,-
S00135994,57.16012401,-2.213643447,175,97,81,8,19,21,3,3,4,9,3,5,13,19,22,8,10,15,4,3,1,2,2,5,10,7,3,2,3,7,1,3,7,10,10,6,6,6,2,2,1,1,1
S00135995,57.16080673,-2.09810251,65,26,39,2,-,-,-,-,6,42,4,1,4,-,2,-,-,1,2,1,3,-,-,-,-,-,-,-,-,16,3,-,2,-,-,-,-,-,1,-,3,-,-
S00135996,57.16046698,-2.207330104,176,83,94,13,12,7,5,9,3,6,8,16,10,15,17,17,9,8,3,9,1,-,1,7,6,2,2,3,3,4,5,11,1,7,11,6,2,3,1,6,1,-,-
S00135997,57.16038852,-2.156129403,118,66,52,5,3,5,2,-,2,5,-,4,2,3,10,6,-,14,8,14,6,14,16,2,1,5,-,-,2,1,-,4,1,3,2,1,-,7,5,9,4,9,10
S00135998,57.15999727,-2.110102604,93,54,39,-,3,3,1,-,1,29,12,3,2,3,5,6,6,2,3,4,5,2,-,-,1,2,1,1,1,19,6,2,-,2,2,1,4,-,1,2,4,-,-
S00135999,57.15981679,-2.111027854,99,52,46,4,1,1,-,-,5,16,17,13,12,9,3,6,1,2,3,3,3,-,-,-,1,1,-,-,2,11,14,6,7,1,2,-,1,1,2,1,3,-,-
S00136000,57.16050327,-2.126024661,131,74,57,5,6,4,-,-,-,4,3,4,4,6,3,7,4,13,16,9,18,12,13,1,2,2,-,-,-,4,2,3,1,4,2,5,3,7,10,7,10,4,7
S00136001,57.16061531,-2.089835858,75,37,38,-,-,-,-,-,-,8,9,6,4,3,1,7,7,5,4,10,3,1,4,-,-,-,-,-,-,2,7,3,2,1,1,4,2,4,2,5,1,-,2
S00136002,57.16031775,-2.122882918,108,62,46,13,5,10,-,2,-,8,10,7,8,6,10,2,3,4,6,10,-,3,-,7,3,1,-,2,-,7,11,6,4,5,5,-,-,3,2,3,-,3,1
S00136003,57.16066166,-2.099804953,70,37,31,-,1,-,-,2,-,18,17,16,9,-,2,1,1,-,1,-,1,-,-,-,-,-,-,-,-,16,6,10,3,-,-,-,1,-,1,-,-,-,-
S00136004,57.16045912,-2.133943447,76,39,34,4,4,1,-,4,1,4,7,3,7,7,10,6,4,2,1,3,4,-,1,3,2,1,-,2,-,-,6,2,3,5,6,4,1,2,1,-,1,-,1
S00136005,57.16050136,-2.159254475,146,81,62,14,13,21,-,3,1,3,8,15,14,11,2,6,7,9,6,4,4,4,6,6,4,14,-,2,-,-,3,10,8,7,1,2,2,4,5,2,4,-,4
S00136006,57.16003498,-2.118005028,66,33,33,4,3,1,-,-,1,17,8,6,7,7,4,4,1,-,3,-,-,-,4,1,-,1,-,-,1,8,10,1,5,5,1,-,-,-,-,-,-,-,4
S00136007,57.15982814,-2.135958059,168,86,83,8,9,9,1,3,3,14,18,9,10,10,12,12,13,8,6,4,6,12,6,5,8,4,1,2,3,2,6,4,6,7,4,5,9,4,2,3,5,5,3
S00136008,57.16037682,-2.135298789,78,36,38,10,6,-,1,-,-,3,11,11,11,8,4,4,3,1,2,2,3,-,-,3,2,1,-,-,-,1,4,4,4,6,2,3,2,1,2,-,1,-,-
S00136009,57.16043553,-2.139101414,113,57,58,5,6,5,1,2,2,9,2,9,11,7,6,11,8,9,8,6,3,1,1,-,1,4,1,1,2,3,2,3,6,5,3,8,1,3,6,3,2,1,-
S00136010,57.15951711,-2.21658261,131,70,61,3,9,9,-,5,-,6,8,4,7,10,15,8,11,18,4,5,3,4,1,2,8,-,-,3,1,4,4,-,2,5,9,3,7,8,2,3,2,4,-
S00136011,57.16037123,-2.140374151,126,63,63,5,6,5,2,3,3,4,12,9,8,11,13,12,6,12,5,1,4,1,2,4,3,2,1,-,4,1,7,4,2,8,9,2,4,5,-,1,5,1,2
S00136012,57.16033394,-2.141580858,110,50,60,5,4,3,1,-,-,5,7,10,4,12,7,12,4,6,10,10,7,1,-,1,4,1,-,-,-,2,4,4,2,5,5,8,-,7,4,3,5,-,-
S00136013,57.15948374,-2.111787316,88,40,49,3,1,-,-,-,5,24,13,11,10,1,6,2,6,-,3,-,-,2,2,2,1,-,-,-,-,15,7,4,4,1,1,2,3,-,-,-,-,2,-
S00136014,57.15893305,-2.141178738,121,57,68,12,11,-,1,2,-,10,16,8,16,8,4,6,9,10,1,4,2,-,-,2,3,-,1,1,-,4,12,6,4,3,1,3,5,6,1,-,-,-,-
S00136015,57.15961963,-2.099802139,113,51,62,2,2,1,1,-,6,26,17,9,5,3,6,3,1,8,12,3,1,1,5,1,4,-,1,-,5,5,6,8,7,-,2,1,1,5,5,4,1,1,5
S00136016,57.15961039,-2.100132751,114,52,65,1,-,-,-,1,13,59,13,8,3,2,-,6,6,2,4,2,2,-,-,-,-,-,-,-,4,21,9,4,2,-,-,1,6,2,3,-,-,-,-
S00136017,57.15878285,-2.112033169,153,89,64,3,3,6,1,1,5,38,18,10,10,10,4,10,12,8,6,7,4,2,2,1,3,5,1,-,2,27,6,7,2,8,2,4,8,4,3,3,2,2,2
S00136018,57.15998619,-2.101968822,154,76,78,8,6,7,-,-,-,44,18,22,15,7,4,4,3,7,-,-,-,-,-,7,4,1,-,-,-,27,11,11,5,3,2,1,2,2,2,-,-,-,-
S00136019,57.15976743,-2.094561922,871,538,333,1,-,-,-,11,433,293,74,29,4,5,9,3,-,1,6,1,2,-,-,1,-,-,-,9,280,192,32,12,1,2,4,1,-,1,3,1,1,-,-
S00136020,57.15902426,-2.162289931,134,63,71,5,9,8,2,2,3,5,7,5,6,6,11,16,13,7,11,11,1,5,5,1,3,3,1,-,-,3,3,3,5,5,8,7,4,4,7,-,-,5,4
S00136021,57.16020791,-2.115591892,66,33,33,5,1,2,-,2,1,20,8,8,2,3,1,5,4,1,3,-,-,-,-,-,-,2,-,2,1,11,2,4,-,-,3,1,-,-,2,-,-,-,-
S00136022,57.15876507,-2.146650015,133,59,74,9,16,4,-,2,-,2,12,21,15,8,10,5,1,2,3,7,1,7,1,3,8,2,-,2,-,1,8,6,7,2,7,1,1,-,2,3,-,3,-
S00136023,57.16025498,-2.147730511,65,39,26,-,1,4,2,4,2,-,-,-,-,4,4,2,1,2,7,7,10,11,7,-,-,3,1,2,-,-,-,-,-,1,2,2,-,2,8,2,6,8,4
S00136024,57.1598451,-2.159648417,88,38,49,7,4,4,-,-,1,5,8,6,5,5,3,4,8,7,5,4,2,4,8,3,-,1,-,-,1,3,3,-,2,1,2,3,4,2,3,2,1,4,4
S00136025,57.15994735,-2.163947181,115,68,46,9,6,10,1,5,2,5,2,11,9,8,3,7,7,7,4,3,3,1,4,5,7,4,1,3,1,4,2,7,7,5,2,5,3,6,4,1,-,1,3
S00136026,57.15975584,-2.108828928,139,92,49,-,1,4,-,-,13,76,13,9,1,2,4,4,2,3,3,1,1,3,1,-,1,3,-,-,12,48,8,2,1,2,3,1,2,2,2,1,1,2,1
S00136027,57.15960354,-2.108349056,71,42,29,8,2,-,-,-,2,26,5,3,6,4,3,1,-,1,-,5,5,1,-,4,-,-,-,-,2,22,3,2,4,-,1,-,-,-,-,4,2,1,-
S00136028,57.15916434,-2.126482984,62,23,35,-,2,1,1,-,-,5,8,6,2,4,3,5,3,2,4,2,4,-,3,-,1,1,-,-,-,3,4,1,1,1,1,1,1,2,-,-,4,-,3
S00136029,57.15920777,-2.228896918,92,44,41,5,7,10,3,-,2,1,7,5,6,6,7,2,9,9,4,6,3,2,2,1,2,5,1,-,2,1,1,2,4,2,2,2,7,7,1,3,2,1,1
S00136030,57.15931171,-2.226070632,143,66,77,7,3,3,1,-,1,5,9,9,10,8,8,7,7,5,11,13,11,4,20,3,2,2,-,-,-,2,6,2,3,5,4,3,3,4,5,7,5,1,10
S00136031,57.15887141,-2.122960769,118,61,57,3,5,9,-,2,1,10,9,15,10,6,7,11,11,8,3,4,2,-,2,-,5,7,-,-,-,5,3,11,3,2,3,4,7,3,-,2,1,-,2
S00136032,57.15954211,-2.106662631,108,50,59,-,5,-,1,1,2,27,18,12,12,4,3,5,8,2,6,3,1,3,-,-,1,-,1,-,1,18,6,6,2,1,-,3,2,2,4,2,1,1,-
S00136033,57.15987046,-2.12994058,145,66,79,6,7,9,2,5,-,8,17,17,5,16,10,6,7,5,4,6,3,1,5,2,3,3,-,1,-,5,8,6,1,12,2,3,1,5,4,3,2,1,5
S00136034,57.15957965,-2.114994781,108,52,56,-,2,4,1,1,3,47,11,5,5,4,4,7,4,6,-,3,1,-,-,-,2,-,-,-,3,24,5,3,2,-,2,5,2,2,-,-,1,-,-
S00136035,57.15997063,-2.119558831,129,71,58,1,3,-,-,-,2,37,38,13,10,5,7,1,1,2,-,5,-,1,-,-,2,-,-,-,2,30,19,8,4,1,5,1,1,-,-,-,-,1,-
S00136036,57.15918127,-2.118349468,109,42,66,3,4,4,-,-,-,24,13,10,12,7,3,5,10,4,6,-,-,-,-,2,3,2,-,-,-,7,3,4,1,2,3,1,6,2,1,-,-,-,-
S00136037,57.15976161,-2.13928073,99,53,46,7,12,1,2,2,2,5,4,11,8,9,8,9,6,2,2,3,-,2,3,7,5,-,2,-,2,2,2,6,5,5,2,6,3,1,1,3,-,2,3
S00136038,57.15896827,-2.163893247,81,48,36,-,9,3,-,2,1,6,4,6,4,3,5,6,4,4,9,6,2,-,7,-,6,3,-,2,1,4,3,3,1,3,2,4,1,-,2,2,2,-,4
S00136039,57.15937151,-2.125921614,85,40,45,4,3,1,-,3,1,12,13,10,6,3,4,11,1,3,4,5,3,-,-,-,-,1,-,1,1,6,6,8,3,1,1,3,-,1,4,1,3,1,-
S00136040,57.15887317,-2.161032872,84,48,36,2,9,3,-,1,-,2,9,9,9,8,-,7,7,6,5,5,2,2,-,1,4,3,-,1,-,2,5,4,6,1,-,3,4,4,2,4,2,2,-
S00136041,57.15957118,-2.148653563,146,80,66,7,4,11,2,2,2,5,3,8,4,7,10,22,10,13,11,10,9,1,2,5,-,7,2,1,-,4,1,5,5,4,4,12,6,9,6,5,4,-,2
S00136042,57.15914549,-2.151561422,113,50,59,1,11,5,2,2,-,13,3,4,2,13,8,12,5,11,8,7,4,4,1,-,6,2,2,-,-,2,2,2,2,7,3,7,-,4,4,4,1,4,-
S00136043,57.15911008,-2.151131455,91,49,44,8,4,1,1,4,-,1,7,4,9,6,6,13,6,8,7,2,2,1,4,5,2,-,-,2,-,-,3,1,5,1,4,6,3,4,3,-,2,-,1
S00136044,57.15978941,-2.121178374,63,31,32,-,1,1,-,-,-,3,12,4,4,-,5,8,6,3,8,-,1,3,2,-,1,-,-,-,-,1,5,1,4,1,7,3,1,1,5,-,1,2,2
S00136045,57.15944736,-2.154472253,146,77,69,7,6,10,4,2,4,2,6,3,20,13,5,18,10,12,14,4,1,2,2,5,5,11,2,1,1,1,3,2,12,6,2,11,5,4,9,3,-,2,-
S00136046,57.15856855,-2.153228729,90,42,44,5,7,5,-,2,1,4,3,11,4,6,4,6,6,6,5,7,4,6,1,1,4,2,-,1,-,1,3,5,2,3,4,3,2,4,1,4,2,2,1
S00136047,57.15870905,-2.140665408,131,68,63,10,10,7,-,3,3,4,12,10,12,7,12,11,11,8,6,1,4,6,2,3,4,2,-,1,2,4,10,6,4,5,1,4,7,3,2,-,3,5,1
S00136048,57.15889712,-2.156304956,107,62,45,7,3,10,1,2,-,4,1,10,12,5,5,9,5,5,4,7,5,-,1,5,3,7,-,1,-,2,-,6,5,5,4,8,2,5,-,4,5,-,1
S00136049,57.15904755,-2.117257955,148,68,80,9,13,6,3,2,2,21,9,7,11,14,11,3,10,9,6,9,1,5,-,5,3,4,1,-,1,2,3,4,7,9,4,-,3,1,4,7,1,1,-
S00136050,57.15827912,-2.220774313,143,71,70,6,9,12,5,5,2,5,3,5,4,13,14,11,7,15,14,11,4,4,1,2,3,7,2,4,2,-,3,2,1,8,7,5,4,10,5,7,1,1,-
S00136051,57.15882295,-2.15813964,111,59,52,4,5,5,-,4,1,5,5,2,7,13,4,10,13,10,6,8,5,4,-,1,3,3,-,2,2,2,3,-,2,6,-,5,6,4,5,6,2,4,1
S00136052,57.15910681,-2.100792651,64,28,36,3,2,-,-,-,-,18,8,11,3,4,4,2,3,4,2,4,2,1,-,-,-,-,-,-,-,6,4,4,2,4,-,1,1,2,1,3,2,-,-
S00136053,57.15873925,-2.160387561,94,54,40,6,6,7,-,3,-,4,3,9,15,3,14,3,6,2,5,1,7,3,-,1,6,3,-,1,2,2,1,7,6,-,4,4,3,2,3,1,4,2,-
S00136054,57.15921258,-2.09175012,118,64,54,3,2,2,-,3,4,16,19,5,7,5,17,7,14,9,2,2,2,-,-,2,-,-,-,3,-,9,11,3,2,4,11,4,7,5,2,-,2,-,-
S00136055,57.15920838,-2.143940578,127,48,79,4,9,10,1,1,1,3,8,10,11,5,8,10,7,13,8,5,3,6,1,4,1,3,1,-,1,1,2,6,4,2,3,5,3,2,2,4,2,3,-
S00136056,57.15895409,-2.121076447,94,45,46,4,8,-,-,2,2,7,6,9,14,4,2,4,6,5,7,3,7,2,-,2,1,-,-,-,-,4,2,5,8,3,1,-,7,2,2,3,4,-,-
S00136057,57.15913339,-2.130384344,130,72,62,5,13,7,2,2,6,3,4,4,6,12,7,10,7,6,6,9,9,11,4,3,3,4,-,1,3,1,2,2,3,8,1,2,5,2,3,4,6,6,4
S00136058,57.15743002,-2.107929414,249,127,122,-,-,-,-,6,76,48,27,6,2,3,4,5,12,11,10,11,10,12,10,-,-,-,-,2,40,25,12,-,-,-,4,1,4,4,5,7,6,7,8
S00136059,57.15897797,-2.163347748,91,44,46,2,4,5,2,-,1,2,2,4,11,3,5,9,5,9,8,6,5,3,3,1,2,2,2,-,-,-,-,2,4,-,2,6,1,6,4,4,-,1,3
S00136060,57.15920285,-2.104181903,100,47,57,3,4,3,1,1,2,19,13,5,4,9,5,9,10,4,4,1,1,-,1,-,-,2,-,1,2,10,6,5,2,2,2,4,6,-,-,1,1,-,1
S00136061,57.15771653,-2.098160431,405,231,174,6,6,-,-,3,127,153,43,31,17,-,2,3,2,9,2,1,1,2,-,-,-,-,-,2,77,89,25,18,7,-,2,3,-,4,1,1,1,-,-
S00136062,57.15828918,-2.146466285,90,46,43,12,6,7,1,2,2,3,1,6,4,3,4,7,8,7,4,1,2,7,1,4,3,4,1,2,1,3,1,6,5,1,1,3,2,5,1,1,2,4,-
S00136063,57.15392334,-2.111704389,101,61,40,1,-,3,-,5,2,6,6,12,6,12,7,7,10,6,4,4,4,3,1,1,-,3,-,3,1,5,3,6,6,7,5,3,1,3,1,2,2,2,1
S00136064,57.15896674,-2.135062188,142,78,66,7,8,7,3,1,-,9,6,8,9,4,10,9,13,9,3,9,13,6,6,5,2,4,3,1,-,4,3,4,7,2,5,3,6,3,2,7,10,3,8
S00136065,57.1586912,-2.132316963,102,51,51,4,1,3,1,-,5,12,9,11,7,2,7,5,9,10,-,2,1,4,2,3,1,2,-,-,-,6,6,7,4,-,4,2,2,6,-,-,-,-,2
