OA_Code,Latitude,Longitude,Constituency
S00152172,55.74470106,-4.274907197,East Renfrewshire
S00152173,55.74043274,-4.270978585,East Renfrewshire
S00152174,55.74383753,-4.278824206,East Renfrewshire
S00152175,55.74178266,-4.282034179,East Renfrewshire
S00152176,55.74391986,-4.273411829,East Renfrewshire
S00152177,55.74277311,-4.279032989,East Renfrewshire
S00152178,55.74287057,-4.275230816,East Renfrewshire
S00152179,55.74096523,-4.280074646,East Renfrewshire
S00152180,55.74252917,-4.272311262,East Renfrewshire
S00152181,55.74174213,-4.275499693,East Renfrewshire
S00152182,55.74031958,-4.277089667,East Renfrewshire
S00152183,55.7400817,-4.285057405,East Renfrewshire
S00152184,55.73877072,-4.27531077,East Renfrewshire
S00152185,55.73977063,-4.282936298,East Renfrewshire
S00152186,55.73894545,-4.283812091,East Renfrewshire
S00152187,55.73896823,-4.267548019,East Renfrewshire
S00152188,55.73856528,-4.280571872,East Renfrewshire
S00152189,55.73902364,-4.271358707,East Renfrewshire
S00152190,55.73732931,-4.286139057,East Renfrewshire
S00152191,55.73771428,-4.268287721,East Renfrewshire
S00152192,55.73782735,-4.270922793,East Renfrewshire
S00152193,55.73636585,-4.272191917,East Renfrewshire
S00152194,55.73691852,-4.271953232,East Renfrewshire
S00152195,55.73616526,-4.284939965,East Renfrewshire
S00152196,56.10175683,-3.809136292,Falkirk
S00152197,56.08196722,-3.796348426,Falkirk
S00152198,56.05195011,-3.774205661,Falkirk
S00152199,56.0710982,-3.773061248,Falkirk
S00152200,56.0694933,-3.770304662,Falkirk
S00152201,56.07032223,-3.77202955,Falkirk
S00152202,56.06937652,-3.766540073,Falkirk
S00152203,56.0696425,-3.768046308,Falkirk
S00152204,56.06781005,-3.767368012,Falkirk
S00152205,56.05573363,-3.777928573,Falkirk
S00152206,56.06731339,-3.769417566,Falkirk
S00152207,56.06688089,-3.765735141,Falkirk
S00152208,56.0659725,-3.765789983,Falkirk
S00152209,56.06502387,-3.76802759,Falkirk
S00152210,56.06427999,-3.764122356,Falkirk
S00152211,56.06428443,-3.76569673,Falkirk
S00152212,56.06353564,-3.766529876,Falkirk
S00152213,56.06329942,-3.771723345,Falkirk
S00152214,56.04228623,-3.757515524,Falkirk
S00152215,56.04656997,-3.811127564,Falkirk
S00152216,56.03025386,-3.908648183,Falkirk
S00152217,56.03938786,-3.858981681,Falkirk
S00152218,56.04411437,-3.8649567,Falkirk
S00152219,56.04135209,-3.821895817,Falkirk
S00152220,56.04218393,-3.811788932,Falkirk
S00152221,56.04229128,-3.813656226,Falkirk
S00152222,56.04183995,-3.817455853,Falkirk
S00152223,56.04179786,-3.819701405,Falkirk
S00152224,56.02685098,-3.975223928,Falkirk
S00152225,56.02979971,-3.842792722,Falkirk
S00152226,56.04075171,-3.817517053,Falkirk
S00152227,56.04140199,-3.813020511,Falkirk
S00152228,56.03909287,-3.826396449,Falkirk
S00152229,56.04027748,-3.823466534,Falkirk
S00152230,56.03976097,-3.812172994,Falkirk
S00152231,56.03877632,-3.81618812,Falkirk
S00152232,56.03644057,-3.830123519,Falkirk
S00152233,56.03925768,-3.81950155,Falkirk
S00152234,56.0394223,-3.822350649,Falkirk
S00152235,56.0379085,-3.825666294,Falkirk
S00152236,56.03849292,-3.820781851,Falkirk
S00152237,56.03736789,-3.827583052,Falkirk
S00152238,56.03719864,-3.814701428,Falkirk
S00152239,56.03637481,-3.832736814,Falkirk
S00152240,56.03770366,-3.818850525,Falkirk
S00152241,56.03724707,-3.819952674,Falkirk
S00152242,56.03730297,-3.798991522,Falkirk
S00152243,56.0349353,-3.915059055,Falkirk
S00152244,56.0369318,-3.813292397,Falkirk
S00152245,56.03572919,-3.825370755,Falkirk
S00152246,56.03712207,-3.819288663,Falkirk
S00152247,56.03486972,-3.919855133,Falkirk
S00152248,56.03669175,-3.818610291,Falkirk
S00152249,56.03001754,-3.836624247,Falkirk
S00152250,56.03663612,-3.812010448,Falkirk
S00152251,56.03660189,-3.821045914,Falkirk
S00152252,56.03649711,-3.826915869,Falkirk
S00152253,56.01075264,-3.705105866,Linlithgow and East Falkirk
S00152254,56.03386626,-3.918505181,Falkirk
S00152255,56.03636701,-3.803394226,Falkirk
S00152256,56.03574599,-3.80161567,Falkirk
S00152257,56.03640664,-3.804985174,Falkirk
S00152258,56.03521831,-3.809423978,Falkirk
S00152259,56.03504773,-3.79712097,Falkirk
S00152260,56.01022338,-3.902222116,Falkirk
S00152261,56.03599741,-3.813890622,Falkirk
S00152262,56.03079817,-3.922204835,Falkirk
S00152263,56.03406351,-3.831648152,Falkirk
S00152264,56.03541898,-3.827506965,Falkirk
S00152265,56.03208905,-3.917791034,Falkirk
S00152266,56.03554869,-3.809567851,Falkirk
S00152267,56.0294125,-3.841041005,Falkirk
S00152268,56.03508277,-3.811311649,Falkirk
S00152269,56.0352808,-3.822877711,Falkirk
S00152270,56.03557688,-3.804577254,Falkirk
S00152271,56.03377544,-3.826835403,Falkirk
S00152272,56.03434192,-3.829237681,Falkirk
S00152273,56.03309825,-3.916460752,Falkirk
S00152274,56.03475512,-3.799932309,Falkirk
S00152275,56.03444714,-3.825775692,Falkirk
S00152276,56.03415002,-3.82277624,Falkirk
S00152277,56.03368562,-3.802402424,Falkirk
S00152278,56.03441458,-3.815196717,Falkirk
S00152279,56.03422141,-3.811833064,Falkirk
S00152280,56.03382047,-3.799936945,Falkirk
S00152281,56.03364103,-3.821949721,Falkirk
S00152282,56.03375131,-3.807124308,Falkirk
S00152283,56.03281159,-3.813596699,Falkirk
S00152284,56.03343456,-3.806050183,Falkirk
S00152285,56.03344212,-3.809212444,Falkirk
S00152286,56.03347947,-3.815842976,Falkirk
S00152287,56.0334325,-3.823898035,Falkirk
S00152288,56.03045801,-3.918657047,Falkirk
S00152289,56.03147153,-3.795863379,Falkirk
S00152290,56.03321769,-3.810421757,Falkirk
S00152291,56.03309861,-3.79890823,Falkirk
S00152292,56.03268607,-3.831213742,Falkirk
S00152293,56.03236417,-3.829288554,Falkirk
S00152294,56.0287973,-3.817693334,Falkirk
S00152295,56.03252905,-3.800374368,Falkirk
S00152296,56.03078743,-3.781692323,Falkirk
S00152297,56.03028233,-3.913769327,Falkirk
S00152298,56.03033354,-3.808553417,Falkirk
S00152299,55.98632509,-3.64180055,Linlithgow and East Falkirk
S00152300,56.03057846,-3.915533376,Falkirk
S00152301,56.03195176,-3.7974425,Falkirk
S00152302,56.03208681,-3.778831167,Falkirk
S00152303,56.02997085,-3.919932861,Falkirk
S00152304,56.02934249,-3.774708842,Falkirk
S00152305,56.02908607,-3.752421977,Falkirk
S00152306,56.03094329,-3.806190599,Falkirk
S00152307,56.02923175,-3.921228222,Falkirk
S00152308,56.03064545,-3.831261536,Falkirk
S00152309,56.02999063,-3.805584388,Falkirk
S00152310,56.02973304,-3.912682897,Falkirk
S00152311,56.0316179,-3.78267751,Falkirk
S00152312,56.02917832,-3.922926752,Falkirk
S00152313,56.03147249,-3.778433768,Falkirk
S00152314,56.03060702,-3.798455275,Falkirk
S00152315,56.00900481,-3.64053312,Linlithgow and East Falkirk
S00152316,56.0296907,-3.826562164,Falkirk
S00152317,56.03039669,-3.801783684,Falkirk
S00152318,56.03049594,-3.787552823,Falkirk
S00152319,56.03072896,-3.783872304,Falkirk
S00152320,56.02967824,-3.828615821,Falkirk
S00152321,56.03079079,-3.782703571,Falkirk
S00152322,56.03110628,-3.793792106,Falkirk
S00152323,56.02987237,-3.785935169,Falkirk
S00152324,56.02823147,-3.913314754,Falkirk
S00152325,56.02737596,-3.91458837,Falkirk
S00152326,56.03054017,-3.794407805,Falkirk
S00152327,56.02959753,-3.800510696,Falkirk
S00152328,56.02769946,-3.922098938,Falkirk
S00152329,56.02951671,-3.786913755,Falkirk
S00152330,56.02847052,-3.918751009,Falkirk
S00152331,56.02847523,-3.90976403,Falkirk
S00152332,56.02980245,-3.811064284,Falkirk
S00152333,56.02980529,-3.791180002,Falkirk
S00152334,56.03046082,-3.789974597,Falkirk
S00152335,56.02889316,-3.780321174,Falkirk
S00152336,56.02924218,-3.781043376,Falkirk
S00152337,56.02753811,-3.920919397,Falkirk
S00152338,56.02868845,-3.826883933,Falkirk
S00152339,56.02887958,-3.800445169,Falkirk
S00152340,56.02705751,-3.910785275,Falkirk
S00152341,56.02814162,-3.835267338,Falkirk
S00152342,56.02952361,-3.80495273,Falkirk
S00152343,56.0278412,-3.918767926,Falkirk
S00152344,56.02892059,-3.833041472,Falkirk
S00152345,56.02673868,-3.832921996,Falkirk
S00152346,56.02894466,-3.79783231,Falkirk
S00152347,56.02527379,-3.904679423,Falkirk
S00152348,56.02839393,-3.751170961,Falkirk
S00152349,56.02914256,-3.809492719,Falkirk
S00152350,56.02794824,-3.830138818,Falkirk
S00152351,56.02897758,-3.809099836,Falkirk
S00152352,56.02864865,-3.818633199,Falkirk
S00152353,56.02873467,-3.791884678,Falkirk
S00152354,56.02792022,-3.838065247,Falkirk
S00152355,56.02700538,-3.840958497,Falkirk
S00152356,56.02907626,-3.811559871,Falkirk
S00152357,56.02822129,-3.793818753,Falkirk
S00152358,56.02865651,-3.833879518,Falkirk
S00152359,56.02934391,-3.783952842,Falkirk
S00152360,56.02535155,-3.909529529,Falkirk
S00152361,56.02882185,-3.803780539,Falkirk
S00152362,56.02898572,-3.786969458,Falkirk
S00152363,56.02719742,-3.918559452,Falkirk
S00152364,56.02847676,-3.812607018,Falkirk
S00152365,56.02725904,-3.83780915,Falkirk
S00152366,56.02836369,-3.806840417,Falkirk
S00152367,56.02843487,-3.789014213,Falkirk
S00152368,56.02800938,-3.828440612,Falkirk
S00152369,56.02636927,-3.92095762,Falkirk
S00152370,56.02781469,-3.797057618,Falkirk
S00152371,56.02768096,-3.794515841,Falkirk
S00152372,56.02781181,-3.808932959,Falkirk
S00152373,56.02754478,-3.840342258,Falkirk
S00152374,56.02780687,-3.800058216,Falkirk
S00152375,56.02766659,-3.775642937,Falkirk
S00152376,56.02849834,-3.774670098,Falkirk
S00152377,56.02708032,-3.833515908,Falkirk
S00152378,56.02841517,-3.779817723,Falkirk
S00152379,56.02798323,-3.807047312,Falkirk
S00152380,56.02736123,-3.810243847,Falkirk
S00152381,56.02679745,-3.78356256,Falkirk
S00152382,56.02715991,-3.780867233,Falkirk
S00152383,56.02820428,-3.78632352,Falkirk
S00152384,56.02770125,-3.817064087,Falkirk
S00152385,56.02738221,-3.806361267,Falkirk
S00152386,56.02563852,-3.911308913,Falkirk
S00152387,56.02716277,-3.791218076,Falkirk
S00152388,56.02557219,-3.942582086,Falkirk
S00152389,56.02657803,-3.793116678,Falkirk
S00152390,56.02719864,-3.802324722,Falkirk
S00152391,56.0271132,-3.799560545,Falkirk
S00152392,56.02560938,-3.905642747,Falkirk
S00152393,56.02672224,-3.827368755,Falkirk
S00152394,56.02691374,-3.83806555,Falkirk
S00152395,56.02637307,-3.78742643,Falkirk
S00152396,56.0247089,-3.942618956,Falkirk
S00152397,56.0275824,-3.77836719,Falkirk
S00152398,56.01740498,-3.608610685,Linlithgow and East Falkirk
S00152399,56.0124693,-3.621142028,Linlithgow and East Falkirk
S00152400,56.02694922,-3.803404332,Falkirk
S00152401,56.02612704,-3.836583895,Falkirk
S00152402,56.0264627,-3.815738142,Falkirk
S00152403,56.02569689,-3.823180142,Falkirk
S00152404,56.02423161,-3.915106666,Falkirk
S00152405,56.02640819,-3.810889271,Falkirk
S00152406,56.02423559,-3.921782353,Falkirk
S00152407,56.02560966,-3.796056519,Falkirk
S00152408,56.0260704,-3.825267851,Falkirk
S00152409,56.02514817,-3.831707279,Falkirk
S00152410,56.00943698,-3.939430007,Falkirk
S00152411,56.02648185,-3.806479683,Falkirk
S00152412,56.02424603,-3.932614519,Falkirk
S00152413,56.02541852,-3.799305168,Falkirk
S00152414,56.02218578,-3.916064397,Falkirk
S00152415,56.02629031,-3.802988469,Falkirk
S00152416,56.02268574,-3.92493063,Falkirk
S00152417,56.02604629,-3.790749135,Falkirk
S00152418,56.02621079,-3.776891962,Falkirk
S00152419,56.0260495,-3.77872997,Falkirk
S00152420,56.02163411,-3.779569854,Falkirk
S00152421,56.02389439,-3.921187715,Falkirk
S00152422,56.02373814,-3.905775193,Falkirk
S00152423,56.02507161,-3.822926008,Falkirk
S00152424,56.0239231,-3.919343768,Falkirk
S00152425,56.02305073,-3.913026351,Falkirk
S00152426,56.02535228,-3.827641007,Falkirk
S00152427,56.02557512,-3.81009605,Falkirk
S00152428,56.02552149,-3.787900572,Falkirk
S00152429,56.02436302,-3.832536609,Falkirk
S00152430,56.02340578,-3.918515769,Falkirk
S00152431,56.01987536,-3.775028551,Falkirk
S00152432,56.02509706,-3.835748681,Falkirk
S00152433,56.02576962,-3.785039624,Falkirk
S00152434,56.02513562,-3.800832501,Falkirk
S00152435,56.02417487,-3.905427638,Falkirk
S00152436,56.02257417,-3.899090795,Falkirk
S00152437,56.02550599,-3.792681844,Falkirk
S00152438,56.01644781,-3.586079183,Linlithgow and East Falkirk
S00152439,56.02488949,-3.813947274,Falkirk
S00152440,56.02496226,-3.821203843,Falkirk
S00152441,56.02311638,-3.90413992,Falkirk
S00152442,56.02450524,-3.820508363,Falkirk
S00152443,56.02146722,-3.888077288,Falkirk
S00152444,56.02020773,-3.808432923,Falkirk
S00152445,56.02516422,-3.787129856,Falkirk
S00152446,56.02280085,-3.836666632,Falkirk
S00152447,56.02358308,-3.812955319,Falkirk
S00152448,56.02290593,-3.929242005,Falkirk
S00152449,56.0234544,-3.82775992,Falkirk
S00152450,56.0223274,-3.909251847,Falkirk
S00152451,56.01990465,-3.845867174,Falkirk
S00152452,56.02299884,-3.835440488,Falkirk
S00152453,56.02480648,-3.784529816,Falkirk
S00152454,56.02519113,-3.777807917,Falkirk
S00152455,56.02252171,-3.932544399,Falkirk
S00152456,56.0224014,-3.931046097,Falkirk
S00152457,56.02391957,-3.822438453,Falkirk
S00152458,56.02270807,-3.789808327,Falkirk
S00152459,56.02179774,-3.825547576,Falkirk
S00152460,56.02239016,-3.911581623,Falkirk
S00152461,56.0229363,-3.834811726,Falkirk
S00152462,56.02377004,-3.786600092,Falkirk
S00152463,56.02242047,-3.832637117,Falkirk
S00152464,56.02361051,-3.789545213,Falkirk
S00152465,56.02337101,-3.791186875,Falkirk
S00152466,56.02340939,-3.821692335,Falkirk
S00152467,56.0234861,-3.823798001,Falkirk
S00152468,56.02303398,-3.794589048,Falkirk
S00152469,56.02221722,-3.815394417,Falkirk
S00152470,56.02186547,-3.906581482,Falkirk
S00152471,56.02194714,-3.911174626,Falkirk
S00152472,56.02103865,-3.917018436,Falkirk
S00152473,56.02298242,-3.819570198,Falkirk
S00152474,56.02289202,-3.823256516,Falkirk
S00152475,56.02181408,-3.817750228,Falkirk
S00152476,56.02129327,-3.914511894,Falkirk
S00152477,56.02167352,-3.911433883,Falkirk
S00152478,56.02067246,-3.78703463,Falkirk
S00152479,56.01643668,-3.609131914,Linlithgow and East Falkirk
S00152480,56.02243047,-3.83559002,Falkirk
S00152481,56.0195899,-3.906709987,Falkirk
S00152482,56.02033961,-3.740569813,Linlithgow and East Falkirk
S00152483,56.02208134,-3.819126666,Falkirk
S00152484,56.02125367,-3.812477091,Falkirk
S00152485,56.0207762,-3.9096085,Falkirk
S00152486,56.02092588,-3.822522028,Falkirk
S00152487,56.02093765,-3.833850474,Falkirk
S00152488,56.02141402,-3.827791862,Falkirk
S00152489,56.01985392,-3.911712997,Falkirk
S00152490,56.01946697,-3.917534201,Falkirk
S00152491,56.02142837,-3.814651397,Falkirk
S00152492,56.02028743,-3.832856951,Falkirk
S00152493,56.01997481,-3.916660853,Falkirk
S00152494,56.02159262,-3.819970133,Falkirk
S00152495,56.02134739,-3.776395763,Falkirk
S00152496,56.01964078,-3.902252015,Falkirk
S00152497,56.02031476,-3.83524894,Falkirk
S00152498,56.01838791,-3.920464971,Falkirk
S00152499,56.01971221,-3.809131763,Falkirk
S00152500,56.01945464,-3.913121254,Falkirk
S00152501,56.0193354,-3.823730649,Falkirk
S00152502,56.01892814,-3.914619454,Falkirk
S00152503,56.01933914,-3.793454962,Falkirk
S00152504,56.02031388,-3.814053585,Falkirk
S00152505,56.01868874,-3.918458294,Falkirk
S00152506,56.01985683,-3.813967972,Falkirk
S00152507,56.01976874,-3.797277445,Falkirk
S00152508,56.02047913,-3.743416003,Linlithgow and East Falkirk
S00152509,56.02013634,-3.781233771,Falkirk
S00152510,56.02055652,-3.746837021,Linlithgow and East Falkirk
S00152511,56.0155245,-3.611548437,Linlithgow and East Falkirk
S00152512,56.02045902,-3.817012659,Falkirk
S00152513,56.02059641,-3.777997849,Falkirk
S00152514,56.01962097,-3.813507663,Falkirk
S00152515,56.01899283,-3.902894024,Falkirk
S00152516,56.0190707,-3.911802645,Falkirk
S00152517,56.01900184,-3.828656585,Falkirk
S00152518,56.02019814,-3.776326938,Falkirk
S00152519,56.01973657,-3.790842082,Falkirk
S00152520,56.02055856,-3.779375967,Falkirk
S00152521,56.01967838,-3.833325476,Falkirk
S00152522,56.01946053,-3.791904279,Falkirk
S00152523,56.01861711,-3.90975862,Falkirk
S00152524,56.01903694,-3.796312875,Falkirk
S00152525,56.0181383,-3.905274671,Falkirk
S00152526,55.98938863,-3.857109795,Falkirk
S00152527,56.01967795,-3.788689402,Falkirk
S00152528,56.01693327,-3.903001279,Falkirk
S00152529,56.01710309,-3.917561416,Falkirk
S00152530,56.01747297,-3.82994803,Falkirk
S00152531,56.01920132,-3.834586422,Falkirk
S00152532,56.0132979,-3.739049888,Linlithgow and East Falkirk
S00152533,56.01969706,-3.783026572,Falkirk
S00152534,56.01759843,-3.915179357,Falkirk
S00152535,56.0167883,-3.919310626,Falkirk
S00152536,56.01798576,-3.909326344,Falkirk
S00152537,56.01747667,-3.902145592,Falkirk
S00152538,56.01761274,-3.825975781,Falkirk
S00152539,56.01984918,-3.744751388,Linlithgow and East Falkirk
S00152540,56.0194417,-3.787009858,Falkirk
S00152541,56.01963504,-3.745912967,Linlithgow and East Falkirk
S00152542,56.01870338,-3.820283431,Falkirk
S00152543,56.01765769,-3.91251897,Falkirk
S00152544,56.01841473,-3.831885789,Falkirk
S00152545,56.01968057,-3.779191177,Falkirk
S00152546,56.01655607,-3.920374029,Falkirk
S00152547,56.01992968,-3.742236036,Linlithgow and East Falkirk
S00152548,56.01832223,-3.817489874,Falkirk
S00152549,56.01634892,-3.828787872,Falkirk
S00152550,56.01960818,-3.776733046,Falkirk
S00152551,56.01927302,-3.723097855,Linlithgow and East Falkirk
S00152552,56.01870505,-3.780782805,Falkirk
S00152553,56.01700751,-3.90982355,Falkirk
S00152554,56.01698947,-3.91272659,Falkirk
S00152555,56.01826521,-3.785720126,Falkirk
S00152556,56.01770963,-3.793042496,Falkirk
S00152557,56.01429499,-3.616919334,Linlithgow and East Falkirk
S00152558,56.01887577,-3.775175212,Falkirk
S00152559,56.01537946,-3.915133676,Falkirk
S00152560,56.01774105,-3.821553741,Falkirk
S00152561,56.01808047,-3.791022114,Falkirk
S00152562,56.01776099,-3.785167408,Falkirk
S00152563,56.01670056,-3.905268033,Falkirk
S00152564,56.01865366,-3.778117125,Falkirk
S00152565,56.01821683,-3.792151502,Falkirk
S00152566,56.01788396,-3.705372051,Linlithgow and East Falkirk
S00152567,56.0166513,-3.914250063,Falkirk
S00152568,56.01712895,-3.794042363,Falkirk
S00152569,56.01954704,-3.71439804,Linlithgow and East Falkirk
S00152570,56.01749807,-3.601459359,Linlithgow and East Falkirk
S00152571,56.01816912,-3.796047961,Falkirk
S00152572,56.01746303,-3.827589131,Falkirk
S00152573,56.01781887,-3.724268435,Linlithgow and East Falkirk
S00152574,56.01881354,-3.712215647,Linlithgow and East Falkirk
S00152575,56.01743665,-3.789564426,Falkirk
S00152576,56.01946747,-3.709773789,Linlithgow and East Falkirk
S00152577,56.01793752,-3.720920616,Linlithgow and East Falkirk
S00152578,56.01586561,-3.909863436,Falkirk
S00152579,56.01575707,-3.784545522,Falkirk
S00152580,56.01887054,-3.713934871,Linlithgow and East Falkirk
S00152581,56.01866017,-3.707074829,Linlithgow and East Falkirk
S00152582,56.01854225,-3.745029362,Linlithgow and East Falkirk
S00152583,56.01839442,-3.777399275,Falkirk
S00152584,56.01849035,-3.715426143,Linlithgow and East Falkirk
S00152585,56.01835489,-3.709002646,Linlithgow and East Falkirk
S00152586,56.01529645,-3.910637493,Falkirk
S00152587,56.01552159,-3.913504304,Falkirk
S00152588,56.01487701,-3.901728998,Falkirk
S00152589,56.01546978,-3.904661949,Falkirk
S00152590,56.01476615,-3.919322602,Falkirk
S00152591,56.01781887,-3.704230095,Linlithgow and East Falkirk
S00152592,56.01787722,-3.715575432,Linlithgow and East Falkirk
S00152593,56.01661108,-3.797515779,Falkirk
S00152594,56.01421743,-3.790329926,Falkirk
S00152595,56.01821516,-3.710007224,Linlithgow and East Falkirk
S00152596,56.01566088,-3.827311479,Falkirk
S00152597,56.01729152,-3.71633558,Linlithgow and East Falkirk
S00152598,56.01647898,-3.725620498,Linlithgow and East Falkirk
S00152599,56.01655852,-3.795572104,Falkirk
S00152600,56.01477907,-3.91502374,Falkirk
S00152601,56.01580118,-3.82512021,Falkirk
S00152602,56.01702611,-3.708270132,Linlithgow and East Falkirk
S00152603,56.01637668,-3.791392442,Falkirk
S00152604,56.01711713,-3.720466996,Linlithgow and East Falkirk
S00152605,56.01377757,-3.90425779,Falkirk
S00152606,56.01550056,-3.800335845,Falkirk
S00152607,56.01699038,-3.723108485,Linlithgow and East Falkirk
S00152608,56.01656654,-3.725143113,Linlithgow and East Falkirk
S00152609,56.01375119,-3.916978172,Falkirk
S00152610,56.01567549,-3.790172801,Falkirk
S00152611,56.01395476,-3.905004468,Falkirk
S00152612,56.01647043,-3.724304592,Linlithgow and East Falkirk
S00152613,56.01637985,-3.703669373,Linlithgow and East Falkirk
S00152614,56.01661365,-3.718551528,Linlithgow and East Falkirk
S00152615,56.01520942,-3.79873407,Falkirk
S00152616,56.0137688,-3.90191516,Falkirk
S00152617,56.01685605,-3.721145239,Linlithgow and East Falkirk
S00152618,56.01394994,-3.914597677,Falkirk
S00152619,56.01344315,-3.918294426,Falkirk
S00152620,56.01627364,-3.717156736,Linlithgow and East Falkirk
S00152621,56.01569537,-3.794986584,Falkirk
S00152622,56.01491553,-3.78928738,Falkirk
S00152623,56.01648295,-3.71114992,Linlithgow and East Falkirk
S00152624,56.01542446,-3.783310932,Falkirk
S00152625,56.01605703,-3.721735361,Linlithgow and East Falkirk
S00152626,56.01317867,-3.913917819,Falkirk
S00152627,56.01360644,-3.797119509,Falkirk
S00152628,56.01379861,-3.714849155,Linlithgow and East Falkirk
S00152629,56.01486918,-3.788146218,Falkirk
S00152630,56.01508235,-3.712355319,Linlithgow and East Falkirk
S00152631,56.01507017,-3.713878804,Linlithgow and East Falkirk
S00152632,56.01473526,-3.785605319,Falkirk
S00152633,56.01475665,-3.793418994,Falkirk
S00152634,56.01740267,-3.603268268,Linlithgow and East Falkirk
S00152635,56.01550085,-3.707448785,Linlithgow and East Falkirk
S00152636,56.01273499,-3.916446559,Falkirk
S00152637,56.01494545,-3.721541511,Linlithgow and East Falkirk
S00152638,56.01624498,-3.605915435,Linlithgow and East Falkirk
S00152639,56.01423288,-3.801608366,Falkirk
S00152640,56.01447631,-3.725531174,Linlithgow and East Falkirk
S00152641,56.01335664,-3.806219727,Falkirk
S00152642,56.01713472,-3.607973774,Linlithgow and East Falkirk
S00152643,56.01518078,-3.722707039,Linlithgow and East Falkirk
S00152644,56.01466833,-3.710460058,Linlithgow and East Falkirk
S00152645,56.01402718,-3.783615496,Falkirk
S00152646,56.01628998,-3.594831917,Linlithgow and East Falkirk
S00152647,56.01332185,-3.778321251,Falkirk
S00152648,56.01235238,-3.917935547,Falkirk
S00152649,56.01551565,-3.701176812,Linlithgow and East Falkirk
S00152650,56.01698195,-3.594828357,Linlithgow and East Falkirk
S00152651,56.01196673,-3.916151837,Falkirk
S00152652,56.01397022,-3.807275074,Falkirk
S00152653,56.01337342,-3.787804375,Falkirk
S00152654,56.01216006,-3.919321654,Falkirk
S00152655,56.01706104,-3.592184551,Linlithgow and East Falkirk
S00152656,56.01344978,-3.804154659,Falkirk
S00152657,56.01661801,-3.605561938,Linlithgow and East Falkirk
S00152658,56.01227095,-3.785748254,Falkirk
S00152659,56.0163317,-3.592298918,Linlithgow and East Falkirk
S00152660,56.01380018,-3.791834616,Falkirk
S00152661,56.00853111,-3.908218196,Falkirk
S00152662,56.0117367,-3.914183363,Falkirk
S00152663,56.01638656,-3.584552632,Linlithgow and East Falkirk
S00152664,56.01389323,-3.72417369,Linlithgow and East Falkirk
S00152665,56.0160706,-3.582566478,Linlithgow and East Falkirk
S00152666,56.01302159,-3.794702119,Falkirk
S00152667,56.01286927,-3.79960382,Falkirk
S00152668,56.01289343,-3.788680531,Falkirk
S00152669,56.01200916,-3.79325956,Falkirk
S00152670,56.01571589,-3.589883275,Linlithgow and East Falkirk
S00152671,56.01366139,-3.710495751,Linlithgow and East Falkirk
S00152672,56.01391071,-3.7229232,Linlithgow and East Falkirk
S00152673,56.01594859,-3.604523486,Linlithgow and East Falkirk
S00152674,56.01593258,-3.586314738,Linlithgow and East Falkirk
S00152675,56.01155254,-3.720620587,Linlithgow and East Falkirk
S00152676,56.01598048,-3.593054496,Linlithgow and East Falkirk
S00152677,55.9952511,-3.552101141,Linlithgow and East Falkirk
S00152678,56.01122717,-3.916901243,Falkirk
S00152679,56.01507385,-3.598535617,Linlithgow and East Falkirk
S00152680,56.01079514,-3.916366518,Falkirk
S00152681,56.010712,-3.784184514,Falkirk
S00152682,56.00965428,-3.911128842,Falkirk
S00152683,56.01244595,-3.789173173,Falkirk
S00152684,56.01219074,-3.794984409,Falkirk
S00152685,56.01216614,-3.804672296,Falkirk
S00152686,56.01508243,-3.604102555,Linlithgow and East Falkirk
S00152687,56.01084116,-3.579032276,Linlithgow and East Falkirk
S00152688,56.01525667,-3.612788568,Linlithgow and East Falkirk
S00152689,56.01247124,-3.804702568,Falkirk
S00152690,56.01547888,-3.588750585,Linlithgow and East Falkirk
S00152691,56.00853569,-3.913720249,Falkirk
S00152692,56.01502847,-3.586742885,Linlithgow and East Falkirk
S00152693,56.01478998,-3.58012386,Linlithgow and East Falkirk
S00152694,56.01435928,-3.610633648,Linlithgow and East Falkirk
S00152695,56.01330541,-3.722511245,Linlithgow and East Falkirk
S00152696,56.01211599,-3.713715866,Linlithgow and East Falkirk
S00152697,56.01453846,-3.57801212,Linlithgow and East Falkirk
S00152698,56.01195888,-3.792390998,Falkirk
S00152699,56.01183813,-3.790187749,Falkirk
S00152700,56.01365525,-3.603289438,Linlithgow and East Falkirk
S00152701,56.01199227,-3.772677775,Falkirk
S00152702,56.01386164,-3.588732301,Linlithgow and East Falkirk
S00152703,56.00938815,-3.90800381,Falkirk
S00152704,56.01172936,-3.792107664,Falkirk
S00152705,56.01018056,-3.796030041,Falkirk
S00152706,56.0091047,-3.910059063,Falkirk
S00152707,56.01322493,-3.614917578,Linlithgow and East Falkirk
S00152708,56.01085769,-3.788393935,Falkirk
S00152709,56.01090675,-3.775050209,Falkirk
S00152710,56.01361663,-3.608324848,Linlithgow and East Falkirk
S00152711,56.00947218,-3.882663734,Falkirk
S00152712,56.01410744,-3.587090111,Linlithgow and East Falkirk
S00152713,56.01183843,-3.722670514,Linlithgow and East Falkirk
S00152714,56.0103036,-3.776995533,Falkirk
S00152715,56.01161354,-3.726542415,Linlithgow and East Falkirk
S00152716,56.00825123,-3.905397363,Falkirk
S00152717,56.01351805,-3.604855809,Linlithgow and East Falkirk
S00152718,56.00934123,-3.881823255,Falkirk
S00152719,56.01089504,-3.709747878,Linlithgow and East Falkirk
