OA_Code,Latitude,Longitude
S00177751,55.751025362866834,-3.877362247320598
S00177752,55.75126564268832,-3.8816282784892664
S00177753,55.746172181524315,-4.183964139146343
S00177754,55.74907076913329,-4.0502138172820255
S00177755,55.749360543116396,-3.9810750231646708
S00177756,55.74653797068802,-4.199726988678044
S00177757,55.74362411934543,-4.225771937788427
S00177758,55.74983236440938,-3.9807961954298916
S00177759,55.74529092854344,-4.214108165935476
S00177760,55.745323803814436,-4.213281502274469
S00177761,55.74612592488788,-4.188582245427745
S00177762,55.74501398653277,-4.194988763411777
S00177763,55.74514225119664,-4.210387325153607
S00177764,55.7503096801094,-3.8806740049033475
S00177765,55.73805322125934,-3.8432247134614452
S00177766,55.75069208482586,-3.882110552249274
S00177767,55.74539900290202,-4.191043035677657
S00177768,55.74580047211608,-4.181617106985082
S00177769,55.74528097997185,-4.19312365399014
S00177770,55.74409214015513,-4.219776021177578
S00177771,55.74908738616295,-3.968999253596588
S00177772,55.748864176034964,-3.887615150083376
S00177773,55.744338251628,-4.217097355040247
S00177774,55.745230222382915,-4.19042811567299
S00177775,55.748595589068834,-3.9694046802733345
S00177776,55.74507940078653,-4.211881480505401
S00177777,55.74467536225706,-4.203860289667606
S00177778,55.74464806659546,-4.201373221014045
S00177779,55.721948770325966,-4.001659981964002
S00177780,55.74452548148536,-4.196172217872486
S00177781,55.74933744290018,-3.883128791835849
S00177782,55.74502724276905,-4.188202053547408
S00177783,55.74345607747083,-4.217174766736178
S00177784,55.74473691894026,-4.178243704305926
S00177785,55.74719787617504,-3.9847733957840155
S00177786,55.74397096477481,-4.19652343730856
S00177787,55.743840736409894,-4.222247230240884
S00177788,55.7437355566774,-4.186042577363849
S00177789,55.74458565885485,-4.193307691463877
S00177790,55.74431794240178,-4.208747422984515
S00177791,55.744163764041446,-4.182178973555806
S00177792,55.74370598094418,-4.213285471266965
S00177793,55.74743530982148,-3.978969838840169
S00177794,55.744205149355714,-4.190960167385725
S00177795,55.743543581199816,-4.190763753935637
S00177796,55.73264551175902,-4.060756476277454
S00177797,55.744109466015395,-4.181188121706686
S00177798,55.74384475707562,-4.194030869956844
S00177799,55.744437014040685,-4.174881122398021
S00177800,55.74397824292157,-4.201638208767233
S00177801,55.74789916571338,-3.885497238957397
S00177802,55.7415449359868,-4.222467186529249
S00177803,55.74655064541181,-3.982557724313886
S00177804,55.74747885062444,-3.975148076747411
S00177805,55.745883621544905,-3.9793373736022803
S00177806,55.74223330160145,-4.21720098799093
S00177807,55.74655164085634,-3.9836093422075964
S00177808,55.7485601543068,-3.884589065972297
S00177809,55.7426551817843,-4.204750088027365
S00177810,55.74340534846749,-4.18742614995231
S00177811,55.74176486427871,-4.156697894629971
S00177812,55.74281507960653,-4.214844166351297
S00177813,55.74319328916459,-4.198296006449532
S00177814,55.743019834948775,-4.201456758547213
S00177815,55.743084937570785,-4.208343158510038
S00177816,55.74668332531823,-3.971522975376109
S00177817,55.748437471283104,-3.8832128883313515
S00177818,55.7428684528344,-4.195856050406448
S00177819,55.741545220029344,-3.625180514624533
S00177820,55.74266116922302,-4.210916144736443
S00177821,55.742876260757406,-3.9690686886568978
S00177822,55.743320336308855,-4.17754339038154
S00177823,55.74207259835104,-4.184037749332471
S00177824,55.74310931224906,-4.174743506279594
S00177825,55.74266062082725,-4.220411657736044
S00177826,55.74616313779285,-3.9736954372846136
S00177827,55.74563371435514,-3.981459665327067
S00177828,55.742419949086006,-4.182193128635215
S00177829,55.7425963563026,-4.171225870177918
S00177830,55.7416625336589,-4.2054747422384935
S00177831,55.74712064761866,-3.8776526428444336
S00177832,55.74226496725207,-4.212455061506126
S00177833,55.74165365514252,-4.208469396311553
S00177834,55.7458406837015,-3.97474663078223
S00177835,55.74221692327671,-4.209632391563078
S00177836,55.74170595436031,-4.203055576116541
S00177837,55.74580600480291,-3.880170493402396
S00177838,55.7416321113129,-4.217644833037039
S00177839,55.74206953590847,-4.187239862417902
S00177840,55.74055398498578,-4.218619192408734
S00177841,55.74128743498136,-4.200833437023581
S00177842,55.74237568023007,-4.17353965849592
S00177843,55.74210420868652,-4.18074164068932
S00177844,55.74114489312456,-4.221727519375682
S00177845,55.74651877589179,-3.881160733481597
S00177846,55.74099979453822,-4.206345434292522
S00177847,55.73501867043784,-4.211089197970018
S00177848,55.74226434989448,-4.176273736572019
S00177849,55.74654123626405,-3.88262760346605
S00177850,55.741195020624716,-4.210482712307906
S00177851,55.744603369573454,-3.9807064165157477
S00177852,55.74462903073838,-3.9791145126409866
S00177853,55.73990925464756,-4.214504258465252
S00177854,55.741570883555745,-4.1930269813774235
S00177855,55.74249386891603,-3.97609099137579
S00177856,55.74447881455177,-3.9739290151277964
S00177857,55.725882741507824,-4.19179677494763
S00177858,55.74431983062834,-3.9709576534506454
S00177859,55.74424955039665,-3.98202676392326
S00177860,55.746034960936726,-3.8787157392929483
S00177861,55.74439231162318,-3.8785889825205118
S00177862,55.738940093641865,-4.225855674222533
S00177863,55.73971736523063,-4.205189742118208
S00177864,55.73933162549411,-4.21214564153782
S00177865,55.73982692909548,-4.197071160412612
S00177866,55.73951392139211,-4.2234509288556445
S00177867,55.74328967779513,-3.974665531224702
S00177868,55.73656190430194,-4.196712421925626
S00177869,55.73882491828435,-4.209838897123726
S00177870,55.73864190781127,-4.220979887261477
S00177871,55.73930995606102,-4.217831693556448
S00177872,55.73965376611772,-4.20822894808358
S00177873,55.73900476924014,-4.2013261993636
S00177874,55.73847761924268,-4.2001495257207155
S00177875,55.74435332755099,-3.881136162858994
S00177876,55.74336693273736,-3.967611780526802
S00177877,55.74280014392035,-3.974369966705356
S00177878,55.740995333496826,-3.97873935540074
S00177879,55.739615137442144,-3.841546112136101
S00177880,55.74225503093213,-3.9769710556886335
S00177881,55.74224908790492,-3.970630196276028
S00177882,55.74265988838843,-3.963497801429975
S00177883,55.738073293447364,-4.205654546974438
S00177884,55.74093667146952,-4.030240099330768
S00177885,55.74245075957048,-3.965335303333827
S00177886,55.73811551052117,-4.213797284001486
S00177887,55.741354356168706,-3.97318178740733
S00177888,55.737179591744415,-4.211370727429004
S00177889,55.7380272437077,-4.202211028424168
S00177890,55.737448115576434,-4.204934282287407
S00177891,55.74164385415438,-3.965215076530656
S00177892,55.741493635102216,-3.9689831045650203
S00177893,55.73842880259632,-4.027003555927346
S00177894,55.741739892970365,-3.9659527227957723
S00177895,55.73684089309195,-4.2122117722936805
S00177896,55.73862149730709,-4.034373104543567
S00177897,55.73980466723355,-4.029129905840941
S00177898,55.74006555007245,-3.9683695431426416
S00177899,55.73682266136322,-3.9727619041237454
S00177900,55.736021061915956,-4.208326393245921
S00177901,55.73643210512055,-4.199445003948992
S00177902,55.73639513686227,-4.206515629235113
S00177903,55.742345571359294,-3.831431359184176
S00177904,55.738806217520995,-3.664633272245382
S00177905,55.741970210919895,-3.8282754727109416
S00177906,55.739816235555914,-3.972705892007598
S00177907,55.7358662338852,-4.194905179954355
S00177908,55.73991546426948,-3.9799431696724765
S00177909,55.74225872323421,-3.8330362782197835
S00177910,55.73859288404782,-3.9794779408159546
S00177911,55.742236781546794,-3.828479108024924
S00177912,55.7377214551137,-3.8563025326347264
S00177913,55.7391902528075,-4.031503442199224
S00177914,55.739529759089024,-3.9703975237386264
S00177915,55.738259893406706,-4.03287282919652
S00177916,55.73915746721943,-3.967272451626094
S00177917,55.741419897035904,-3.840452298541749
S00177918,55.73887253713027,-3.979969992955028
S00177919,55.740872282378874,-3.845205528833574
S00177920,55.739251221414754,-3.9804511397561875
S00177921,55.74128590573374,-3.8385980859031115
S00177922,55.74085148473659,-3.837000580203234
S00177923,55.73917286091409,-3.9629403294894683
S00177924,55.74072142624769,-3.835481121534502
S00177925,55.73539686756322,-4.198032785114852
S00177926,55.73968199714197,-3.83347298287142
S00177927,55.73870887102415,-3.9661029454847787
S00177928,55.735880241780656,-3.607010877153517
S00177929,55.73656033720785,-3.9834687144033314
S00177930,55.738496170518005,-3.9602939149095504
S00177931,55.74087716926435,-3.8442818163217813
S00177932,55.73802611373682,-3.9772828499567954
S00177933,55.7406567184731,-3.835000185089269
S00177934,55.73986535219617,-3.843437596667346
