OA_Code,Latitude,Longitude
S00135455,57.18976663866382,-2.1103402619146157
S00135456,57.18996084495772,-2.1824788182912123
S00135457,57.19006486577776,-2.1082895180880694
S00135458,57.18927393844876,-2.1186775156059583
S00135459,57.18916262650224,-2.1223336123950713
S00135460,57.18910724989533,-2.123839025688417
S00135461,57.18969154634081,-2.1139469079740327
S00135462,57.188176698204934,-2.129097089786417
S00135463,57.188924176361866,-2.1081207234382773
S00135464,57.18798771798948,-2.1803182872136313
S00135465,57.18665674454923,-2.1813540625999583
S00135466,57.188120028832266,-2.113396088114358
S00135467,57.188980586236625,-2.124748573945051
S00135468,57.18802800267201,-2.2066077889679314
S00135469,57.187729830983436,-2.107670527585711
S00135470,57.18797102505609,-2.1281864228329708
S00135471,57.187825646982105,-2.1208070953087956
S00135472,57.188107698390105,-2.117035855661692
S00135473,57.18763547329457,-2.1128155477315964
S00135474,57.18810244447277,-2.131396525730962
S00135475,57.18736260852019,-2.1165040790083784
S00135476,57.18739744817522,-2.107686102672689
S00135477,57.18677178502057,-2.205757024315143
S00135478,57.182876508156156,-2.110567810949906
S00135479,57.18691495654397,-2.1242949089331806
S00135480,57.18369305216147,-2.1302063196631584
S00135481,57.18611602279867,-2.114283293778876
S00135482,57.18634678060509,-2.1173115201314623
S00135483,57.18619845679879,-2.112529914929676
S00135484,57.18562765983652,-2.1270202491407244
S00135485,57.185046705768414,-2.1146604787511336
S00135486,57.18631728317978,-2.1290409606498404
S00135487,57.16014413593362,-2.2512376148157727
S00135488,57.186344289857225,-2.119941973671904
S00135489,57.18455748568585,-2.202998561227336
S00135490,57.18619057313782,-2.100684593684952
S00135491,57.18474997636665,-2.176729186223667
S00135492,57.185265479427684,-2.120831808945672
S00135493,57.18470777575241,-2.2044882636008327
S00135494,57.184959937007534,-2.1006481516247657
S00135495,57.18495848833588,-2.102434808899233
S00135496,57.18524099314825,-2.1182509756295573
S00135497,57.18468581981567,-2.1256604813298536
S00135498,57.18465216510013,-2.176017367688395
S00135499,57.184631040065675,-2.1173060710195286
S00135500,57.18191302275989,-2.193836411498121
S00135501,57.184750665302644,-2.140714899562591
S00135502,57.18426645666266,-2.175618502145444
S00135503,57.18448369475824,-2.1008288259078625
S00135504,57.18348103475094,-2.143389951382753
S00135505,57.18106319084663,-2.119015049621285
S00135506,57.18409224283483,-2.134972047101796
S00135507,57.18310987288214,-2.088170190667025
S00135508,57.184196263737384,-2.180762992269791
S00135509,57.18382112442822,-2.1364764387690705
S00135510,57.18364059390465,-2.145243339636438
S00135511,57.18387080667838,-2.1320266409599884
S00135512,57.18404132607898,-2.113879848427235
S00135513,57.1824301184715,-2.1845259448057273
S00135514,57.18347665110718,-2.181437716898639
S00135515,57.183407167479935,-2.0990393000618504
S00135516,57.18358936162334,-2.2017360097934597
S00135517,57.183570447924204,-2.178675569360242
S00135518,57.18355452246043,-2.094341616470012
S00135519,57.181014620082976,-2.14776385522786
S00135520,57.180461160072475,-2.086360879482796
S00135521,57.18379862573281,-2.1761291021015503
S00135522,57.18343927688953,-2.132355948750157
S00135523,57.18154975057552,-2.0964041983312036
S00135524,57.18260595848003,-2.146612269285693
S00135525,57.182680942171885,-2.202442366822871
S00135526,57.18220757849699,-2.1768824515655476
S00135527,57.18304468773305,-2.102958853914446
S00135528,57.182954059117584,-2.1142404262013104
S00135529,57.182510913046116,-2.0964232499213336
S00135530,57.18240025152661,-2.1107483474744546
S00135531,57.182855539943176,-2.092073546501875
S00135532,57.182986057291934,-2.1184753492144237
S00135533,57.182766953723515,-2.1393508862438377
S00135534,57.18233667175159,-2.1385387058058933
S00135535,57.18184392154023,-2.13734585058231
S00135536,57.18164661398434,-2.1918334682353784
S00135537,57.18191921184428,-2.1423252155342505
S00135538,57.18201801377341,-2.0949001130776437
S00135539,57.181861479578465,-2.110515147176077
S00135540,57.18093102770127,-2.1898282477473243
S00135541,57.18127146094305,-2.1431828801277124
S00135542,57.18047129791904,-2.165609604813165
S00135543,57.180160170721564,-2.163110515047083
S00135544,57.18154174335409,-2.177656723607278
S00135545,57.182030830648976,-2.1305643829916368
S00135546,57.18024341147863,-2.101230775052807
S00135547,57.18091836492636,-2.192243224431435
S00135548,57.18128824963742,-2.1085946156299396
S00135549,57.18150281646667,-2.109769701286955
S00135550,57.181284994669475,-2.1874149995944734
S00135551,57.175610930251906,-2.1912563715711904
S00135552,57.180338143622556,-2.1644015070786238
S00135553,57.180633902623136,-2.1348767093492937
S00135554,57.1808147737083,-2.094268450902893
S00135555,57.18096248405184,-2.138351598991506
S00135556,57.1808262526651,-2.131387192711599
S00135557,57.18012995044303,-2.108012275149556
S00135558,57.180301248125176,-2.0962355280429046
S00135559,57.17867681683026,-2.17072908140534
S00135560,57.18019981992252,-2.1291023018539317
S00135561,57.180445583055,-2.095441929396191
S00135562,57.179981410418506,-2.1820325798986935
S00135563,57.18049118679811,-2.1708697898271034
S00135564,57.17962332564348,-2.1932123988140217
S00135565,57.17958344063294,-2.189920574128499
S00135566,57.177858394863634,-2.177887125706451
S00135567,57.17910578767619,-2.0971752235775476
S00135568,57.17989699108193,-2.1073168761613292
S00135569,57.17999701201284,-2.1836536714450987
S00135570,57.17864048954701,-2.134125118652777
S00135571,57.17878372476807,-2.095454174549121
S00135572,57.17945136557785,-2.188150038143949
S00135573,57.17951049391011,-2.096564281745165
S00135574,57.17927579801849,-2.18540339754271
S00135575,57.17918135228705,-2.103758572476766
S00135576,57.17974071334695,-2.100799335615054
S00135577,57.179328777387965,-2.166878117630989
S00135578,57.178603171149916,-2.1268306990228334
S00135579,57.17927945733939,-2.0932390128323974
S00135580,57.179479891608295,-2.121408353099139
S00135581,57.17844290853882,-2.1059563511993415
S00135582,57.17891703714353,-2.1273610712265443
S00135583,57.17836806635997,-2.166526436274725
S00135584,57.17915322858918,-2.115369971830574
S00135585,57.17896783862962,-2.161252718342283
S00135586,57.17879113455055,-2.191107415728043
S00135587,57.17873467350076,-2.088870977777706
S00135588,57.17797983477734,-2.089249581737444
S00135589,57.17829364924935,-2.1749946841561068
S00135590,57.178763951443585,-2.1660485475902838
S00135591,57.178414950481724,-2.184373584988061
S00135592,57.17813905535024,-2.1630685175449393
S00135593,57.17813379486803,-2.1290454636480667
S00135594,57.1774472056046,-2.092870510785991
S00135595,57.17786465639269,-2.1919130884939753
S00135596,57.17615052513652,-2.1437419167191987
S00135597,57.17724760716052,-2.1900905146193
S00135598,57.17780556002103,-2.0941615291007296
S00135599,57.178115944681146,-2.1600911942294703
S00135600,57.177163021141126,-2.186600202508404
S00135601,57.17777208527269,-2.162041421051562
S00135602,57.16469495672854,-2.087911288064088
S00135603,57.177548275398955,-2.130614705322251
S00135604,57.17786261435452,-2.1683270204436567
S00135605,57.17723873651666,-2.1713178711881183
S00135606,57.17586422444605,-2.1259778048373756
S00135607,57.17488118913979,-2.100471839807964
S00135608,57.17672589496115,-2.190550939067075
S00135609,57.17675193747291,-2.0852771360309577
S00135610,57.17337660903149,-2.1339902519323752
S00135611,57.17706834329344,-2.1775690713927167
S00135612,57.17726387198376,-2.159062040753457
S00135613,57.176856935435644,-2.1611773530854403
S00135614,57.17501146190199,-2.1896820908582684
S00135615,57.17611802137799,-2.1236962582761096
S00135616,57.17690822626528,-2.123996615621819
S00135617,57.17714581947892,-2.0872628057862346
S00135618,57.17696378662342,-2.0906033717586547
S00135619,57.17649833939565,-2.167477300103977
S00135620,57.177083815245545,-2.16628909665876
S00135621,57.17442831977299,-2.115222911412705
S00135622,57.176603621944054,-2.123168621928921
S00135623,57.17619229907278,-2.1464545168676183
S00135624,57.1763295553229,-2.17910368101316
S00135625,57.17615534959081,-2.1222740093043937
S00135626,57.176448969723545,-2.1640534257252257
S00135627,57.17568677797025,-2.1886270558088436
S00135628,57.175331361507745,-2.179859634893526
S00135629,57.17529793893752,-2.16497449482498
S00135630,57.175409704095436,-2.181596602205544
S00135631,57.17446609154206,-2.1132053352404614
S00135632,57.17485471190997,-2.1203181450736777
S00135633,57.175336209056304,-2.1631884667503525
S00135634,57.17543859987034,-2.145707279568835
S00135635,57.175520203492695,-2.1858807373784352
S00135636,57.1746433617284,-2.183511313743212
S00135637,57.17493909512616,-2.1839924037942042
S00135638,57.17333122238661,-2.095241627260919
S00135639,57.173928987990884,-2.1607842100068755
S00135640,57.17418265402264,-2.185262094865527
